0,1,week,year,game_id
Won Toss,Dolphins,18.0,2022,265
Roof,outdoors,18.0,2022,265
Surface,grass,18.0,2022,265
Duration,2:59,18.0,2022,265
Attendance,66429,18.0,2022,265
Weather,"75 degrees, relative humidity 66%, wind 9 mph",18.0,2022,265
Vegas Line,Miami Dolphins -3.5,18.0,2022,265
Over/Under,37.0 (under),18.0,2022,265
