Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Deshaun Watson,CLE,0,0,0,0,0,18.0,2022,263
Nick Chubb,CLE,6,5,45,1,19,18.0,2022,263
Kareem Hunt,CLE,4,3,15,0,14,18.0,2022,263
Amari Cooper,CLE,3,2,51,0,36,18.0,2022,263
Donovan Peoples-Jones,CLE,4,2,42,0,38,18.0,2022,263
David Njoku,CLE,5,4,42,1,18,18.0,2022,263
Harrison Bryant,CLE,2,2,20,0,14,18.0,2022,263
Michael Woods II,CLE,1,1,15,0,15,18.0,2022,263
David Bell,CLE,2,0,0,0,0,18.0,2022,263
Kenny Pickett,PIT,0,0,0,0,0,18.0,2022,263
Najee Harris,PIT,1,1,10,0,10,18.0,2022,263
Jaylen Warren,PIT,4,3,7,0,3,18.0,2022,263
Steven Sims,PIT,0,0,0,0,0,18.0,2022,263
Connor Heyward,PIT,4,3,45,0,27,18.0,2022,263
Gunner Olszewski,PIT,0,0,0,0,0,18.0,2022,263
Derek Watt,PIT,0,0,0,0,0,18.0,2022,263
George Pickens,PIT,6,3,72,1,31,18.0,2022,263
Diontae Johnson,PIT,10,2,38,0,32,18.0,2022,263
Zach Gentry,PIT,1,1,23,0,23,18.0,2022,263
Pat Freiermuth,PIT,2,0,0,0,0,18.0,2022,263
