Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Jalen Thompson,ARI,0,8,7,87.5%,95.0,13.6,11.9,1.0,155.7,4.1,11.0,84.0,0,0,0,0.0,0,8,1,11.1%,18.0,2022,266
Christian Matthew,ARI,0,5,4,80.0%,52.0,13.0,10.4,0.0,110.0,8.4,35.0,17.0,0,0,0,0.0,0,5,1,16.7%,18.0,2022,266
Jace Whittaker,ARI,0,3,2,66.7%,26.0,13.0,8.7,0.0,93.7,9.0,20.0,6.0,0,0,0,0.0,0,6,0,0.0%,18.0,2022,266
Isaiah Simmons,ARI,0,1,1,100.0%,4.0,4.0,4.0,1.0,122.9,4.0,4.0,0.0,2,0,0,1.0,1,9,0,0.0%,18.0,2022,266
Kamu Grugier-Hill,ARI,0,1,1,100.0%,1.0,1.0,1.0,1.0,118.7,1.0,1.0,0.0,0,0,0,0.0,0,2,0,0.0%,18.0,2022,266
J.J. Watt,ARI,0,0,0,,,,,,,,,,0,0,0,2.0,2,5,0,0.0%,18.0,2022,266
Ben Niemann,ARI,0,0,0,,,,,,,,,,2,1,0,0.0,1,9,0,0.0%,18.0,2022,266
Cameron Thomas,ARI,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,18.0,2022,266
Dennis Gardeck,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,18.0,2022,266
Leki Fotu,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,18.0,2022,266
Zeke Turner,ARI,0,2,0,0.0%,,,0.0,,39.6,0.0,,,1,0,0,0.0,0,5,0,0.0%,18.0,2022,266
Deommodore Lenoir,SFO,0,7,5,71.4%,96.0,19.2,13.7,1.0,153.3,13.7,45.0,51.0,0,0,0,0.0,0,7,1,12.5%,18.0,2022,266
Jimmie Ward,SFO,0,4,4,100.0%,46.0,11.5,11.5,0.0,114.6,5.5,22.0,24.0,1,0,1,0.0,1,3,0,0.0%,18.0,2022,266
Azeez Al-Shaair,SFO,0,3,3,100.0%,21.0,7.0,7.0,0.0,95.8,1.7,5.0,16.0,2,0,1,0.0,1,11,0,0.0%,18.0,2022,266
Fred Warner,SFO,0,4,3,75.0%,21.0,7.0,5.3,0.0,86.5,-3.0,-12.0,33.0,2,0,0,0.0,0,8,1,11.1%,18.0,2022,266
Talanoa Hufanga,SFO,0,3,2,66.7%,20.0,10.0,6.7,0.0,85.4,-0.7,-2.0,22.0,3,0,0,0.0,0,4,0,0.0%,18.0,2022,266
Samuel Womack,SFO,0,1,1,100.0%,-4.0,-4.0,-4.0,0.0,79.2,-5.0,-5.0,1.0,0,0,0,0.0,0,1,0,0.0%,18.0,2022,266
Oren Burks,SFO,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,6.0,6.0,0.0,0,0,0,0.0,0,4,0,0.0%,18.0,2022,266
Charvarius Ward,SFO,0,2,1,50.0%,3.0,3.0,1.5,0.0,56.2,2.0,-3.0,6.0,0,0,0,0.0,0,2,0,0.0%,18.0,2022,266
Charles Omenihu,SFO,0,0,0,,,,,,,,,,0,1,0,0.5,2,1,0,0.0%,18.0,2022,266
Jordan Willis,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,18.0,2022,266
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%,18.0,2022,266
Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%,18.0,2022,266
George Odum,SFO,1,1,0,0.0%,,,0.0,,0.0,24.0,,,0,0,0,0.0,0,3,0,0.0%,18.0,2022,266
Tashaun Gipson,SFO,2,1,0,0.0%,,,0.0,,0.0,42.0,,,0,0,0,0.0,0,2,1,33.3%,18.0,2022,266
