Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Dolphins,5.0,-3.96,-4.94,1.3,0.0,7.03,-0.17,6.54,0.0,1.31,-2.44,1.83,1.38,-4.4,4.94,18.0,2022,265
Jets,-5.0,-7.03,0.17,-6.54,0.0,3.96,4.94,-1.3,0.0,-1.31,-1.83,2.44,4.4,-1.38,-4.94,18.0,2022,265
