Quarter,Time,Down,ToGo,Location,HOU,IND,Detail,EPB,EPA,week,year,game_id
1.0,1:09,2.0,7.0,IND 45,10.0,7.0,Davis Mills pass incomplete short right intended for Chris Moore,2.25,1.55,18.0,2022,264
1.0,1:04,3.0,7.0,IND 45,10.0,7.0,Davis Mills pass incomplete short right intended for Rex Burkhead,1.55,0.27,18.0,2022,264
1.0,0:58,4.0,7.0,IND 45,10.0,7.0,"Cameron Johnston punts 36 yards, fair catch by Keke Coutee at IND-9",0.27,0.38,18.0,2022,264
1.0,0:52,1.0,10.0,IND 9,10.0,7.0,Zack Moss up the middle for 1 yard (tackle by Christian Harris),-0.38,-0.71,18.0,2022,264
1.0,0:13,2.0,9.0,IND 10,10.0,7.0,Sam Ehlinger pass complete short right to Parris Campbell for 4 yards,-0.71,-0.84,18.0,2022,264
2.0,15:00,3.0,5.0,IND 14,10.0,7.0,"Penalty on Alec Pierce: False Start, 5 yards (accepted) (no play)",-0.84,-1.42,18.0,2022,264
2.0,15:00,3.0,10.0,IND 9,10.0,7.0,Sam Ehlinger sacked by Christian Harris for -7 yards,-1.42,-2.49,18.0,2022,264
2.0,14:12,4.0,17.0,IND 2,10.0,7.0,"Matt Haack punts 60 yards, returned by Desmond King for 16 yards (tackle by Grant Stuard)",-2.49,-2.52,18.0,2022,264
2.0,14:02,1.0,10.0,IND 46,10.0,7.0,Jeff Driskel up the middle for 7 yards (tackle by Zaire Franklin and E.J. Speed),2.52,2.92,18.0,2022,264
2.0,13:24,2.0,3.0,IND 39,10.0,7.0,Royce Freeman up the middle for 5 yards (tackle by E.J. Speed),2.92,3.31,18.0,2022,264
2.0,12:50,1.0,10.0,IND 34,10.0,7.0,Royce Freeman up the middle for 2 yards (tackle by Grover Stewart),3.31,3.04,18.0,2022,264
2.0,12:12,2.0,8.0,IND 32,10.0,7.0,Davis Mills pass complete short left to Brandin Cooks for 9 yards (tackle by Dallis Flowers),3.04,4.04,18.0,2022,264
2.0,11:30,1.0,10.0,IND 23,10.0,7.0,Royce Freeman up the middle for 2 yards (tackle by E.J. Speed and Dayo Odeyingbo),4.04,3.77,18.0,2022,264
2.0,10:52,2.0,8.0,IND 21,10.0,7.0,"Royce Freeman left tackle for 7 yards. Royce Freeman fumbles (forced by E.J. Speed), recovered by Julian Blackmon at IND-8 and returned for 34 yards (tackle by Laremy Tunsil and Kenyon Green)",3.77,-1.73,18.0,2022,264
2.0,10:41,1.0,10.0,IND 42,16.0,7.0,"Sam Ehlinger pass short middle intended for Deon Jackson is intercepted by Jonathan Greenard at IND-39 and returned for 39 yards, touchdown",1.73,-7.0,18.0,2022,264
2.0,10:30,,,IND 15,17.0,7.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,18.0,2022,264
2.0,10:30,,,HOU 35,17.0,7.0,"Ka'imi Fairbairn kicks off 66 yards, returned by Dallis Flowers for 23 yards (tackle by Tavierre Thomas)",0.0,0.41,18.0,2022,264
2.0,10:23,1.0,10.0,IND 22,17.0,7.0,Deon Jackson right tackle for 7 yards (tackle by Jake Hansen),0.41,0.81,18.0,2022,264
2.0,9:48,2.0,3.0,IND 29,17.0,7.0,Deon Jackson left tackle for 6 yards (tackle by M.J. Stewart),0.81,1.27,18.0,2022,264
2.0,9:12,1.0,10.0,IND 35,17.0,7.0,Sam Ehlinger pass complete short right to Deon Jackson for 17 yards (tackle by Christian Kirksey),1.27,2.39,18.0,2022,264
2.0,8:31,1.0,10.0,HOU 48,17.0,7.0,Zack Moss right tackle for no gain (tackle by Rasheem Green and Jerry Hughes),2.39,1.85,18.0,2022,264
2.0,7:49,2.0,10.0,HOU 48,17.0,7.0,Sam Ehlinger pass complete short left to Michael Pittman for 6 yards (tackle by Tavierre Thomas),1.85,1.95,18.0,2022,264
2.0,7:11,3.0,4.0,HOU 42,17.0,7.0,Sam Ehlinger pass complete short left to Zack Moss for 1 yard (tackle by M.J. Stewart),1.95,0.53,18.0,2022,264
2.0,6:25,4.0,3.0,HOU 41,17.0,7.0,Sam Ehlinger pass complete short left to Deon Jackson for 27 yards (tackle by Jalen Pitre),0.53,4.65,18.0,2022,264
2.0,5:38,1.0,10.0,HOU 14,17.0,7.0,Deon Jackson right guard for 1 yard (tackle by Tremon Smith and Jerry Hughes),4.65,4.16,18.0,2022,264
2.0,5:02,2.0,9.0,HOU 13,17.0,7.0,Sam Ehlinger pass incomplete short right intended for Jelani Woods,4.16,3.26,18.0,2022,264
2.0,4:56,3.0,9.0,HOU 13,17.0,7.0,Sam Ehlinger pass short middle (defended by Ogbonnia Okoronkwo) intended for Parris Campbell is intercepted by Christian Kirksey at HOU-2 and returned for 18 yards (tackle by Zack Moss and Quenton Nelson),3.26,-0.28,18.0,2022,264
2.0,4:46,1.0,10.0,HOU 20,17.0,7.0,Chris Moore left end for -2 yards (tackle by Julian Blackmon),0.28,-0.46,18.0,2022,264
2.0,4:03,2.0,11.0,HOU 19,17.0,7.0,Dare Ogunbowale left guard for 11 yards (tackle by Rodney McLeod),-0.46,0.23,18.0,2022,264
2.0,3:28,3.0,1.0,HOU 29,17.0,7.0,Dare Ogunbowale up the middle for 1 yard (tackle by Dayo Odeyingbo),0.23,0.94,18.0,2022,264
2.0,2:45,1.0,10.0,HOU 30,17.0,7.0,Davis Mills pass complete short right to Teagan Quitoriano for 22 yards (tackle by Rodney McLeod),0.94,2.39,18.0,2022,264
2.0,2:00,1.0,10.0,IND 48,17.0,7.0,"Davis Mills pass incomplete short right intended for Chris Moore Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jeff Driskel pass complete short right to Chris Moore for 10 yards (tackle by Rodney Thomas)",2.39,3.05,18.0,2022,264
2.0,1:55,1.0,10.0,IND 38,17.0,7.0,Davis Mills pass complete short right to Dare Ogunbowale for -5 yards (tackle by DeForest Buckner),3.05,1.83,18.0,2022,264
2.0,1:48,,,,,,Timeout #1 by Indianapolis Colts,,,18.0,2022,264
2.0,1:48,2.0,15.0,IND 43,17.0,7.0,Davis Mills pass complete short middle to Dare Ogunbowale for no gain (tackle by E.J. Speed),1.83,1.16,18.0,2022,264
2.0,1:42,,,,,,Timeout #2 by Indianapolis Colts,,,18.0,2022,264
2.0,1:42,3.0,15.0,IND 43,17.0,7.0,Davis Mills pass incomplete short right intended for Jordan Akins (defended by E.J. Speed),1.16,0.4,18.0,2022,264
2.0,1:37,4.0,15.0,IND 43,17.0,7.0,"Cameron Johnston punts 36 yards, fair catch by Keke Coutee at IND-7",0.4,0.38,18.0,2022,264
2.0,1:32,1.0,10.0,IND 7,17.0,7.0,Deon Jackson left tackle for 13 yards (tackle by Jonathan Owens),-0.38,0.28,18.0,2022,264
2.0,1:12,1.0,10.0,IND 20,17.0,7.0,Sam Ehlinger pass complete short left to Deon Jackson for 5 yards (tackle by Jonathan Owens),0.28,0.41,18.0,2022,264
2.0,0:50,2.0,5.0,IND 25,17.0,7.0,Sam Ehlinger pass complete short left to Deon Jackson for 4 yards (tackle by Christian Harris),0.41,0.23,18.0,2022,264
2.0,0:44,3.0,1.0,IND 29,17.0,7.0,Sam Ehlinger pass complete short left to Zack Moss for 4 yards (tackle by Desmond King),0.23,1.14,18.0,2022,264
2.0,0:38,1.0,10.0,IND 33,17.0,7.0,Sam Ehlinger pass complete short right to Parris Campbell for 5 yards (tackle by Tavierre Thomas),1.14,1.27,18.0,2022,264
2.0,0:20,2.0,5.0,IND 38,17.0,7.0,Sam Ehlinger pass complete short left to Zack Moss for 2 yards (tackle by Desmond King and Blake Cashman),1.27,0.83,18.0,2022,264
2.0,0:13,,,,,,Timeout #3 by Indianapolis Colts,,,18.0,2022,264
2.0,0:13,3.0,3.0,IND 40,17.0,7.0,Sam Ehlinger sacked by Maliek Collins for no gain,0.83,-0.72,18.0,2022,264
3.0,15:00,,,HOU 35,17.0,7.0,"Ka'imi Fairbairn kicks off 69 yards, returned by Dallis Flowers for 21 yards (tackle by Tavierre Thomas)",0.0,-0.06,18.0,2022,264
3.0,14:53,1.0,10.0,IND 17,17.0,7.0,Parris Campbell right end for 26 yards (tackle by Jalen Pitre),-0.06,1.8,18.0,2022,264
3.0,14:19,1.0,10.0,IND 43,17.0,7.0,Zack Moss left end for 15 yards (tackle by Jonathan Owens),1.8,2.79,18.0,2022,264
3.0,13:37,1.0,10.0,HOU 42,17.0,7.0,"Penalty on Braden Smith: False Start, 5 yards (accepted) (no play)",2.79,2.46,18.0,2022,264
3.0,13:20,1.0,15.0,HOU 47,17.0,7.0,Sam Ehlinger pass complete deep left to Parris Campbell for 39 yards (tackle by Jalen Pitre and Desmond King),2.46,5.37,18.0,2022,264
3.0,12:39,1.0,8.0,HOU 8,17.0,7.0,Zack Moss up the middle for 2 yards (tackle by Jonathan Greenard and Jonathan Owens),5.37,4.95,18.0,2022,264
3.0,12:05,2.0,6.0,HOU 6,17.0,7.0,Sam Ehlinger pass incomplete short middle intended for Michael Pittman,4.95,4.04,18.0,2022,264
3.0,12:01,3.0,6.0,HOU 6,17.0,7.0,Sam Ehlinger pass incomplete short middle intended for Alec Pierce (defended by Christian Harris),4.04,2.99,18.0,2022,264
3.0,11:55,4.0,6.0,HOU 6,17.0,7.0,"Penalty on Austin Deculus: Encroachment, 3 yards (accepted) (no play)",2.99,3.04,18.0,2022,264
3.0,11:55,,,,,,Timeout #1 by Indianapolis Colts,,,18.0,2022,264
3.0,11:55,4.0,3.0,HOU 3,17.0,7.0,Sam Ehlinger pass incomplete short left intended for Jelani Woods,3.04,0.38,18.0,2022,264
3.0,11:51,1.0,10.0,HOU 3,17.0,7.0,Dare Ogunbowale right tackle for 6 yards (tackle by DeForest Buckner),-0.38,-0.34,18.0,2022,264
3.0,11:26,2.0,4.0,HOU 9,17.0,7.0,Davis Mills pass incomplete deep right intended for Brandin Cooks,-0.34,-0.72,18.0,2022,264
3.0,11:22,3.0,4.0,HOU 9,17.0,7.0,Davis Mills pass complete short right to Dare Ogunbowale for 6 yards (tackle by Brandon Facyson),-0.72,-0.22,18.0,2022,264
3.0,10:42,1.0,10.0,HOU 15,17.0,7.0,Dare Ogunbowale right tackle for -1 yards (tackle by Zaire Franklin and E.J. Speed),-0.22,-0.82,18.0,2022,264
3.0,10:05,2.0,11.0,HOU 14,17.0,7.0,Dare Ogunbowale right tackle for 1 yard (tackle by Rodney McLeod),-0.82,-1.37,18.0,2022,264
3.0,9:42,3.0,10.0,HOU 15,17.0,7.0,Davis Mills pass incomplete short right intended for Chris Moore (defended by Brandon Facyson),-1.37,-2.44,18.0,2022,264
3.0,9:38,4.0,10.0,HOU 15,17.0,7.0,"Cameron Johnston punts 47 yards, returned by Keke Coutee for 13 yards (tackle by M.J. Stewart and Jake Hansen)",-2.44,-2.32,18.0,2022,264
3.0,9:28,1.0,10.0,HOU 49,17.0,7.0,Zack Moss left tackle for 4 yards (tackle by Christian Kirksey and Jonathan Owens),2.32,2.32,18.0,2022,264
3.0,8:48,2.0,6.0,HOU 45,17.0,7.0,"Zack Moss up the middle for no gain (tackle by Jonathan Greenard and Jalen Pitre). Penalty on Jonathan Greenard: Face Mask (15 Yards), 15 yards (accepted) (no play)",2.32,3.58,18.0,2022,264
3.0,8:29,1.0,10.0,HOU 30,17.0,7.0,Michael Pittman right end for no gain (tackle by Jalen Pitre and Kurt Hinish),3.58,3.03,18.0,2022,264
3.0,7:44,2.0,10.0,HOU 30,17.0,7.0,"Sam Ehlinger scrambles right end for 8 yards (tackle by Christian Kirksey). Penalty on Christian Harris: Defensive Holding, 5 yards (accepted)",3.03,4.44,18.0,2022,264
3.0,7:26,1.0,10.0,HOU 17,17.0,7.0,Zack Moss right tackle for 2 yards (tackle by Christian Harris),4.44,4.15,18.0,2022,264
3.0,6:48,2.0,8.0,HOU 15,17.0,13.0,"Zack Moss left guard for 15 yards, touchdown",4.15,7.0,18.0,2022,264
3.0,6:40,,,HOU 15,17.0,14.0,Chase McLaughlin kicks extra point good,0.0,0.0,18.0,2022,264
3.0,6:40,,,IND 35,17.0,14.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,264
3.0,6:40,1.0,10.0,HOU 25,17.0,14.0,Davis Mills pass complete short right to Royce Freeman for 2 yards (tackle by Brandon Facyson),0.61,0.33,18.0,2022,264
3.0,6:01,2.0,8.0,HOU 27,17.0,14.0,Davis Mills pass complete deep right to Teagan Quitoriano for 52 yards (tackle by Bobby Okereke),0.33,4.17,18.0,2022,264
3.0,5:11,1.0,10.0,IND 21,17.0,14.0,Royce Freeman up the middle for 3 yards (tackle by DeForest Buckner),4.17,4.04,18.0,2022,264
3.0,4:35,2.0,7.0,IND 18,17.0,14.0,Jeff Driskel right end for -1 yards (tackle by DeForest Buckner),4.04,3.18,18.0,2022,264
3.0,3:57,3.0,8.0,IND 19,23.0,14.0,"Davis Mills pass complete deep right to Jordan Akins for 19 yards, touchdown",3.18,7.0,18.0,2022,264
3.0,3:51,,,IND 15,24.0,14.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,18.0,2022,264
3.0,3:51,,,HOU 35,24.0,14.0,"Ka'imi Fairbairn kicks off 68 yards, returned by Dallis Flowers for 19 yards (tackle by Neville Hewitt)",0.0,-0.14,18.0,2022,264
3.0,3:47,1.0,10.0,IND 16,24.0,14.0,Deon Jackson left tackle for 6 yards (tackle by M.J. Stewart),-0.14,0.28,18.0,2022,264
3.0,3:09,2.0,4.0,IND 22,24.0,14.0,Deon Jackson right end for 3 yards (tackle by Roy Lopez and Christian Harris),0.28,-0.2,18.0,2022,264
3.0,2:31,3.0,1.0,IND 25,24.0,14.0,Sam Ehlinger pass complete short right to Parris Campbell for -1 yards (tackle by Tavierre Thomas),-0.2,-1.77,18.0,2022,264
3.0,1:53,4.0,2.0,IND 24,24.0,14.0,"Matt Haack punts 57 yards, fair catch by Tremon Smith at HOU-19",-1.77,-0.15,18.0,2022,264
3.0,1:46,1.0,10.0,HOU 19,24.0,14.0,Davis Mills pass incomplete short left intended for Troy Hairston,0.15,-0.39,18.0,2022,264
3.0,1:39,2.0,10.0,HOU 19,24.0,14.0,Dare Ogunbowale up the middle for 2 yards (tackle by Kwity Paye and Khalid Kareem),-0.39,-0.81,18.0,2022,264
3.0,1:00,3.0,8.0,HOU 21,24.0,20.0,"Davis Mills pass short middle intended for Jordan Akins is intercepted by Rodney McLeod at HOU-27 and returned for 27 yards, touchdown",-0.81,-7.0,18.0,2022,264
3.0,0:52,,,HOU 15,24.0,21.0,Chase McLaughlin kicks extra point good,0.0,0.0,18.0,2022,264
3.0,0:52,,,IND 35,24.0,21.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,264
3.0,0:52,1.0,10.0,HOU 25,24.0,21.0,Dare Ogunbowale left tackle for 2 yards (tackle by Julian Blackmon),0.61,0.33,18.0,2022,264
3.0,0:12,2.0,8.0,HOU 27,24.0,21.0,Davis Mills pass incomplete short right intended for Teagan Quitoriano,0.33,-0.36,18.0,2022,264
3.0,0:07,3.0,8.0,HOU 27,24.0,21.0,Davis Mills pass deep left intended for Chris Moore is intercepted by Rodney Thomas at IND-31 and returned for 11 yards (tackle by Rex Burkhead),-0.36,-1.73,18.0,2022,264
4.0,15:00,1.0,10.0,IND 42,24.0,21.0,Zack Moss up the middle for 10 yards (tackle by Jalen Pitre),1.73,2.39,18.0,2022,264
4.0,14:28,1.0,10.0,HOU 48,24.0,21.0,"Sam Ehlinger pass complete short middle to Parris Campbell for -6 yards. Parris Campbell fumbles, recovered by Michael Pittman at IND-41 and returned for 5 yards (tackle by Ogbonnia Okoronkwo and Roy Lopez)",2.39,1.04,18.0,2022,264
4.0,13:45,2.0,16.0,IND 46,24.0,21.0,"Penalty on Jerry Hughes: Defensive Offside, 5 yards (accepted) (no play)",1.04,1.71,18.0,2022,264
4.0,13:24,2.0,11.0,HOU 49,24.0,21.0,Sam Ehlinger pass complete deep right to Alec Pierce for 18 yards (tackle by Eric Murray),1.71,3.51,18.0,2022,264
4.0,12:42,1.0,10.0,HOU 31,24.0,21.0,Sam Ehlinger pass complete short left to Michael Pittman for 23 yards (tackle by M.J. Stewart),3.51,5.37,18.0,2022,264
4.0,11:58,1.0,8.0,HOU 8,24.0,21.0,Zack Moss left end for no gain (tackle by Desmond King and Jake Hansen),5.37,4.57,18.0,2022,264
4.0,11:18,2.0,8.0,HOU 8,24.0,21.0,Zack Moss right tackle for 4 yards (tackle by Eric Murray and Tremon Smith),4.57,4.49,18.0,2022,264
4.0,10:34,3.0,4.0,HOU 4,24.0,27.0,"Sam Ehlinger pass complete short left to Mo Alie-Cox for 4 yards, touchdown",4.49,7.0,18.0,2022,264
4.0,10:30,,,HOU 15,24.0,28.0,Chase McLaughlin kicks extra point good,0.0,0.0,18.0,2022,264
4.0,10:30,,,IND 35,24.0,28.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,18.0,2022,264
4.0,10:30,1.0,10.0,HOU 25,24.0,28.0,Royce Freeman up the middle for 3 yards (tackle by Rodney McLeod and E.J. Speed),0.61,0.47,18.0,2022,264
4.0,9:51,2.0,7.0,HOU 28,24.0,28.0,Davis Mills pass incomplete short middle intended for Amari Rodgers,0.47,-0.23,18.0,2022,264
4.0,9:48,3.0,7.0,HOU 28,24.0,28.0,Davis Mills pass complete short left to Amari Rodgers for 5 yards (tackle by Julian Blackmon),-0.23,-1.18,18.0,2022,264
4.0,9:07,4.0,2.0,HOU 33,24.0,28.0,"Cameron Johnston punts 51 yards, recovered by Darrell Baker at IND-17 and returned for 7 yards (tackle by Blake Cashman)",-1.18,-0.54,18.0,2022,264
4.0,8:57,1.0,10.0,IND 24,24.0,28.0,Zack Moss up the middle for 3 yards (tackle by Tavierre Thomas),0.54,0.4,18.0,2022,264
4.0,8:23,2.0,7.0,IND 27,24.0,28.0,Sam Ehlinger pass complete short middle to Alec Pierce for 11 yards (tackle by Desmond King),0.4,1.47,18.0,2022,264
4.0,7:44,1.0,10.0,IND 38,24.0,28.0,Zack Moss up the middle for 4 yards (tackle by Eric Murray and Tavierre Thomas),1.47,1.46,18.0,2022,264
4.0,7:02,2.0,6.0,IND 42,24.0,28.0,Zack Moss right tackle for 5 yards (tackle by Christian Kirksey),1.46,1.42,18.0,2022,264
4.0,6:22,3.0,1.0,IND 47,24.0,28.0,Zack Moss up the middle for 3 yards (tackle by Roy Lopez),1.42,2.26,18.0,2022,264
4.0,5:38,1.0,10.0,IND 50,24.0,28.0,Sam Ehlinger pass complete short left to Deon Jackson for 11 yards (tackle by Christian Kirksey),2.26,2.98,18.0,2022,264
4.0,5:02,1.0,10.0,HOU 39,24.0,28.0,Deon Jackson left end for -1 yards (tackle by Christian Harris and Jonathan Greenard),2.98,2.3,18.0,2022,264
4.0,4:28,2.0,11.0,HOU 40,24.0,28.0,Sam Ehlinger pass incomplete deep left intended for Parris Campbell,2.3,1.62,18.0,2022,264
4.0,4:22,3.0,11.0,HOU 40,24.0,28.0,Sam Ehlinger scrambles up the middle for 4 yards (tackle by Blake Cashman),1.62,0.88,18.0,2022,264
4.0,3:37,4.0,7.0,HOU 36,24.0,31.0,Chase McLaughlin 54 yard field goal good,0.88,3.0,18.0,2022,264
4.0,3:33,,,IND 35,24.0,31.0,"Chase McLaughlin kicks off 67 yards, returned by Tremon Smith for 19 yards (tackle by Cameron McGrone)",0.0,-0.06,18.0,2022,264
4.0,3:29,1.0,10.0,HOU 17,24.0,31.0,Davis Mills pass incomplete short left intended for Jordan Akins,-0.06,-0.58,18.0,2022,264
4.0,3:25,2.0,10.0,HOU 17,24.0,31.0,Davis Mills pass complete short left to Jordan Akins for 8 yards (tackle by E.J. Speed),-0.58,-0.24,18.0,2022,264
4.0,2:55,3.0,2.0,HOU 25,24.0,31.0,Dare Ogunbowale left tackle for 3 yards (tackle by Zaire Franklin),-0.24,0.81,18.0,2022,264
4.0,2:32,1.0,10.0,HOU 28,24.0,31.0,Davis Mills pass complete short right to Amari Rodgers for 14 yards (tackle by Rodney Thomas),0.81,1.73,18.0,2022,264
4.0,2:09,1.0,10.0,HOU 42,24.0,31.0,Davis Mills pass incomplete short right,1.73,1.19,18.0,2022,264
4.0,2:03,2.0,10.0,HOU 42,24.0,31.0,Davis Mills pass complete short left to Chris Moore for 12 yards (tackle by Julian Blackmon),1.19,2.52,18.0,2022,264
4.0,1:56,1.0,10.0,IND 46,24.0,31.0,Davis Mills pass complete short right to Dare Ogunbowale for 2 yards (tackle by Zaire Franklin and Julian Blackmon),2.52,2.25,18.0,2022,264
4.0,1:51,2.0,8.0,IND 44,24.0,31.0,"Penalty on A.J. Cann: False Start, 5 yards (accepted) (no play)",2.25,1.57,18.0,2022,264
4.0,1:51,2.0,13.0,IND 49,24.0,31.0,Davis Mills pass incomplete short left intended for Dare Ogunbowale,1.57,0.89,18.0,2022,264
4.0,1:45,3.0,13.0,IND 49,24.0,31.0,Davis Mills pass complete short left to Rex Burkhead for 1 yard (tackle by Brandon Facyson),0.89,0.07,18.0,2022,264
4.0,1:26,,,,,,Timeout #1 by Houston Texans,,,18.0,2022,264
4.0,1:26,4.0,12.0,IND 48,24.0,31.0,"Davis Mills pass complete deep left to Brandin Cooks for 30 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.07,4.37,18.0,2022,264
4.0,1:19,1.0,10.0,IND 18,24.0,31.0,Davis Mills pass incomplete deep left intended for Chris Moore,4.37,3.8,18.0,2022,264
4.0,1:14,2.0,10.0,IND 18,24.0,31.0,Davis Mills pass incomplete short left,3.8,3.05,18.0,2022,264
4.0,1:07,3.0,10.0,IND 18,24.0,31.0,Davis Mills sacked by Zaire Franklin for -10 yards,3.05,1.59,18.0,2022,264
4.0,0:58,,,,,,Timeout #2 by Houston Texans,,,18.0,2022,264
4.0,0:58,4.0,20.0,IND 28,30.0,31.0,"Davis Mills pass complete deep middle to Jordan Akins for 28 yards, touchdown",1.59,7.0,18.0,2022,264
