#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,TEN 25,3,1:31,6,Punt,0,Titans,18.0,2022,257
2,1,11:22,TEN 16,17,9:59,51,Field Goal,0,Titans,18.0,2022,257
3,2,9:24,TEN 31,7,3:52,69,Touchdown,0,Titans,18.0,2022,257
4,2,2:36,TEN 29,11,2:36,50,Field Goal,0,Titans,18.0,2022,257
5,3,10:09,TEN 32,10,4:07,45,Field Goal,0,Titans,18.0,2022,257
6,3,4:02,TEN 9,5,3:21,4,Interception,0,Titans,18.0,2022,257
7,4,14:49,TEN 26,3,2:21,-2,Punt,0,Titans,18.0,2022,257
8,4,11:34,TEN 6,3,1:49,9,Punt,0,Titans,18.0,2022,257
9,4,8:06,TEN 10,9,5:15,25,Fumble,0,Titans,18.0,2022,257
10,4,2:51,TEN 25,7,1:21,31,Downs,0,Titans,18.0,2022,257
