No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
73.0,Nick Allegretti,26,G,17,3.0,320.0,6-4,Illinois,4/21/1996,3,3.0,Kansas City Chiefs / 7th / 216th pick / 2019
32.0,Ugo Amadi,25,DB,1,0.0,201.0,5-9,Oregon,5/16/1997,3,0.0,Seattle Seahawks / 4th / 132nd pick / 2019
19.0,Matt Ammendola,26,K,2,0.0,195.0,5-9,Oklahoma St.,12/11/1996,1,0.0,
39.0,Zayne Anderson,25,LB,3,0.0,206.0,6-2,BYU,1/3/1997,1,0.0,
81.0,Blake Bell,31,TE,3,1.0,252.0,6-6,Oklahoma,8/7/1991,7,0.0,San Francisco 49ers / 4th / 117th pick / 2015
32.0,Nick Bolton,22,LLB,17,17.0,237.0,5-11,Missouri,3/10/2000,1,7.0,Kansas City Chiefs / 2nd / 58th pick / 2021
2.0,Dicaprio Bootle,25,DB,4,0.0,195.0,5-10,Nebraska,9/17/1997,1,0.0,
57.0,Orlando Brown Jr.,26,LT,17,17.0,350.0,6-8,Oklahoma,5/2/1996,4,13.0,Baltimore Ravens / 3rd / 83rd pick / 2018
45.0,Michael Burton,30,RB,17,0.0,247.0,6-0,Rutgers,2/1/1992,7,0.0,Detroit Lions / 5th / 168th pick / 2015
26.0,Deon Bush,29,DB,16,0.0,200.0,6-0,Miami (FL),8/14/1993,6,1.0,Chicago Bears / 4th / 124th pick / 2016
7.0,Harrison Butker,27,K,13,0.0,205.0,6-4,Georgia Tech,7/14/1995,5,1.0,Carolina Panthers / 7th / 233rd pick / 2017
54.0,Leo Chenal,22,RLB,17,8.0,250.0,6-3,Wisconsin,10/26/2000,Rook,4.0,Kansas City Chiefs / 3rd / 103rd pick / 2022
74.0,Geron Christian,26,T,10,0.0,302.0,6-5,Louisville,9/10/1996,4,1.0,Washington Redskins / 3rd / 74th pick / 2018
48.0,Cole Christiansen,25,LB,1,0.0,230.0,6-1,Army,7/30/1997,2,0.0,
