No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
37.0,DeAundre Alford,25.0,CB,16,0.0,180.0,5-11,Tusculum,11/5/1997,1,1.0,
80.0,Josh Ali,23.0,WR,2,0.0,200.0,6-0,Kentucky,3/3/1999,Rook,0.0,
25.0,Tyler Allgeier,22.0,RB,16,7.0,225.0,5-10,BYU,4/15/2000,Rook,8.0,Atlanta Falcons / 5th / 151st pick / 2022
44.0,Troy Andersen,23.0,MLB,17,5.0,245.0,6-4,Montana St.,4/23/1999,Rook,3.0,Atlanta Falcons / 2nd / 58th pick / 2022
98.0,Abdullah Anderson,26.0,LDT,16,8.0,295.0,6-4,Bucknell,1/24/1996,3,4.0,
22.0,Cornell Armstrong,27.0,DB,9,4.0,185.0,6-0,Southern Miss,9/22/1995,4,1.0,Miami Dolphins / 6th / 209th pick / 2018
56.0,Quinton Bell,26.0,LB,4,0.0,258.0,6-4,Prairie View A&M,5/9/1996,2,0.0,Oakland Raiders / 7th / 230th pick / 2019
83.0,Jared Bernhardt,25.0,WR,2,0.0,195.0,6-1,"Maryland,Ferris St.",9/12/1997,Rook,0.0,
14.0,Damiere Byrd,29.0,WR,14,4.0,175.0,5-9,South Carolina,1/27/1993,6,3.0,
9.0,Lorenzo Carter,27.0,RLB,17,17.0,264.0,6-5,Georgia,12/10/1995,4,8.0,New York Giants / 3rd / 66th pick / 2018
67.0,Drew Dalman,24.0,C,17,17.0,301.0,6-3,Stanford,10/15/1998,1,7.0,Atlanta Falcons / 4th / 114th pick / 2021
79.0,Jalen Dalton,25.0,DT,7,0.0,288.0,6-5,North Carolina,8/4/1997,1,0.0,
88.0,Frank Darby,25.0,WR,5,0.0,200.0,6-1,Arizona St.,9/8/1997,1,0.0,Atlanta Falcons / 6th / 187th pick / 2021
91.0,Matt Dickerson,27.0,DE,6,0.0,300.0,6-5,UCLA,11/9/1995,4,0.0,
47.0,Arnold Ebiketie,23.0,OLB,16,1.0,250.0,6-2,"Temple,Penn St.",1/23/1999,Rook,2.0,Atlanta Falcons / 2nd / 38th pick / 2022
71.0,Chuma Edoga,25.0,T,2,1.0,315.0,6-4,USC,5/25/1997,3,1.0,New York Jets / 3rd / 92nd pick / 2019
89.0,Bryan Edwards,24.0,WR,7,1.0,212.0,6-3,South Carolina,11/13/1998,2,0.0,Las Vegas Raiders / 3rd / 81st pick / 2020
54.0,Rashaan Evans,27.0,LLB,17,17.0,232.0,6-2,Alabama,11/8/1995,4,7.0,Tennessee Titans / 1st / 22nd pick / 2018
21.0,Rashad Fenton,25.0,CB,2,1.0,193.0,5-11,South Carolina,2/17/1997,3,0.0,Kansas City Chiefs / 6th / 201st pick / 2019
86.0,Anthony Firkser,27.0,FB,11,1.0,241.0,6-2,Harvard,2/19/1995,4,1.0,
28.0,Mike Ford,27.0,CB,17,2.0,199.0,6-0,SE Missouri St.,8/4/1995,4,1.0,
15.0,Feleipe Franks,25.0,QB,11,1.0,241.0,6-6,"Florida,Arkansas",12/22/1997,1,0.0,
66.0,Colby Gossett,27.0,G,17,4.0,311.0,6-5,Appalachian St.,6/23/1995,4,2.0,Minnesota Vikings / 6th / 213th pick / 2018
95.0,Ta'Quon Graham,24.0,LDT,11,9.0,300.0,6-4,Texas,12/1/1998,1,4.0,Atlanta Falcons / 5th / 148th pick / 2021
27.0,Richie Grant,25.0,SS,17,17.0,200.0,6-0,Central Florida,11/9/1997,1,6.0,Atlanta Falcons / 2nd / 40th pick / 2021
34.0,Darren Hall,22.0,RCB,17,9.0,195.0,6-0,San Diego St.,5/2/2000,1,3.0,Atlanta Falcons / 4th / 108th pick / 2021
23.0,Erik Harris,32.0,S,14,1.0,225.0,6-2,California (PA),4/2/1990,6,1.0,
32.0,Jaylinn Hawkins,25.0,FS,16,16.0,208.0,6-1,California,8/25/1997,2,6.0,Atlanta Falcons / 4th / 134th pick / 2020
29.0,Casey Hayward,33.0,LCB/RCB,6,6.0,192.0,5-11,Vanderbilt,9/9/1989,10,2.0,Green Bay Packers / 2nd / 62nd pick / 2012
61.0,Matt Hennessy,25.0,C,11,3.0,315.0,6-3,Temple,11/17/1997,2,2.0,Atlanta Falcons / 3rd / 78th pick / 2020
46.0,Parker Hesse,27.0,TE,17,7.0,251.0,6-3,Iowa,5/26/1995,1,1.0,
12.0,KhaDarel Hodge,27.0,WR,17,1.0,210.0,6-2,"Alcorn St.,Hinds CC,Prairie View A&M",1/3/1995,4,2.0,
93.0,Timmy Horne,25.0,DE,17,5.0,323.0,6-4,"Charlotte,Kansas St.",10/25/1997,Rook,3.0,
42.0,Caleb Huntley,24.0,RB,12,0.0,229.0,5-10,Ball St.,9/15/1998,1,2.0,
74.0,Germain Ifedi,28.0,G,17,0.0,325.0,6-5,Texas A&M,6/2/1994,6,1.0,Seattle Seahawks / 1st / 31st pick / 2016
97.0,Grady Jarrett,29.0,RDT,17,17.0,294.0,6-1,Clemson,4/28/1993,7,7.0,Atlanta Falcons / 5th / 137th pick / 2015
79.0,Jaleel Johnson,28.0,DT,6,0.0,316.0,6-3,Iowa,7/12/1994,5,0.0,Minnesota Vikings / 4th / 109th pick / 2017
7.0,Younghoe Koo,28.0,K,17,0.0,195.0,5-10,Georgia Southern,8/3/1994,5,4.0,
53.0,Nick Kwiatkoski,29.0,LB,12,0.0,242.0,6-2,West Virginia,5/26/1993,6,1.0,Chicago Bears / 4th / 113th pick / 2016
55.0,Nathan Landman,24.0,LB,7,0.0,235.0,6-3,Colorado,11/19/1998,Rook,0.0,
63.0,Chris Lindstrom,25.0,RG,17,17.0,310.0,6-4,Boston Col.,2/28/1997,3,11.0,Atlanta Falcons / 1st / 14th pick / 2019
5.0,Drake London,21.0,WR,17,15.0,215.0,6-4,USC,7/24/2001,Rook,9.0,Atlanta Falcons / 1st / 8th pick / 2022
51.0,DeAngelo Malone,23.0,LB,15,0.0,235.0,6-3,Western Kentucky,7/12/1999,Rook,1.0,Atlanta Falcons / 3rd / 82nd pick / 2022
1.0,Marcus Mariota,29.0,QB,13,13.0,222.0,6-4,Oregon,10/30/1993,7,11.0,Tennessee Titans / 1st / 2nd pick / 2015
21.0,Dean Marlowe,30.0,S,8,1.0,205.0,6-1,James Madison,7/25/1992,7,1.0,
70.0,Jake Matthews,30.0,LT,17,17.0,310.0,6-5,Texas A&M,2/11/1992,8,8.0,Atlanta Falcons / 1st / 6th pick / 2014
48.0,Liam McCullough,25.0,LS,17,0.0,245.0,6-2,Ohio St.,6/5/1997,1,1.0,
76.0,Kaleb McGary,27.0,RT,17,17.0,330.0,6-6,Washington,2/22/1995,3,8.0,Atlanta Falcons / 1st / 31st pick / 2019
20.0,Jovante Moffatt,26.0,S,3,0.0,210.0,6-0,Middle Tenn. St.,12/25/1996,2,0.0,
64.0,Ryan Neuzil,25.0,G,9,0.0,305.0,6-3,Appalachian St.,7/31/1997,1,1.0,
92.0,Adetokunbo Ogundeji,24.0,LDE,16,16.0,268.0,6-4,Notre Dame,10/9/1998,1,6.0,Atlanta Falcons / 5th / 182nd pick / 2021
26.0,Isaiah Oliver,26.0,LCB/RCB,12,5.0,202.0,6-0,Colorado,9/30/1996,4,2.0,Atlanta Falcons / 2nd / 58th pick / 2018
84.0,Cordarrelle Patterson,31.0,RB,13,11.0,220.0,6-2,Tennessee,3/17/1991,9,7.0,Minnesota Vikings / 1st / 29th pick / 2013
13.0,Bradley Pinion,28.0,P,17,0.0,265.0,6-5,Clemson,6/1/1994,7,2.0,San Francisco 49ers / 5th / 165th pick / 2015
8.0,Kyle Pitts,22.0,TE,10,10.0,250.0,6-6,Florida,10/6/2000,1,4.0,Atlanta Falcons / 1st / 4th pick / 2021
85.0,MyCole Pruitt,30.0,TE,13,4.0,258.0,6-2,Southern Illinois,3/24/1992,7,2.0,Minnesota Vikings / 5th / 143rd pick / 2015
4.0,Desmond Ridder,23.0,QB,4,4.0,215.0,6-4,Cincinnati,8/31/1999,Rook,3.0,Atlanta Falcons / 3rd / 74th pick / 2022
94.0,Anthony Rush,26.0,RDE,4,4.0,361.0,6-4,Ala-Birmingham,9/1/1996,3,2.0,
40.0,Keith Smith,30.0,WR,17,6.0,240.0,6-0,San Jose St.,4/8/1992,8,0.0,
24.0,AJ Terrell,24.0,LCB/RCB,14,14.0,200.0,6-1,Clemson,9/23/1998,2,4.0,Atlanta Falcons / 1st / 16th pick / 2020
