No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
79.0,Rob Havenstein,30.0,RT,17,17.0,323.0,6-8,Wisconsin,5/13/1992,7,8.0,St. Louis Rams / 2nd / 57th pick / 2015
27.0,Darrell Henderson,25.0,RB,10,7.0,208.0,5-8,Memphis,8/19/1997,3,3.0,Los Angeles Rams / 3rd / 70th pick / 2019
89.0,Tyler Higbee,29.0,TE,17,17.0,255.0,6-6,Western Kentucky,1/1/1993,6,6.0,Los Angeles Rams / 4th / 110th pick / 2016
2.0,Troy Hill,31.0,LCB,12,12.0,182.0,5-10,Oregon,8/29/1991,7,4.0,
97.0,Michael Hoecht,25.0,DT/LB,17,6.0,310.0,6-4,Brown,10/5/1997,1,3.0,
58.0,Justin Hollins,26.0,LOLB,10,5.0,248.0,6-5,Oregon,1/15/1996,3,3.0,Denver Broncos / 5th / 156th pick / 2019
88.0,Brycen Hopkins,25.0,TE,14,1.0,245.0,6-4,Purdue,3/27/1997,2,1.0,Los Angeles Rams / 4th / 136th pick / 2020
32.0,Travin Howard,26.0,LB,1,0.0,219.0,6-1,"TCU,Ohio St.",5/10/1996,3,0.0,Los Angeles Rams / 7th / 231st pick / 2018
35.0,Jake Hummel,23.0,KB,7,0.0,235.0,6-1,Iowa St.,1/4/1999,Rook,0.0,
68.0,Alaric Jackson,24.0,RG,8,6.0,345.0,6-7,Iowa,7/14/1998,1,2.0,
12.0,Van Jefferson,26.0,WR,11,9.0,200.0,6-1,"Mississippi,Florida",7/26/1996,2,3.0,Los Angeles Rams / 2nd / 57th pick / 2020
38.0,Shaun Jolly,24.0,S,2,0.0,186.0,5-9,Appalachian St.,10/17/1998,Rook,0.0,
50.0,Ernest Jones,23.0,LILB,17,11.0,230.0,6-2,South Carolina,11/22/1999,1,5.0,Los Angeles Rams / 3rd / 103rd pick / 2021
6.0,Derion Kendrick,22.0,LCB,15,6.0,199.0,6-0,"Clemson,Georgia",8/24/2000,Rook,2.0,Los Angeles Rams / 6th / 212th pick / 2022
60.0,Jeremiah Kolone,28.0,G,5,2.0,316.0,6-3,San Jose St.,10/23/1994,1,1.0,
10.0,Cooper Kupp,29.0,WR,9,9.0,205.0,6-1,Eastern Washington,6/15/1993,5,8.0,Los Angeles Rams / 3rd / 69th pick / 2017
37.0,Quentin Lake,23.0,S,9,0.0,196.0,6-1,UCLA,1/29/1999,Rook,0.0,Los Angeles Rams / 6th / 211th pick / 2022
52.0,Terrell Lewis,24.0,LB,11,3.0,262.0,6-5,Alabama,8/25/1998,2,2.0,Los Angeles Rams / 3rd / 84th pick / 2020
22.0,David Long,24.0,DB,12,4.0,196.0,5-11,Michigan,2/6/1998,3,2.0,Los Angeles Rams / 3rd / 79th pick / 2019
17.0,Baker Mayfield,27.0,QB,5,4.0,215.0,6-1,Oklahoma,4/14/1995,4,3.0,Cleveland Browns / 1st / 1st pick / 2018
82.0,Lance McCutcheon,23.0,WR,10,1.0,202.0,6-3,Montana St.,2/28/1999,Rook,0.0,
50.0,Takkarist McKinley,27.0,DE,4,0.0,250.0,6-2,UCLA,11/2/1995,5,0.0,Atlanta Falcons / 1st / 26th pick / 2017
69.0,Larrell Murchison,25.0,DT,3,0.0,285.0,6-2,"Louisburg,North Carolina St.",4/24/1997,2,0.0,Tennessee Titans / 5th / 174th pick / 2020
70.0,Joseph Noteboom,27.0,LT,6,6.0,321.0,6-5,TCU,6/19/1995,4,2.0,Los Angeles Rams / 3rd / 89th pick / 2018
68.0,Ty Nsekhe,37.0,LT,10,8.0,325.0,6-8,Texas St.,10/27/1985,10,4.0,
42.0,Matthew Orzech,27.0,LS,17,0.0,245.0,6-3,Azusa Pacific,4/12/1995,3,1.0,
16.0,Bryce Perkins,26.0,QB,5,1.0,214.0,6-3,"Arizona St.,Arizona Western,Virginia",12/20/1996,1,1.0,
46.0,Jared Pinkney,25.0,TE,4,0.0,255.0,6-4,Vanderbilt,8/21/1997,1,0.0,
19.0,Brandon Powell,27.0,WR,17,6.0,181.0,5-8,Florida,9/12/1995,4,2.0,
5.0,Jalen Ramsey,28.0,RCB,17,17.0,211.0,6-1,Florida St.,10/24/1994,6,8.0,Jacksonville Jaguars / 1st / 5th pick / 2016
24.0,Taylor Rapp,25.0,SS,16,16.0,208.0,6-0,Washington,12/22/1997,3,5.0,Los Angeles Rams / 2nd / 61st pick / 2019
30.0,Ronnie Rivers,23.0,RB,8,1.0,192.0,5-9,Fresno St.,1/31/1999,Rook,0.0,
94.0,A'Shawn Robinson,27.0,LDE,10,10.0,320.0,6-3,Alabama,3/21/1995,6,4.0,Detroit Lions / 2nd / 46th pick / 2016
1.0,Allen Robinson,29.0,WR,10,10.0,210.0,6-2,Penn St.,8/24/1993,8,3.0,Jacksonville Jaguars / 2nd / 61st pick / 2014
31.0,Robert Rochell,24.0,DB,17,0.0,195.0,6-2,Central Arkansas,4/26/1998,1,1.0,Los Angeles Rams / 4th / 130th pick / 2021
56.0,Christian Rozeboom,25.0,LB,17,0.0,230.0,6-2,South Dakota St.,1/30/1997,1,1.0,
33.0,Nick Scott,27.0,FS,16,16.0,200.0,5-11,Penn St.,5/17/1995,3,5.0,Los Angeles Rams / 7th / 243rd pick / 2019
65.0,Coleman Shelton,27.0,C,13,13.0,285.0,6-5,Washington,7/28/1995,3,5.0,
18.0,Ben Skowronek,25.0,WR,14,11.0,224.0,6-3,"Northwestern,Notre Dame",6/27/1997,1,4.0,Los Angeles Rams / 7th / 249th pick / 2021
64.0,Matt Skura,29.0,LG,9,8.0,305.0,6-3,Duke,2/17/1993,5,3.0,
9.0,Matthew Stafford,34.0,QB,9,9.0,214.0,6-3,Georgia,2/7/1988,13,7.0,Detroit Lions / 1st / 1st pick / 2009
40.0,Brayden Thomas,24.0,LB,1,0.0,260.0,6-3,"Univ. of Mary,Minnesota St.,North Dakota St.",3/20/1998,Rook,0.0,
96.0,Keir Thomas,24.0,LB,8,0.0,260.0,6-2,"South Carolina,Florida St.",1/25/1998,Rook,1.0,
57.0,Zachary Thomas,24.0,T,1,0.0,308.0,6-5,San Diego St.,5/26/1998,Rook,0.0,Chicago Bears / 6th / 186th pick / 2022
81.0,Austin Trammell,24.0,WR,6,0.0,185.0,5-10,Rice,7/4/1998,1,0.0,
45.0,Bobby Wagner,32.0,RILB,17,17.0,241.0,6-0,Utah St.,6/27/1990,10,13.0,Seattle Seahawks / 2nd / 47th pick / 2012
92.0,Jonah Williams,27.0,DT,16,6.0,275.0,6-5,Weber St.,8/17/1995,1,3.0,
23.0,Kyren Williams,22.0,RB,10,0.0,202.0,5-9,Notre Dame,8/26/2000,Rook,2.0,Los Angeles Rams / 5th / 164th pick / 2022
13.0,John Wolford,27.0,QB,3,3.0,218.0,6-1,Wake Forest,10/16/1995,2,1.0,
21.0,Russ Yeast,23.0,S,15,1.0,195.0,5-10,"Louisville,Kansas St.",5/8/1999,Rook,1.0,Los Angeles Rams / 7th / 253rd pick / 2022
,Team Total,25.9,,17,,245.0,6-1.9,,,2.8,,
