No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
56.0,Dakota Allen,27.0,LB,4,0.0,232.0,6-1,"Texas Tech,East Mississippi CC",11/2/1995,3,0.0,Los Angeles Rams / 7th / 251st pick / 2019
17.0,Daylen Baldwin,23.0,WR,1,0.0,219.0,6-2,"Morgan St.,Jackson St.,Michigan",11/24/1999,Rook,0.0,
37.0,D'Anthony Bell,26.0,S,16,2.0,211.0,6-1,"Iowa Central,Butler (KS),West Florida",10/17/1996,Rook,1.0,
18.0,David Bell,22.0,WR,16,3.0,212.0,6-1,Purdue,12/14/2000,Rook,2.0,Cleveland Browns / 3rd / 99th pick / 2022
75.0,Joel Bitonio,31.0,LG,17,17.0,320.0,6-4,Nevada,10/11/1991,8,12.0,Cleveland Browns / 2nd / 35th pick / 2014
13.0,Corey Bojorquez,26.0,P,17,0.0,217.0,6-0,"Cerritos (CA),New Mexico",9/13/1996,4,3.0,
7.0,Jacoby Brissett,30.0,QB,16,11.0,235.0,6-4,"Florida,North Carolina St.",12/11/1992,6,10.0,New England Patriots / 3rd / 91st pick / 2016
37.0,Mike Brown,23.0,S,3,0.0,218.0,6-1,Miami (OH),4/7/1999,Rook,0.0,
84.0,Pharaoh Brown,28.0,TE,13,5.0,260.0,6-5,Oregon,5/4/1994,5,0.0,
99.0,Taven Bryan,26.0,RDT,16,16.0,291.0,6-4,Florida,3/11/1996,4,6.0,Jacksonville Jaguars / 1st / 29th pick / 2018
88.0,Harrison Bryant,24.0,TE,17,9.0,243.0,6-5,Florida Atlantic,4/23/1998,2,2.0,Cleveland Browns / 4th / 115th pick / 2020
40.0,Jermaine Carter Jr.,27.0,LB,7,1.0,225.0,6-1,Maryland,1/14/1995,4,1.0,Carolina Panthers / 5th / 161st pick / 2018
24.0,Nick Chubb,27.0,RB,17,17.0,227.0,5-11,Georgia,12/27/1995,4,12.0,Cleveland Browns / 2nd / 35th pick / 2018
90.0,Jadeveon Clowney,29.0,RDE,12,10.0,266.0,6-5,South Carolina,2/14/1993,8,4.0,Houston Texans / 1st / 1st pick / 2014
78.0,Jack Conklin,28.0,RT,14,14.0,308.0,6-6,Michigan St.,8/17/1994,6,6.0,Tennessee Titans / 1st / 8th pick / 2016
2.0,Amari Cooper,28.0,WR,17,17.0,211.0,6-1,Alabama,6/17/1994,7,11.0,Oakland Raiders / 1st / 4th pick / 2015
1.0,Jaelon Darden,23.0,WR,2,0.0,175.0,5-8,North Texas,1/14/1999,1,0.0,Tampa Bay Buccaneers / 4th / 129th pick / 2021
53.0,Tae Davis,26.0,LB,5,0.0,222.0,6-0,Chattanooga,8/14/1996,4,0.0,
22.0,Grant Delpit,24.0,SS,17,16.0,208.0,6-3,LSU,9/20/1998,1,6.0,Cleveland Browns / 2nd / 44th pick / 2020
68.0,Michael Dunn,28.0,G,8,2.0,315.0,6-5,Maryland,8/28/1994,2,1.0,
96.0,Jordan Elliott,25.0,LDT,17,17.0,303.0,6-4,"Texas,Missouri",11/23/1997,2,7.0,Cleveland Browns / 3rd / 88th pick / 2020
23.0,Martin Emerson,22.0,CB,17,6.0,201.0,6-2,Mississippi St.,9/27/2000,Rook,2.0,Cleveland Browns / 3rd / 68th pick / 2022
25.0,Demetric Felton,24.0,WR,8,2.0,190.0,5-9,UCLA,7/16/1998,1,0.0,Cleveland Browns / 6th / 211th pick / 2021
42.0,Tony Fields,23.0,RLB,17,6.0,222.0,6-0,"Arizona,West Virginia",6/18/1999,1,4.0,Cleveland Browns / 5th / 153rd pick / 2021
70.0,Drew Forbes,25.0,G,9,0.0,308.0,6-5,SE Missouri St.,1/18/1997,3,1.0,Cleveland Browns / 6th / 189th pick / 2019
34.0,Jerome Ford,23.0,RB,13,0.0,210.0,5-10,"Alabama,Cincinnati",9/12/1999,Rook,0.0,Cleveland Browns / 5th / 156th pick / 2022
86.0,Miller Forristall,24.0,TE,4,0.0,243.0,6-5,Alabama,3/11/1998,1,0.0,
72.0,Hjalte Froholdt,26.0,C,17,6.0,310.0,6-5,Arkansas,8/20/1996,2,3.0,New England Patriots / 4th / 118th pick / 2019
95.0,Myles Garrett,27.0,LDE,16,15.0,272.0,6-4,Texas A&M,12/29/1995,5,13.0,Cleveland Browns / 1st / 1st pick / 2017
27.0,Thomas Graham,23.0,CB,7,0.0,196.0,5-10,Oregon,6/26/1999,1,0.0,Chicago Bears / 6th / 228th pick / 2021
38.0,A.J. Green,24.0,CB,17,1.0,198.0,6-2,Oklahoma St.,6/9/1998,2,1.0,
59.0,Joe Haeg,29.0,T,1,0.0,298.0,6-6,North Dakota St.,3/11/1993,6,0.0,Indianapolis Colts / 5th / 155th pick / 2016
33.0,Ronnie Harrison,25.0,DB,16,5.0,207.0,6-2,Alabama,4/18/1997,4,2.0,Jacksonville Jaguars / 3rd / 93rd pick / 2018
74.0,Chris Hubbard,31.0,T,4,1.0,295.0,6-4,Ala-Birmingham,4/23/1991,8,1.0,
66.0,James Hudson,23.0,T,17,3.0,313.0,6-5,"Michigan,Cincinnati",5/13/1999,1,2.0,Cleveland Browns / 4th / 110th pick / 2021
47.0,Charley Hughlett,32.0,LS,17,0.0,251.0,6-4,Central Florida,5/16/1990,7,1.0,
27.0,Kareem Hunt,27.0,RB,17,0.0,216.0,5-11,Toledo,8/6/1995,5,5.0,Kansas City Chiefs / 3rd / 86th pick / 2017
49.0,Storey Jackson,24.0,LB,1,0.0,225.0,6-2,"Hutchinson (KS),Prairie View A&M,Liberty",4/8/1998,Rook,0.0,
81.0,Jesse James,28.0,TE,2,0.0,251.0,6-7,Penn St.,6/4/1994,7,0.0,Pittsburgh Steelers / 5th / 160th pick / 2015
30.0,D'Ernest Johnson,26.0,RB,15,0.0,208.0,5-10,South Florida,2/27/1996,3,0.0,
