No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
34.0,Tony Jones,25.0,RB,2,0.0,224.0,5-11,Notre Dame,11/24/1997,2,0.0,
94.0,Cameron Jordan,33.0,LDE,16,16.0,287.0,6-4,California,7/10/1989,11,12.0,New Orleans Saints / 1st / 24th pick / 2011
41.0,Alvin Kamara,27.0,RB,15,13.0,215.0,5-10,"Alabama,Hutchinson (KS),Tennessee",7/25/1995,5,8.0,New Orleans Saints / 3rd / 67th pick / 2017
66.0,Lewis Kidd,25.0,T,13,1.0,311.0,6-6,Montana St.,9/15/1997,Rook,1.0,
18.0,Keith Kirkwood,28.0,WR,5,1.0,210.0,6-3,"Hawaii,Temple",12/26/1994,4,0.0,
90.0,Tanoh Kpassagnon,28.0,DE,15,5.0,289.0,6-7,Villanova,6/14/1994,5,3.0,Kansas City Chiefs / 2nd / 59th pick / 2017
87.0,Lucas Krull,24.0,TE,1,0.0,260.0,6-6,"Jefferson,Florida,Pittsburgh",7/11/1998,Rook,0.0,
5.0,Jarvis Landry,30.0,WR,9,3.0,196.0,5-11,LSU,11/28/1992,8,2.0,Miami Dolphins / 2nd / 63rd pick / 2014
23.0,Marshon Lattimore,26.0,RCB,7,7.0,192.0,6-0,Ohio St.,5/19/1996,5,3.0,New Orleans Saints / 1st / 11th pick / 2017
3.0,Wil Lutz,28.0,K,17,0.0,184.0,5-11,Georgia St.,7/7/1994,6,1.0,
32.0,Tyrann Mathieu,30.0,FS,17,17.0,190.0,5-9,LSU,5/13/1992,9,7.0,Arizona Cardinals / 3rd / 69th pick / 2013
6.0,Marcus Maye,29.0,SS,10,10.0,207.0,6-0,Florida,3/9/1993,5,4.0,New York Jets / 2nd / 39th pick / 2017
78.0,Erik McCoy,25.0,C,13,13.0,303.0,6-4,Texas A&M,8/27/1997,3,5.0,New Orleans Saints / 2nd / 48th pick / 2019
33.0,Kirk Merritt,25.0,WR,4,0.0,210.0,6-0,"Oregon,Texas A&M,East Mississippi CC,Arkansas St.",1/5/1997,2,0.0,
28.0,Latavius Murray,32.0,RB,1,0.0,230.0,6-3,Central Florida,1/18/1990,8,0.0,Oakland Raiders / 6th / 181st pick / 2013
12.0,Chris Olave,22.0,WR,15,9.0,187.0,6-0,Ohio St.,6/27/2000,Rook,8.0,New Orleans Saints / 1st / 11th pick / 2022
93.0,David Onyemata,30.0,RDT,17,17.0,310.0,6-4,Manitoba,11/13/1992,6,9.0,New Orleans Saints / 4th / 120th pick / 2016
75.0,Andrus Peat,29.0,LG,11,11.0,316.0,6-7,Stanford,11/4/1993,7,4.0,New Orleans Saints / 1st / 13th pick / 2015
70.0,Trevor Penning,23.0,T,6,1.0,325.0,6-7,Northern Iowa,5/15/1999,Rook,1.0,New Orleans Saints / 1st / 19th pick / 2022
46.0,Adam Prentice,25.0,FB,11,2.0,245.0,6-0,South Carolina,1/16/1997,1,0.0,
71.0,Ryan Ramczyk,28.0,RT,16,16.0,314.0,6-6,Wisconsin,4/22/1994,5,8.0,New Orleans Saints / 1st / 32nd pick / 2017
57.0,Christian Ringo,30.0,DT,2,0.0,300.0,6-1,Louisiana,3/10/1992,6,0.0,Green Bay Packers / 6th / 210th pick / 2015
97.0,Malcolm Roach,24.0,DT,13,3.0,290.0,6-3,Texas,6/9/1998,2,2.0,
21.0,Bradley Roby,30.0,RCB,13,10.0,194.0,5-11,Ohio St.,5/1/1992,8,4.0,Denver Broncos / 1st / 31st pick / 2014
51.0,Cesar Ruiz,23.0,RG,14,14.0,316.0,6-4,Michigan,6/14/1999,2,6.0,New Orleans Saints / 1st / 24th pick / 2020
45.0,Nephi Sewell,24.0,LB,4,0.0,228.0,6-0,"Nevada,Utah",12/19/1998,Rook,0.0,
89.0,Rashid Shaheed,24.0,WR,12,6.0,180.0,6-0,Weber St.,8/31/1998,Rook,4.0,
10.0,Tre'Quan Smith,26.0,WR,15,6.0,210.0,6-2,Central Florida,1/7/1996,4,2.0,New Orleans Saints / 3rd / 91st pick / 2018
25.0,Daniel Sorensen,32.0,S,17,2.0,208.0,6-2,BYU,3/5/1990,8,2.0,
69.0,Kentavius Street,26.0,DT,17,0.0,315.0,6-2,North Carolina St.,5/8/1996,3,2.0,San Francisco 49ers / 4th / 128th pick / 2018
54.0,Ty Summers,27.0,LB,3,0.0,241.0,6-1,TCU,12/31/1995,3,0.0,Green Bay Packers / 7th / 226th pick / 2019
27.0,Alontae Taylor,24.0,RCB,13,9.0,199.0,6-0,Tennessee,12/3/1998,Rook,3.0,New Orleans Saints / 2nd / 49th pick / 2022
13.0,Michael Thomas,29.0,WR,3,3.0,212.0,6-3,Ohio St.,3/3/1993,6,1.0,New Orleans Saints / 2nd / 47th pick / 2016
31.0,Bryce Thompson,23.0,CB,6,0.0,190.0,5-11,Tennessee,9/20/1999,1,0.0,
76.0,Calvin Throckmorton,26.0,G,14,6.0,311.0,6-5,Oregon,8/16/1996,1,3.0,
82.0,Adam Trautman,25.0,TE,15,12.0,253.0,6-5,Dayton,2/5/1997,2,2.0,New Orleans Saints / 3rd / 105th pick / 2020
98.0,Payton Turner,23.0,DE,8,0.0,270.0,6-6,Houston,1/7/1999,1,1.0,New Orleans Saints / 1st / 28th pick / 2021
99.0,Shy Tuttle,27.0,LDT,17,14.0,300.0,6-3,Tennessee,10/20/1995,3,7.0,
81.0,Nick Vannett,29.0,TE,3,0.0,257.0,6-5,Ohio St.,3/6/1993,6,0.0,Seattle Seahawks / 3rd / 94th pick / 2016
24.0,Dwayne Washington,28.0,RB,12,0.0,223.0,6-1,Washington,4/24/1994,6,0.0,Detroit Lions / 7th / 236th pick / 2016
20.0,Pete Werner,23.0,LLB,12,11.0,242.0,6-3,Ohio St.,6/5/1999,1,5.0,New Orleans Saints / 2nd / 60th pick / 2021
17.0,Kevin White,30.0,WR,7,2.0,216.0,6-3,"Lackawanna,West Virginia",6/25/1992,6,1.0,Chicago Bears / 1st / 7th pick / 2015
26.0,P.J. Williams,29.0,CB,11,3.0,196.0,6-0,Florida St.,6/1/1993,6,2.0,New Orleans Saints / 3rd / 78th pick / 2015
2.0,Jameis Winston,28.0,QB,3,3.0,231.0,6-4,Florida St.,1/6/1994,7,2.0,Tampa Bay Buccaneers / 1st / 1st pick / 2015
49.0,Zach Wood,29.0,LS,17,0.0,255.0,6-3,SMU,1/10/1993,5,1.0,
36.0,Isaac Yiadom,26.0,CB,6,0.0,188.0,6-1,Boston Col.,2/20/1996,4,0.0,Denver Broncos / 3rd / 99th pick / 2018
67.0,Landon Young,25.0,T,16,2.0,321.0,6-7,Kentucky,8/21/1997,1,2.0,New Orleans Saints / 6th / 206th pick / 2021
69.0,Jabari Zuniga,25.0,DT,1,0.0,264.0,6-3,Florida,8/14/1997,2,0.0,New York Jets / 3rd / 79th pick / 2020
,Team Total,27.1,,17,,241.7,6-2.1,,,4.0,,
