No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
34.0,Micah Abernathy,25.0,S,2,0.0,195.0,6-0,Tennessee,2/10/1997,1,0.0,
44.0,Johnathan Abram,26.0,S,2,0.0,205.0,5-11,Mississippi St.,10/25/1996,3,0.0,Oakland Raiders / 1st / 27th pick / 2019
17.0,Ramiz Ahmed,27.0,K,1,0.0,193.0,5-11,Nevada,7/27/1995,1,0.0,
23.0,Jaire Alexander,25.0,LCB,16,16.0,196.0,5-10,Louisville,2/9/1997,4,9.0,Green Bay Packers / 1st / 18th pick / 2018
31.0,Adrian Amos,29.0,SS,17,17.0,214.0,6-0,Penn St.,4/29/1993,7,5.0,Chicago Bears / 5th / 142nd pick / 2015
69.0,David Bakhtiari,31.0,LT,11,11.0,310.0,6-4,Colorado,9/30/1991,9,7.0,Green Bay Packers / 4th / 109th pick / 2013
35.0,Corey Ballentine,26.0,DB,8,0.0,196.0,5-11,Washburn,4/13/1996,3,0.0,New York Giants / 6th / 180th pick / 2019
51.0,Krys Barnes,24.0,LB,6,1.0,229.0,6-2,UCLA,4/2/1998,2,1.0,
59.0,De'Vondre Campbell,29.0,LILB,13,13.0,232.0,6-4,Minnesota,7/1/1993,6,6.0,Atlanta Falcons / 4th / 115th pick / 2016
24.0,Tariq Carpenter,24.0,S,14,0.0,230.0,6-3,Georgia Tech,12/28/1998,Rook,1.0,Green Bay Packers / 7th / 228th pick / 2022
97.0,Kenny Clark,27.0,NT,17,17.0,314.0,6-3,UCLA,10/4/1995,6,8.0,Green Bay Packers / 1st / 27th pick / 2016
18.0,Randall Cobb,32.0,WR,13,3.0,192.0,5-10,Kentucky,8/22/1990,11,4.0,Green Bay Packers / 2nd / 64th pick / 2011
56.0,Jack Coco,24.0,LS,17,0.0,248.0,6-2,Georgia Tech,10/9/1998,Rook,1.0,
2.0,Mason Crosby,38.0,K,17,0.0,207.0,6-1,Colorado,9/3/1984,15,3.0,Green Bay Packers / 6th / 193rd pick / 2007
84.0,Tyler Davis,25.0,TE,17,1.0,252.0,6-4,"Connecticut,Georgia Tech",4/2/1997,2,0.0,Jacksonville Jaguars / 6th / 206th pick / 2020
81.0,Josiah Deguara,25.0,TE,17,3.0,240.0,6-2,Cincinnati,2/14/1997,2,1.0,Green Bay Packers / 3rd / 94th pick / 2020
28.0,AJ Dillon,24.0,RB,17,3.0,247.0,6-0,Boston Col.,5/2/1998,2,7.0,Green Bay Packers / 2nd / 62nd pick / 2020
87.0,Romeo Doubs,22.0,WR,13,7.0,204.0,6-2,Nevada,4/13/2000,Rook,4.0,Green Bay Packers / 4th / 132nd pick / 2022
29.0,Rasul Douglas,27.0,DB,17,12.0,209.0,6-2,"Nassau CC,West Virginia",8/29/1995,5,4.0,Philadelphia Eagles / 3rd / 99th pick / 2017
55.0,Kingsley Enagbare,22.0,ROLB,17,7.0,258.0,6-4,South Carolina,1/18/2000,Rook,4.0,Green Bay Packers / 5th / 179th pick / 2022
20.0,Rudy Ford,28.0,FS,17,6.0,200.0,6-0,Auburn,11/1/1994,5,3.0,Arizona Cardinals / 6th / 208th pick / 2017
38.0,Innis Gaines,24.0,S,7,1.0,202.0,6-1,TCU,8/29/1998,1,0.0,
40.0,Tipa Galeai,25.0,LB,5,0.0,235.0,6-5,"TCU,Utah St.",2/26/1997,2,0.0,
53.0,Jonathan Garvin,23.0,DE,14,0.0,257.0,6-4,Miami (FL),7/28/1999,2,1.0,Green Bay Packers / 7th / 242nd pick / 2020
52.0,Rashan Gary,25.0,ROLB,9,9.0,277.0,6-5,Michigan,12/3/1997,3,4.0,Green Bay Packers / 1st / 12th pick / 2019
54.0,Ladarius Hamilton,24.0,LB,3,0.0,261.0,6-2,North Texas,1/18/1998,1,0.0,
67.0,Jake Hanson,25.0,C,6,1.0,303.0,6-4,Oregon,4/29/1997,1,1.0,Green Bay Packers / 6th / 208th pick / 2020
32.0,Kylin Hill,24.0,RB,2,0.0,214.0,5-10,Mississippi St.,8/18/1998,1,0.0,Green Bay Packers / 7th / 256th pick / 2021
