No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
23.0,Johnathan Abram,26.0,S,5,2.0,205.0,5-11,Mississippi St.,10/25/1996,3,1.0,Oakland Raiders / 1st / 27th pick / 2019
33.0,Jamal Adams,27.0,S,1,1.0,213.0,6-1,LSU,10/17/1995,5,0.0,New York Jets / 1st / 6th pick / 2017
67.0,Myles Adams,24.0,DT,10,0.0,299.0,6-2,Rice,3/9/1998,1,1.0,
57.0,Cody Barton,26.0,RILB,17,11.0,237.0,6-2,Utah,11/13/1996,3,5.0,Seattle Seahawks / 3rd / 88th pick / 2019
44.0,Nick Bellore,33.0,LB,16,0.0,250.0,6-1,Central Michigan,5/12/1989,11,1.0,
35.0,Joey Blount,24.0,S,11,0.0,195.0,6-1,Virginia,11/16/1998,Rook,1.0,
63.0,Austin Blythe,30.0,C,17,17.0,280.0,6-2,Iowa,6/16/1992,6,8.0,Indianapolis Colts / 7th / 248th pick / 2016
56.0,Jordyn Brooks,25.0,LILB,16,16.0,240.0,6-0,Texas Tech,10/21/1997,2,7.0,Seattle Seahawks / 1st / 27th pick / 2020
22.0,Tre Brown,25.0,DB,6,0.0,185.0,5-10,Oklahoma,9/24/1997,1,0.0,Seattle Seahawks / 4th / 137th pick / 2021
8.0,Coby Bryant,23.0,DB,17,6.0,193.0,6-1,Cincinnati,3/29/1999,Rook,2.0,Seattle Seahawks / 4th / 109th pick / 2022
21.0,Artie Burns,27.0,CB,3,0.0,187.0,6-0,Miami (FL),5/1/1995,6,0.0,Pittsburgh Steelers / 1st / 25th pick / 2016
28.0,Justin Coleman,29.0,DB,12,0.0,190.0,5-11,Tennessee,3/27/1993,7,1.0,
91.0,L.J. Collier,27.0,DE,8,0.0,300.0,6-2,TCU,9/12/1995,3,1.0,Seattle Seahawks / 1st / 29th pick / 2019
37.0,Xavier Crawford,27.0,DB,6,0.0,185.0,5-11,Central Michigan,12/10/1995,3,0.0,Houston Texans / 6th / 195th pick / 2019
67.0,Charles Cross,22.0,LT,17,17.0,317.0,6-5,Mississippi St.,11/25/2000,Rook,9.0,Seattle Seahawks / 1st / 9th pick / 2022
74.0,Jake Curhan,24.0,T,4,0.0,325.0,6-6,California,7/9/1998,1,0.0,
31.0,DeeJay Dallas,24.0,RB,15,0.0,225.0,5-10,Miami (FL),9/16/1998,2,2.0,Seattle Seahawks / 4th / 144th pick / 2020
4.0,Michael Dickson,26.0,P,17,0.0,208.0,6-2,Texas,1/4/1996,4,3.0,Seattle Seahawks / 5th / 149th pick / 2018
6.0,Quandre Diggs,29.0,FS,17,17.0,197.0,5-9,Texas,1/22/1993,7,8.0,Detroit Lions / 6th / 200th pick / 2015
89.0,Will Dissly,26.0,TE,15,15.0,265.0,6-4,Washington,7/8/1996,4,3.0,Seattle Seahawks / 4th / 120th pick / 2018
24.0,Isaiah Dunn,23.0,DB,5,0.0,193.0,6-0,Oregon St.,1/31/1999,1,0.0,
1.0,D'Wayne Eskridge,25.0,WR,10,0.0,190.0,5-9,Western Michigan,3/23/1997,1,1.0,Seattle Seahawks / 2nd / 56th pick / 2021
87.0,Noah Fant,25.0,TE,17,16.0,249.0,6-4,Iowa,11/20/1997,3,4.0,Denver Broncos / 1st / 20th pick / 2019
97.0,Poona Ford,27.0,RDE,17,16.0,310.0,5-11,Texas,11/19/1995,4,7.0,
78.0,Stone Forsythe,25.0,T,17,1.0,307.0,6-8,Florida,12/29/1997,1,2.0,Seattle Seahawks / 6th / 208th pick / 2021
61.0,Kyle Fuller,28.0,C,17,0.0,320.0,6-5,Baylor,3/4/1994,5,1.0,Houston Texans / 7th / 243rd pick / 2017
41.0,Cullen Gillaspia,27.0,RB,6,0.0,235.0,6-2,Texas A&M,5/12/1995,3,0.0,Houston Texans / 7th / 220th pick / 2019
11.0,Marquise Goodwin,32.0,WR,13,2.0,185.0,5-9,Texas,11/19/1990,9,4.0,Buffalo Bills / 3rd / 78th pick / 2013
93.0,Shelby Harris,31.0,LDE,15,15.0,288.0,6-2,Illinois St.,8/11/1991,8,6.0,Oakland Raiders / 7th / 235th pick / 2014
19.0,Penny Hart,26.0,WR,9,0.0,180.0,5-8,Georgia St.,7/5/1996,2,0.0,
60.0,Phil Haynes,27.0,G,15,3.0,322.0,6-4,Wake Forest,10/19/1995,3,2.0,Seattle Seahawks / 4th / 124th pick / 2019
25.0,Travis Homer,24.0,RB,10,1.0,211.0,5-10,Miami (FL),8/7/1998,3,2.0,Seattle Seahawks / 6th / 204th pick / 2019
34.0,Godwin Igwebuike,28.0,RB,5,0.0,213.0,6-0,Northwestern,9/10/1994,4,0.0,
51.0,Bruce Irvin,35.0,ROLB,11,10.0,250.0,6-3,"Butler (KS),West Virginia",11/1/1987,10,4.0,Seattle Seahawks / 1st / 15th pick / 2012
66.0,Gabe Jackson,31.0,RG,15,15.0,335.0,6-3,Mississippi St.,7/12/1991,8,7.0,Oakland Raiders / 3rd / 81st pick / 2014
30.0,Michael Jackson,25.0,LCB,17,17.0,210.0,6-1,Miami (FL),1/10/1997,3,6.0,Dallas Cowboys / 5th / 158th pick / 2019
77.0,Quinton Jefferson,29.0,DT,17,3.0,290.0,6-4,Maryland,3/31/1993,6,2.0,Seattle Seahawks / 5th / 147th pick / 2016
34.0,Alexander Johnson,31.0,LB,1,0.0,255.0,6-2,Tennessee,12/24/1991,4,0.0,
88.0,Cade Johnson,24.0,WR,3,0.0,184.0,5-10,South Dakota St.,4/10/1998,1,0.0,
