No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
94.0,Henry Anderson,31.0,DE,11,0.0,300.0,6-6,Stanford,8/3/1991,7,1.0,Indianapolis Colts / 3rd / 93rd pick / 2015
90.0,Amare Barno,23.0,DE,9,0.0,245.0,6-6,"Butler (KS),Virginia Tech",4/26/1999,Rook,1.0,Carolina Panthers / 6th / 189th pick / 2022
20.0,Raheem Blackshear,23.0,RB,13,1.0,190.0,5-9,"Rutgers,Virginia Tech",6/5/1999,Rook,1.0,
27.0,Marquise Blair,25.0,DB,3,0.0,196.0,6-1,Utah,7/18/1997,3,0.0,Seattle Seahawks / 2nd / 47th pick / 2019
56.0,Bradley Bozeman,28.0,C,17,11.0,325.0,6-5,Alabama,11/24/1994,4,4.0,Baltimore Ravens / 6th / 215th pick / 2018
95.0,Derrick Brown,24.0,LDT,17,17.0,320.0,6-5,Auburn,4/15/1998,2,8.0,Carolina Panthers / 1st / 7th pick / 2020
33.0,Spencer Brown,24.0,RB,2,0.0,220.0,6-0,Ala-Birmingham,11/13/1998,1,0.0,
53.0,Brian Burns,24.0,LDE,16,16.0,250.0,6-5,Florida St.,4/23/1998,3,11.0,Carolina Panthers / 1st / 16th pick / 2019
31.0,Juston Burris,29.0,S,5,3.0,210.0,6-0,North Carolina St.,8/4/1993,6,1.0,New York Jets / 4th / 118th pick / 2016
27.0,T.J. Carrie,32.0,CB,7,0.0,204.0,6-0,Ohio,7/28/1990,8,1.0,Oakland Raiders / 7th / 219th pick / 2014
34.0,Sean Chandler,26.0,S,17,0.0,200.0,5-10,Temple,4/27/1996,4,1.0,
21.0,Jeremy Chinn,24.0,SS/FS,11,11.0,220.0,6-3,Southern Illinois,2/26/1998,2,4.0,Carolina Panthers / 2nd / 64th pick / 2020
11.0,Robbie Chosen,29.0,WR,6,5.0,185.0,6-3,Temple,5/9/1993,6,2.0,
70.0,Brady Christensen,26.0,LG,17,17.0,300.0,6-6,BYU,9/27/1996,1,7.0,Carolina Panthers / 3rd / 70th pick / 2021
63.0,Austin Corbett,27.0,RG,17,17.0,305.0,6-4,Nevada,9/5/1995,4,6.0,Cleveland Browns / 2nd / 33rd pick / 2018
14.0,Sam Darnold,25.0,QB,6,6.0,225.0,6-3,USC,6/5/1997,4,4.0,New York Jets / 1st / 3rd pick / 2018
16.0,Jacob Eason,25.0,QB,1,0.0,231.0,6-6,"Georgia,Washington",11/17/1997,1,0.0,Indianapolis Colts / 4th / 122nd pick / 2020
79.0,Ikem Ekwonu,22.0,LT,17,17.0,320.0,6-4,North Carolina St.,10/31/2000,Rook,7.0,Carolina Panthers / 1st / 6th pick / 2022
60.0,Pat Elflein,28.0,C,6,6.0,303.0,6-2,Ohio St.,7/6/1994,5,2.0,Minnesota Vikings / 3rd / 70th pick / 2017
75.0,Cameron Erving,30.0,T,11,0.0,313.0,6-5,Florida St.,8/23/1992,7,1.0,Cleveland Browns / 1st / 19th pick / 2015
33.0,D'Onta Foreman,26.0,RB,17,9.0,235.0,6-0,Texas,4/24/1996,5,6.0,Houston Texans / 3rd / 89th pick / 2017
42.0,Sam Franklin,26.0,S,17,1.0,210.0,6-3,Temple,2/2/1996,2,1.0,
97.0,Yetur Gross-Matos,24.0,RDE,17,17.0,265.0,6-5,Penn St.,2/26/1998,2,9.0,Carolina Panthers / 2nd / 38th pick / 2020
38.0,Myles Hartsfield,25.0,SS,15,10.0,210.0,5-11,Mississippi,8/5/1997,2,4.0,
32.0,Tae Hayes,25.0,DB,5,0.0,188.0,5-9,Appalachian St.,8/19/1997,3,0.0,
98.0,Marquis Haynes,29.0,LB,17,1.0,235.0,6-2,Mississippi,12/16/1993,4,3.0,Carolina Panthers / 4th / 136th pick / 2018
10.0,Johnny Hekker,32.0,P,17,0.0,225.0,6-5,Oregon St.,2/8/1990,10,4.0,
15.0,C.J. Henderson,24.0,LCB,17,10.0,205.0,6-1,Florida,9/30/1998,2,5.0,Jacksonville Jaguars / 1st / 9th pick / 2020
17.0,Rashard Higgins,28.0,WR,3,0.0,198.0,6-1,Colorado St.,10/7/1994,6,0.0,Cleveland Browns / 5th / 172nd pick / 2016
8.0,Jaycee Horn,23.0,RCB,13,13.0,200.0,6-1,South Carolina,11/26/1999,1,5.0,Carolina Panthers / 1st / 8th pick / 2021
71.0,Phil Hoskins,25.0,DT,5,0.0,315.0,6-5,"Highland (KS),Kentucky",1/2/1997,1,0.0,Carolina Panthers / 7th / 232nd pick / 2021
30.0,Chuba Hubbard,23.0,RB,15,2.0,210.0,6-1,Oklahoma St.,6/11/1999,1,4.0,Carolina Panthers / 4th / 126th pick / 2021
99.0,Matthew Ioannidis,28.0,RDT,13,13.0,310.0,6-3,Temple,1/11/1994,6,6.0,Washington Redskins / 5th / 152nd pick / 2016
52.0,Joel Iyiegbuniwe,27.0,LB,7,0.0,230.0,6-1,Western Kentucky,10/12/1995,4,1.0,Chicago Bears / 4th / 115th pick / 2018
26.0,Donte Jackson,27.0,LCB,9,9.0,180.0,5-10,LSU,11/8/1995,4,4.0,Carolina Panthers / 2nd / 55th pick / 2018
44.0,J.J. Jansen,36.0,LS,17,0.0,235.0,6-2,Notre Dame,1/20/1986,13,1.0,
91.0,Kobe Jones,24.0,DE,1,0.0,260.0,6-4,Mississippi St.,5/10/1998,1,0.0,
73.0,Michael Jordan,24.0,G,17,0.0,315.0,6-6,Ohio St.,1/25/1998,3,1.0,Cincinnati Bengals / 4th / 136th pick / 2019
55.0,Cory Littleton,29.0,MLB,15,7.0,225.0,6-3,Washington,11/18/1993,6,4.0,
49.0,Frankie Luvu,26.0,RLB,15,14.0,236.0,6-3,Washington St.,9/19/1996,4,7.0,
88.0,Terrace Marshall Jr.,22.0,WR,14,9.0,200.0,6-2,LSU,6/9/2000,1,4.0,Carolina Panthers / 2nd / 59th pick / 2021
6.0,Baker Mayfield,27.0,QB,7,6.0,215.0,6-1,Oklahoma,4/14/1995,4,3.0,Cleveland Browns / 1st / 1st pick / 2018
64.0,Cade Mays,23.0,G,11,2.0,325.0,6-6,"Georgia,Tennessee",4/26/1999,Rook,1.0,Carolina Panthers / 6th / 199th pick / 2022
22.0,Christian McCaffrey,26.0,RB,6,6.0,210.0,5-11,Stanford,6/7/1996,5,5.0,Carolina Panthers / 1st / 8th pick / 2017
78.0,Marquan McCall,23.0,DT,16,0.0,345.0,6-3,Kentucky,3/26/1999,Rook,1.0,
2.0,D.J. Moore,25.0,WR,17,17.0,213.0,6-0,Maryland,4/14/1997,4,8.0,Carolina Panthers / 1st / 24th pick / 2018
46.0,Arron Mosby,23.0,LB,3,0.0,250.0,6-3,Fresno St.,4/13/1999,Rook,0.0,
72.0,Taylor Moton,28.0,RT,17,17.0,325.0,6-5,Western Michigan,8/18/1994,5,7.0,Carolina Panthers / 2nd / 64th pick / 2017
54.0,Daviyon Nixon,24.0,DT,7,0.0,305.0,6-3,"Iowa Western,Iowa",12/13/1998,1,1.0,Carolina Panthers / 5th / 158th pick / 2021
6.0,Josh Norman,35.0,CB,2,1.0,195.0,6-0,Coastal Carolina,12/15/1987,10,0.0,Carolina Panthers / 5th / 143rd pick / 2012
4.0,Eddy Piñeiro,27.0,K,17,0.0,190.0,5-11,"ASA College (FL),Florida",9/13/1995,3,5.0,
