No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
97.0,Mario Addison,35.0,DE,12,1.0,260.0,6-3,Troy,9/6/1987,11,1.0,
88.0,Jordan Akins,30.0,TE,15,3.0,245.0,6-4,Central Florida,4/19/1992,4,4.0,Houston Texans / 3rd / 98th pick / 2018
3.0,Kyle Allen,26.0,QB,2,2.0,210.0,6-3,"Texas A&M,Houston",3/8/1996,4,1.0,
35.0,Grayland Arnold,25.0,CB,8,0.0,190.0,5-10,Baylor,9/4/1997,2,0.0,
20.0,Eno Benjamin,23.0,RB,2,0.0,207.0,5-9,Arizona St.,4/13/1999,1,0.0,Arizona Cardinals / 7th / 222nd pick / 2020
56.0,Thomas Booker,23.0,DE,10,1.0,301.0,6-3,Stanford,11/11/1999,Rook,1.0,Houston Texans / 5th / 150th pick / 2022
68.0,Justin Britt,31.0,C,1,1.0,315.0,6-6,Missouri,5/29/1991,8,0.0,Seattle Seahawks / 2nd / 64th pick / 2014
85.0,Pharaoh Brown,28.0,TE,3,3.0,260.0,6-5,Oregon,5/4/1994,5,1.0,
28.0,Rex Burkhead,32.0,RB,16,0.0,215.0,5-10,Nebraska,7/2/1990,9,2.0,Cincinnati Bengals / 6th / 190th pick / 2013
17.0,Jalen Camp,24.0,WR,2,0.0,220.0,6-2,Georgia Tech,7/10/1998,1,0.0,Jacksonville Jaguars / 6th / 209th pick / 2021
60.0,A.J. Cann,31.0,RG,16,16.0,315.0,6-3,South Carolina,10/3/1991,7,5.0,Jacksonville Jaguars / 3rd / 67th pick / 2015
53.0,Blake Cashman,26.0,LB,16,1.0,235.0,6-1,Minnesota,5/10/1996,3,2.0,New York Jets / 5th / 157th pick / 2019
96.0,Maliek Collins,27.0,RDT,15,15.0,310.0,6-2,Nebraska,4/8/1995,6,7.0,Dallas Cowboys / 3rd / 67th pick / 2016
12.0,Nico Collins,23.0,WR,10,7.0,222.0,6-4,Michigan,3/19/1999,1,4.0,Houston Texans / 3rd / 89th pick / 2021
18.0,Chris Conley,30.0,WR,2,0.0,205.0,6-3,Georgia,10/25/1992,7,0.0,Kansas City Chiefs / 3rd / 76th pick / 2015
13.0,Brandin Cooks,29.0,WR,13,13.0,193.0,5-10,Oregon St.,9/25/1993,8,5.0,New Orleans Saints / 1st / 20th pick / 2014
76.0,Austin Deculus,23.0,T,5,0.0,321.0,6-5,LSU,3/12/1999,Rook,0.0,Houston Texans / 6th / 205th pick / 2022
2.0,Phillip Dorsett,29.0,WR,15,4.0,185.0,5-10,Miami (FL),1/5/1993,7,2.0,Indianapolis Colts / 1st / 29th pick / 2015
6.0,Jeff Driskel,29.0,QB,7,2.0,231.0,6-4,"Florida,Louisiana Tech",4/23/1993,4,1.0,San Francisco 49ers / 6th / 207th pick / 2016
50.0,Michael Dwumfour,24.0,DT,7,0.0,296.0,6-1,"Michigan,Rutgers",1/1/1998,1,1.0,
7.0,Ka'imi Fairbairn,28.0,K,17,0.0,183.0,6-0,UCLA,1/29/1994,5,5.0,
38.0,Jacobi Francis,24.0,DB,5,0.0,193.0,5-11,Memphis,9/6/1998,Rook,0.0,
26.0,Royce Freeman,26.0,RB,4,1.0,238.0,6-0,Oregon,2/24/1996,4,1.0,Denver Broncos / 3rd / 71st pick / 2018
59.0,Kenyon Green,21.0,LG,15,14.0,323.0,6-4,Texas A&M,3/15/2001,Rook,5.0,Houston Texans / 1st / 15th pick / 2022
92.0,Rasheem Green,25.0,RDE,16,5.0,279.0,6-4,USC,5/15/1997,4,3.0,Seattle Seahawks / 3rd / 79th pick / 2018
52.0,Jonathan Greenard,25.0,DE,8,4.0,259.0,6-3,"Louisville,Florida",5/25/1997,2,3.0,Houston Texans / 3rd / 90th pick / 2020
51.0,Kamu Grugier-Hill,28.0,LLB,6,6.0,230.0,6-2,Eastern Illinois,5/16/1994,6,3.0,New England Patriots / 6th / 208th pick / 2016
34.0,Troy Hairston,24.0,TE,16,5.0,245.0,5-11,Central Michigan,12/8/1998,Rook,0.0,
49.0,Jake Hansen,24.0,LB,11,2.0,230.0,6-1,Illinois,6/19/1998,Rook,2.0,
48.0,Christian Harris,21.0,LLB,12,11.0,232.0,6-2,Alabama,1/16/2001,Rook,6.0,Houston Texans / 3rd / 75th pick / 2022
94.0,Demone Harris,27.0,DE,3,0.0,272.0,6-4,Buffalo,12/30/1995,4,0.0,
67.0,Charlie Heck,26.0,T,17,3.0,311.0,6-8,North Carolina,11/20/1996,2,2.0,Houston Texans / 4th / 126th pick / 2020
43.0,Neville Hewitt,29.0,LB,14,0.0,234.0,6-2,Marshall,4/6/1993,7,1.0,
69.0,Kurt Hinish,23.0,DT,15,3.0,296.0,6-1,Notre Dame,4/27/1999,Rook,2.0,
83.0,O.J. Howard,28.0,TE,13,10.0,251.0,6-6,Alabama,11/19/1994,5,1.0,Tampa Bay Buccaneers / 1st / 19th pick / 2017
71.0,Tytus Howard,26.0,RT,17,17.0,322.0,6-5,Alabama St.,5/23/1996,3,6.0,Houston Texans / 1st / 23rd pick / 2019
55.0,Jerry Hughes,34.0,RDE/LDE,17,16.0,254.0,6-2,TCU,8/13/1988,12,8.0,Indianapolis Colts / 1st / 31st pick / 2010
90.0,Jaleel Johnson,28.0,DT,3,1.0,316.0,6-3,Iowa,7/12/1994,5,1.0,Minnesota Vikings / 4th / 109th pick / 2017
89.0,Johnny Johnson,23.0,WR,1,0.0,199.0,6-1,Oregon,5/4/1999,Rook,0.0,
14.0,Tyler Johnson,24.0,WR,2,0.0,208.0,6-1,Minnesota,8/25/1998,2,0.0,Tampa Bay Buccaneers / 5th / 161st pick / 2020
