Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Broderick Jones,T,62,100%,0,0%,3,11%,0,Steelers,18.0,2023,257
Dan Moore,T,62,100%,0,0%,3,11%,0,Steelers,18.0,2023,257
Mason Cole,C,62,100%,0,0%,0,0%,0,Steelers,18.0,2023,257
Isaac Seumalo,G,62,100%,0,0%,0,0%,0,Steelers,18.0,2023,257
Mason Rudolph,QB,62,100%,0,0%,0,0%,0,Steelers,18.0,2023,257
James Daniels,G,61,98%,0,0%,0,0%,0,Steelers,18.0,2023,257
George Pickens,WR,50,81%,0,0%,1,4%,0,Steelers,18.0,2023,257
Allen Robinson,WR,42,68%,0,0%,1,4%,0,Steelers,18.0,2023,257
Darnell Washington,TE,39,63%,0,0%,6,22%,0,Steelers,18.0,2023,257
Pat Freiermuth,TE,38,61%,0,0%,4,15%,0,Steelers,18.0,2023,257
Najee Harris,RB,37,60%,0,0%,1,4%,0,Steelers,18.0,2023,257
Diontae Johnson,WR,30,48%,0,0%,1,4%,0,Steelers,18.0,2023,257
Jaylen Warren,RB,27,44%,0,0%,2,7%,0,Steelers,18.0,2023,257
Connor Heyward,TE,23,37%,0,0%,18,67%,0,Steelers,18.0,2023,257
Calvin Austin III,WR,17,27%,0,0%,9,33%,0,Steelers,18.0,2023,257
Miles Boykin,WR,5,8%,0,0%,22,81%,0,Steelers,18.0,2023,257
Rodney Williams,TE,1,2%,0,0%,22,81%,0,Steelers,18.0,2023,257
Spencer Anderson,T,1,2%,0,0%,3,11%,0,Steelers,18.0,2023,257
Chukwuma Okorafor,T,1,2%,0,0%,0,0%,0,Steelers,18.0,2023,257
Joey Porter Jr.,CB,0,0%,57,100%,6,22%,0,Steelers,18.0,2023,257
Patrick Peterson,CB,0,0%,57,100%,3,11%,0,Steelers,18.0,2023,257
Levi Wallace,CB,0,0%,57,100%,2,7%,0,Steelers,18.0,2023,257
Eric Rowe,SS,0,0%,52,91%,1,4%,0,Steelers,18.0,2023,257
Alex Highsmith,LB,0,0%,49,86%,2,7%,0,Steelers,18.0,2023,257
Cameron Heyward,DT,0,0%,44,77%,5,19%,0,Steelers,18.0,2023,257
Chandon Sullivan,CB,0,0%,41,72%,14,52%,0,Steelers,18.0,2023,257
Larry Ogunjobi,DT,0,0%,39,68%,1,4%,0,Steelers,18.0,2023,257
Myles Jack,LB,0,0%,35,61%,1,4%,0,Steelers,18.0,2023,257
T.J. Watt,LB,0,0%,30,53%,0,0%,0,Steelers,18.0,2023,257
Miles Killebrew,SS,0,0%,25,44%,22,81%,0,Steelers,18.0,2023,257
Mykal Walker,LB,0,0%,24,42%,0,0%,0,Steelers,18.0,2023,257
Elandon Roberts,LB,0,0%,22,39%,1,4%,0,Steelers,18.0,2023,257
Markus Golden,LB,0,0%,21,37%,0,0%,0,Steelers,18.0,2023,257
Keeanu Benton,DT,0,0%,20,35%,2,7%,0,Steelers,18.0,2023,257
Montravius Adams,NT,0,0%,15,26%,1,4%,0,Steelers,18.0,2023,257
Nick Herbig,LB,0,0%,13,23%,23,85%,0,Steelers,18.0,2023,257
Mark Robinson,LB,0,0%,13,23%,11,41%,0,Steelers,18.0,2023,257
Armon Watts,NT,0,0%,9,16%,0,0%,0,Steelers,18.0,2023,257
Isaiahh Loudermilk,DE,0,0%,3,5%,3,11%,0,Steelers,18.0,2023,257
Kyron Johnson,LB,0,0%,1,2%,21,78%,0,Steelers,18.0,2023,257
Elijah Riley,FS,0,0%,0,0%,19,70%,0,Steelers,18.0,2023,257
James Pierre,CB,0,0%,0,0%,19,70%,0,Steelers,18.0,2023,257
Godwin Igwebuike,RB,0,0%,0,0%,14,52%,0,Steelers,18.0,2023,257
Pressley Harvin III,P,0,0%,0,0%,10,37%,0,Steelers,18.0,2023,257
Christian Kuntz,LS,0,0%,0,0%,10,37%,0,Steelers,18.0,2023,257
Chris Boswell,K,0,0%,0,0%,7,26%,0,Steelers,18.0,2023,257
Nate Herbig,G,0,0%,0,0%,3,11%,0,Steelers,18.0,2023,257
