Player,Pos,home_team,team,week,year,game_id
Baker Mayfield,QB,0,Buccaneers,16.0,2024,239
Rachaad White,RB,0,Buccaneers,16.0,2024,239
Jalen McMillan,WR,0,Buccaneers,16.0,2024,239
Mike Evans,WR,0,Buccaneers,16.0,2024,239
Payne Durham,TE,0,Buccaneers,16.0,2024,239
Ko Kieft,TE,0,Buccaneers,16.0,2024,239
Tristan Wirfs,T,0,Buccaneers,16.0,2024,239
Luke Goedeke,T,0,Buccaneers,16.0,2024,239
Cody Mauch,G,0,Buccaneers,16.0,2024,239
Ben Bredeson,G,0,Buccaneers,16.0,2024,239
Graham Barton,C,0,Buccaneers,16.0,2024,239
Calijah Kancey,DL,0,Buccaneers,16.0,2024,239
Vita Vea,NT,0,Buccaneers,16.0,2024,239
YaYa Diaby,OLB,0,Buccaneers,16.0,2024,239
Anthony Nelson,OLB,0,Buccaneers,16.0,2024,239
J.J. Russell,LB,0,Buccaneers,16.0,2024,239
Lavonte David,LB,0,Buccaneers,16.0,2024,239
Zyon McCollum,CB,0,Buccaneers,16.0,2024,239
Jamel Dean,CB,0,Buccaneers,16.0,2024,239
Christian Izien,S,0,Buccaneers,16.0,2024,239
Kaevon Merriweather,S,0,Buccaneers,16.0,2024,239
Tykee Smith,S,0,Buccaneers,16.0,2024,239
