Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
C.J. Stroud,HOU,0,0,0,0,0,16.0,2024,226
Joe Mixon,HOU,2,1,14,0,14,16.0,2024,226
Dameon Pierce,HOU,0,0,0,0,0,16.0,2024,226
Tank Dell,HOU,7,6,98,1,30,16.0,2024,226
Nico Collins,HOU,10,7,60,0,30,16.0,2024,226
Dalton Schultz,HOU,8,5,45,1,24,16.0,2024,226
Robert Woods,HOU,6,3,19,0,17,16.0,2024,226
Xavier Hutchinson,HOU,1,1,8,0,8,16.0,2024,226
Andrew Beck,HOU,1,0,0,0,0,16.0,2024,226
Dare Ogunbowale,HOU,2,0,0,0,0,16.0,2024,226
Patrick Mahomes,KAN,0,0,0,0,0,16.0,2024,226
Kareem Hunt,KAN,3,2,24,0,17,16.0,2024,226
Isiah Pacheco,KAN,2,1,-1,0,0,16.0,2024,226
Xavier Worthy,KAN,11,7,65,1,19,16.0,2024,226
Samaje Perine,KAN,3,3,50,0,36,16.0,2024,226
Marquise Brown,KAN,8,5,45,0,20,16.0,2024,226
DeAndre Hopkins,KAN,4,4,37,0,15,16.0,2024,226
Travis Kelce,KAN,7,5,30,0,14,16.0,2024,226
Noah Gray,KAN,1,1,10,0,10,16.0,2024,226
JuJu Smith-Schuster,KAN,1,0,0,0,0,16.0,2024,226
Justin Watson,KAN,1,0,0,0,0,16.0,2024,226
