Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Bo Nix,DEN,0,0,0,0,0,16.0,2024,225
Audric Estime,DEN,0,0,0,0,0,16.0,2024,225
Javonte Williams,DEN,11,7,29,0,12,16.0,2024,225
Blake Watson,DEN,2,1,13,0,13,16.0,2024,225
Marvin Mims,DEN,5,3,62,0,53,16.0,2024,225
Courtland Sutton,DEN,6,5,50,0,18,16.0,2024,225
Troy Franklin,DEN,3,2,25,0,18,16.0,2024,225
Devaughn Vele,DEN,3,2,21,1,15,16.0,2024,225
Lucas Krull,DEN,3,3,21,0,10,16.0,2024,225
Michael Burton,DEN,3,3,19,1,13,16.0,2024,225
Nate Adkins,DEN,2,2,18,0,13,16.0,2024,225
Adam Trautman,DEN,1,1,5,0,5,16.0,2024,225
Justin Herbert,LAC,0,0,0,0,0,16.0,2024,225
Gus Edwards,LAC,2,1,3,0,3,16.0,2024,225
Kimani Vidal,LAC,0,0,0,0,0,16.0,2024,225
Ladd McConkey,LAC,6,6,87,0,27,16.0,2024,225
Josh Palmer,LAC,6,3,41,0,24,16.0,2024,225
Hassan Haskins,LAC,2,2,39,1,34,16.0,2024,225
Stone Smartt,LAC,3,3,37,0,19,16.0,2024,225
Quentin Johnston,LAC,6,3,18,0,6,16.0,2024,225
Scott Matlock,LAC,1,1,10,0,10,16.0,2024,225
Tucker Fisk,LAC,1,1,10,0,10,16.0,2024,225
Hayden Hurst,LAC,1,1,8,0,8,16.0,2024,225
Derius Davis,LAC,2,2,31,1,19,16.0,2024,225
