Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Martin Emerson,CLE,0,10,7,70.0%,46.0,6.6,4.6,1.0,112.9,4.3,22.0,24.0,0,0,0,0.0,0,4,1,20.0%,16.0,2024,231
Jordan Hicks,CLE,0,6,5,83.3%,33.0,6.6,5.5,0.0,89.6,7.0,19.0,14.0,5,2,0,0.0,2,9,0,0.0%,16.0,2024,231
Denzel Ward,CLE,0,6,5,83.3%,80.0,16.0,13.3,0.0,118.7,11.2,59.0,21.0,1,0,0,0.0,0,5,1,16.7%,16.0,2024,231
Ronnie Hickman,CLE,0,4,4,100.0%,30.0,7.5,7.5,1.0,137.5,5.8,23.0,7.0,0,0,0,0.0,0,3,1,25.0%,16.0,2024,231
Cameron Mitchell,CLE,0,3,3,100.0%,53.0,17.7,17.7,2.0,158.3,14.3,43.0,10.0,0,0,0,0.0,0,1,1,50.0%,16.0,2024,231
Grant Delpit,CLE,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,6.0,6.0,3.0,4,0,0,1.0,1,5,0,0.0%,16.0,2024,231
Mohamoud Diabate,CLE,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,5.0,5.0,3.0,3,0,0,0.0,0,6,4,40.0%,16.0,2024,231
Myles Harden,CLE,0,1,1,100.0%,15.0,15.0,15.0,0.0,118.7,15.0,15.0,0.0,0,0,0,0.0,0,1,0,0.0%,16.0,2024,231
Jowon Briggs,CLE,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,16.0,2024,231
Dalvin Tomlinson,CLE,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,16.0,2024,231
Ogbonnia Okoronkwo,CLE,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,16.0,2024,231
Isaiah McGuire,CLE,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,16.0,2024,231
Devin Bush Jr.,CLE,0,2,0,0.0%,,,0.0,,39.6,7.5,,,1,0,1,0.0,1,5,0,0.0%,16.0,2024,231
Michael Hall,CLE,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%,16.0,2024,231
Myles Garrett,CLE,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%,16.0,2024,231
Juan Thornhill,CLE,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%,16.0,2024,231
Rodney McLeod,CLE,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,16.0,2024,231
Germaine Pratt,CIN,0,5,4,80.0%,23.0,5.8,4.6,0.0,85.8,2.6,5.0,18.0,1,1,0,0.0,1,5,1,16.7%,16.0,2024,231
Mike Hilton,CIN,0,5,4,80.0%,23.0,5.8,4.6,0.0,85.8,2.0,12.0,11.0,2,0,0,0.0,0,6,2,25.0%,16.0,2024,231
Akeem Davis-Gaither,CIN,0,6,4,66.7%,55.0,13.8,9.2,0.0,95.8,5.8,-4.0,59.0,2,0,0,0.0,0,6,2,25.0%,16.0,2024,231
Cam Taylor-Britt,CIN,0,5,3,60.0%,31.0,10.3,6.2,0.0,77.9,7.8,25.0,6.0,0,0,0,0.0,0,3,0,0.0%,16.0,2024,231
Jordan Battle,CIN,1,7,2,28.6%,4.0,2.0,0.6,0.0,0.0,10.6,-2.0,6.0,3,0,0,0.0,0,7,0,0.0%,16.0,2024,231
Maema Njongmeta,CIN,0,2,2,100.0%,9.0,4.5,4.5,0.0,85.4,0.0,0.0,9.0,0,0,0,0.0,0,4,0,0.0%,16.0,2024,231
Joseph Ossai,CIN,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,-2.0,-2.0,10.0,0,0,0,1.0,1,5,1,16.7%,16.0,2024,231
Josh Newton,CIN,0,4,1,25.0%,6.0,6.0,1.5,0.0,39.6,13.0,6.0,0.0,0,0,0,0.0,0,1,1,50.0%,16.0,2024,231
Trey Hendrickson,CIN,0,0,0,,,,,,,,,,0,2,1,1.0,4,3,1,25.0%,16.0,2024,231
Kris Jenkins,CIN,0,0,0,,,,,,,,,,0,0,0,2.0,2,2,0,0.0%,16.0,2024,231
Myles Murphy,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,16.0,2024,231
Cedric Johnson,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,16.0,2024,231
Geno Stone,CIN,1,0,0,,,,,,,,,,1,0,1,0.0,1,1,0,0.0%,16.0,2024,231
McKinnley Jackson,CIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%,16.0,2024,231
Jay Tufele,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,16.0,2024,231
B.J. Hill,CIN,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%,16.0,2024,231
DJ Ivey,CIN,0,1,0,0.0%,,,0.0,,39.6,26.0,,,0,0,0,0.0,0,0,0,,16.0,2024,231
