Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Falcons,27.0,8.36,9.68,-2.05,-5.29,24.48,21.4,2.4,22.09,-7.5,-7.3,1.88,1.06,-2.76,-0.38,16.0,2024,228
Giants,-27.0,-24.48,-21.4,-2.4,-22.09,-8.36,-9.68,2.05,5.29,7.5,-1.88,7.3,2.76,-1.06,0.38,16.0,2024,228
