Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Matthew Stafford,LAR,0,0,0,0,0,16.0,2024,233
Kyren Williams,LAR,1,1,7,0,7,16.0,2024,233
Blake Corum,LAR,0,0,0,0,0,16.0,2024,233
Puka Nacua,LAR,9,8,56,0,27,16.0,2024,233
Cooper Kupp,LAR,3,3,24,0,12,16.0,2024,233
Tutu Atwell,LAR,2,1,12,0,12,16.0,2024,233
Tyler Higbee,LAR,2,1,11,1,11,16.0,2024,233
Colby Parkinson,LAR,1,0,0,0,0,16.0,2024,233
Demarcus Robinson,LAR,1,0,0,0,0,16.0,2024,233
Aaron Rodgers,NYJ,0,0,0,0,0,16.0,2024,233
Breece Hall,NYJ,6,5,38,0,15,16.0,2024,233
Isaiah Davis,NYJ,0,0,0,0,0,16.0,2024,233
Braelon Allen,NYJ,1,1,5,0,5,16.0,2024,233
Davante Adams,NYJ,13,7,68,1,13,16.0,2024,233
Tyler Conklin,NYJ,7,5,59,0,20,16.0,2024,233
Garrett Wilson,NYJ,7,6,54,0,19,16.0,2024,233
Allen Lazard,NYJ,5,2,20,0,11,16.0,2024,233
Jeremy Ruckert,NYJ,2,2,12,0,7,16.0,2024,233
Kenny Yeboah,NYJ,1,0,0,0,0,16.0,2024,233
