Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Kyler Murray,ARI,20,32,202,11,31.4,214,6.7,62,3.1,1.9,140,7.0,1,3.4%,5,17.2%,3,13,4,0,7,17.1%,6,7.2,16.0,2024,229
Bryce Young,CAR,17,26,158,9,31.0,170,6.5,92,5.4,3.5,66,3.9,1,4.2%,4,16.7%,3,13,5,1,9,27.3%,4,17.3,16.0,2024,229
