#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:30,MIA 10,5,2:56,12,Punt,1,Dolphins,16.0,2024,238
2,1,7:30,MIA 30,8,4:00,44,Field Goal,1,Dolphins,16.0,2024,238
3,2,14:14,MIA 31,11,4:34,49,Field Goal,1,Dolphins,16.0,2024,238
4,2,7:53,MIA 32,8,4:33,68,Touchdown,1,Dolphins,16.0,2024,238
5,2,0:47,MIA 30,4,0:47,17,End of Half,1,Dolphins,16.0,2024,238
6,3,15:00,MIA 30,8,4:03,34,Field Goal,1,Dolphins,16.0,2024,238
7,3,5:53,MIA 31,9,4:45,54,Field Goal,1,Dolphins,16.0,2024,238
8,4,12:02,MIA 30,5,2:31,20,Punt,1,Dolphins,16.0,2024,238
9,4,6:37,MIA 29,7,4:27,41,Field Goal,1,Dolphins,16.0,2024,238
10,4,1:56,MIA 38,3,0:20,62,Touchdown,1,Dolphins,16.0,2024,238
11,4,0:10,MIA 18,1,0:10,-1,End of Game,1,Dolphins,16.0,2024,238
