Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Javonte Williams,DEN,11,7,29,0,2.0,-26,-3.7,55,7.9,-2.8,0,,3,27.3,0,67.6,16.0,2024,225
Courtland Sutton,DEN,6,5,50,0,3.0,38,7.6,12,2.4,7.5,0,,0,0.0,0,101.4,16.0,2024,225
Michael Burton,DEN,3,3,19,1,2.0,3,1.0,16,5.3,1.0,0,,0,0.0,0,132.6,16.0,2024,225
Marvin Mims,DEN,5,3,62,0,2.0,-12,-4.0,74,24.7,12.0,0,,1,20.0,0,103.7,16.0,2024,225
Lucas Krull,DEN,3,3,21,0,1.0,8,2.7,13,4.3,2.7,0,,0,0.0,0,95.8,16.0,2024,225
Troy Franklin,DEN,3,2,25,0,1.0,9,4.5,16,8.0,8.0,0,,1,33.3,0,92.4,16.0,2024,225
Devaughn Vele,DEN,3,2,21,1,2.0,13,6.5,8,4.0,5.7,0,,1,33.3,0,126.4,16.0,2024,225
Nate Adkins,DEN,2,2,18,0,1.0,3,1.5,15,7.5,1.5,0,,0,0.0,0,104.2,16.0,2024,225
Adam Trautman,DEN,1,1,5,0,,1,1.0,4,4.0,1.0,0,,0,0.0,0,87.5,16.0,2024,225
Blake Watson,DEN,2,1,13,0,0.0,-5,-5.0,18,18.0,-2.0,0,,1,50.0,0,70.8,16.0,2024,225
Ladd McConkey,LAC,6,6,87,0,3.0,36,6.0,51,8.5,6.0,2,3.0,0,0.0,0,118.7,16.0,2024,225
Quentin Johnston,LAC,6,3,18,0,1.0,13,4.3,5,1.7,4.0,0,,1,16.7,0,56.2,16.0,2024,225
Josh Palmer,LAC,6,3,41,0,2.0,33,11.0,8,2.7,15.8,0,,0,0.0,1,32.6,16.0,2024,225
Stone Smartt,LAC,3,3,37,0,2.0,12,4.0,25,8.3,4.0,0,,0,0.0,0,118.1,16.0,2024,225
Hassan Haskins,LAC,2,2,39,1,1.0,3,1.5,36,18.0,1.5,0,,0,0.0,0,158.3,16.0,2024,225
Derius Davis,LAC,2,2,31,1,2.0,13,6.5,18,9.0,6.5,0,,0,0.0,0,158.3,16.0,2024,225
Hayden Hurst,LAC,1,1,8,0,1.0,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0,16.0,2024,225
Tucker Fisk,LAC,1,1,10,0,1.0,4,4.0,6,6.0,4.0,0,,0,0.0,0,108.3,16.0,2024,225
Scott Matlock,LAC,1,1,10,0,1.0,-1,-1.0,11,11.0,-1.0,0,,0,0.0,0,108.3,16.0,2024,225
Gus Edwards,LAC,2,1,3,0,0.0,-4,-4.0,7,7.0,-4.5,0,,0,0.0,0,56.2,16.0,2024,225
