Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Sam Darnold,MIN,0,0,0,0,0,16.0,2024,235
Aaron Jones,MIN,5,3,26,0,15,16.0,2024,235
Cam Akers,MIN,0,0,0,0,0,16.0,2024,235
Justin Jefferson,MIN,13,10,144,2,39,16.0,2024,235
Jordan Addison,MIN,8,5,35,1,12,16.0,2024,235
T.J. Hockenson,MIN,5,2,27,0,19,16.0,2024,235
C.J. Ham,MIN,1,1,9,0,9,16.0,2024,235
Jalen Nailor,MIN,2,1,5,0,5,16.0,2024,235
Josh Oliver,MIN,1,0,0,0,0,16.0,2024,235
Geno Smith,SEA,0,0,0,0,0,16.0,2024,235
Kenneth Walker III,SEA,8,8,28,0,8,16.0,2024,235
Kenny McIntosh,SEA,1,1,15,0,15,16.0,2024,235
Jaxon Smith-Njigba,SEA,12,8,95,1,25,16.0,2024,235
Julian Love,SEA,0,0,0,0,0,16.0,2024,235
D.K. Metcalf,SEA,7,3,57,1,25,16.0,2024,235
Noah Fant,SEA,6,3,50,0,18,16.0,2024,235
Tyler Lockett,SEA,2,2,19,0,17,16.0,2024,235
Pharaoh Brown,SEA,1,1,17,0,17,16.0,2024,235
AJ Barner,SEA,2,2,13,1,9,16.0,2024,235
Jake Bobo,SEA,1,1,6,0,6,16.0,2024,235
Zach Charbonnet,SEA,2,2,14,0,13,16.0,2024,235
