Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Jared Goff,DET,23,32,336,15,45.5,180,5.6,131,5.7,4.1,205,8.9,1,3.1%,7,21.9%,1,8,1,2,4,12.1%,0,,16.0,2024,230
Caleb Williams,CHI,26,40,334,15,35.7,365,9.1,167,6.4,4.2,167,6.4,0,0.0%,6,16.2%,2,19,3,3,8,17.4%,4,8.5,16.0,2024,230
