0,1,week,year,game_id
Won Toss,Bengals (deferred),16.0,2024,231
Roof,outdoors,16.0,2024,231
Surface,fieldturf,16.0,2024,231
Duration,2:50,16.0,2024,231
Attendance,65734,16.0,2024,231
Weather,"33 degrees, relative humidity 56%, wind 6 mph",16.0,2024,231
Vegas Line,Cincinnati Bengals -9.5,16.0,2024,231
Over/Under,46.5 (under),16.0,2024,231
