Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Amon-Ra St. Brown,DET,8,6,70,1,4.0,35,5.8,35,5.8,6.6,0,,0,0.0,0,140.6,16.0,2024,230
Jameson Williams,DET,7,5,143,1,5.0,77,15.4,66,13.2,12.0,0,,0,0.0,0,153.3,16.0,2024,230
Jahmyr Gibbs,DET,5,4,45,0,2.0,-3,-0.8,48,12.0,-2.0,0,,1,20.0,0,104.2,16.0,2024,230
Sam LaPorta,DET,7,4,43,1,2.0,24,6.0,19,4.8,4.9,0,,0,0.0,0,114.9,16.0,2024,230
Sione Vaki,DET,2,2,20,0,1.0,2,1.0,18,9.0,1.0,0,,0,0.0,0,108.3,16.0,2024,230
Jermar Jefferson,DET,1,1,10,0,1.0,0,0.0,10,10.0,0.0,0,,0,0.0,0,108.3,16.0,2024,230
Craig Reynolds,DET,1,1,5,0,0.0,-4,-4.0,9,9.0,-4.0,0,,0,0.0,0,87.5,16.0,2024,230
Tim Patrick,DET,1,0,0,0,,0,,0,,21.0,0,,0,0.0,0,39.6,16.0,2024,230
Keenan Allen,CHI,13,9,141,1,7.0,90,10.0,51,5.7,9.5,0,,0,0.0,0,130.6,16.0,2024,230
D.J. Moore,CHI,10,7,68,0,4.0,32,4.6,36,5.1,10.7,0,,0,0.0,0,88.7,16.0,2024,230
Rome Odunze,CHI,7,4,77,0,3.0,48,12.0,29,7.3,13.7,0,,0,0.0,0,95.5,16.0,2024,230
D'Andre Swift,CHI,3,3,33,0,0.0,-11,-3.7,44,14.7,-3.7,0,,0,0.0,0,112.5,16.0,2024,230
Cole Kmet,CHI,2,2,9,1,1.0,6,3.0,3,1.5,3.0,0,,0,0.0,0,125.0,16.0,2024,230
Gerald Everett,CHI,1,1,6,0,,2,2.0,4,4.0,2.0,0,,0,0.0,0,91.7,16.0,2024,230
Collin Johnson,CHI,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6,16.0,2024,230
