Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Baker Mayfield,TAM,31,43,303,14,29.8,415,9.7,168,5.4,3.9,135,4.4,1,2.3%,5,11.6%,4,16,13,1,18,36.0%,3,14.0,16.0,2024,239
Cooper Rush,DAL,26,35,292,12,33.3,243,6.9,146,5.6,4.2,146,5.6,0,0.0%,6,18.2%,1,13,8,2,11,30.6%,0,,16.0,2024,239
