Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Sam Darnold,MIN,22,35,246,3,0,3,29,39,112.3,16.0,2024,235
Aaron Jones,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
Cam Akers,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
Jalen Nailor,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,16.0,2024,235
Geno Smith,SEA,31,43,314,3,2,2,12,25,96.5,16.0,2024,235
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Kenny McIntosh,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Julian Love,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Noah Fant,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Pharaoh Brown,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
AJ Barner,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Jake Bobo,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,16.0,2024,235
