0,1,week,year,game_id
Won Toss,Titans,16.0,2024,232
Roof,retractable roof (closed),16.0,2024,232
Surface,fieldturf,16.0,2024,232
Duration,3:00,16.0,2024,232
Attendance,65322,16.0,2024,232
Vegas Line,Indianapolis Colts -3.5,16.0,2024,232
Over/Under,42.5 (over),16.0,2024,232
