Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Vikings,3.0,3.78,8.54,-3.44,0.0,-4.4,-4.36,-1.08,7.58,4.44,-5.31,4.1,5.62,-5.02,5.05,16.0,2024,235
Seahawks,-3.0,4.4,4.36,1.08,-7.58,-3.78,-8.54,3.44,0.0,-4.44,-4.1,5.31,5.02,-5.62,-5.05,16.0,2024,235
