Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Blake Brandel,G,66,100%,0,0%,5,15%,0,Vikings,16.0,2024,235
Cam Robinson,T,66,100%,0,0%,5,15%,0,Vikings,16.0,2024,235
Dalton Risner,G,66,100%,0,0%,5,15%,0,Vikings,16.0,2024,235
Brian O'Neill,T,66,100%,0,0%,5,15%,0,Vikings,16.0,2024,235
Garrett Bradbury,C,66,100%,0,0%,0,0%,0,Vikings,16.0,2024,235
Sam Darnold,QB,66,100%,0,0%,0,0%,0,Vikings,16.0,2024,235
Justin Jefferson,WR,64,97%,0,0%,0,0%,0,Vikings,16.0,2024,235
Jordan Addison,WR,59,89%,0,0%,0,0%,0,Vikings,16.0,2024,235
Aaron Jones,RB,54,82%,0,0%,0,0%,0,Vikings,16.0,2024,235
T.J. Hockenson,TE,46,70%,0,0%,0,0%,0,Vikings,16.0,2024,235
Jalen Nailor,WR,35,53%,0,0%,0,0%,0,Vikings,16.0,2024,235
Josh Oliver,TE,31,47%,0,0%,10,30%,0,Vikings,16.0,2024,235
C.J. Ham,FB,13,20%,0,0%,21,64%,0,Vikings,16.0,2024,235
Johnny Mundt,TE,10,15%,0,0%,10,30%,0,Vikings,16.0,2024,235
Trent Sherfield,WR,7,11%,0,0%,15,45%,0,Vikings,16.0,2024,235
Cam Akers,RB,7,11%,0,0%,0,0%,0,Vikings,16.0,2024,235
Brandon Powell,WR,4,6%,0,0%,11,33%,0,Vikings,16.0,2024,235
Josh Metellus,SS,0,0%,64,100%,16,48%,0,Vikings,16.0,2024,235
Blake Cashman,LB,0,0%,64,100%,2,6%,0,Vikings,16.0,2024,235
Camryn Bynum,FS,0,0%,64,100%,0,0%,0,Vikings,16.0,2024,235
Byron Murphy,CB,0,0%,64,100%,0,0%,0,Vikings,16.0,2024,235
Stephon Gilmore,CB,0,0%,61,95%,0,0%,0,Vikings,16.0,2024,235
Andrew Van Ginkel,LB,0,0%,56,88%,0,0%,0,Vikings,16.0,2024,235
Jonathan Greenard,LB,0,0%,52,81%,0,0%,0,Vikings,16.0,2024,235
Jihad Ward,LB,0,0%,51,80%,7,21%,0,Vikings,16.0,2024,235
Harrison Phillips,NT,0,0%,40,63%,0,0%,0,Vikings,16.0,2024,235
Bobby McCain,SS,0,0%,37,58%,6,18%,0,Vikings,16.0,2024,235
Jonathan Bullard,DE,0,0%,36,56%,0,0%,0,Vikings,16.0,2024,235
Patrick Jones II,LB,0,0%,26,41%,7,21%,0,Vikings,16.0,2024,235
Shaquill Griffin,CB,0,0%,25,39%,0,0%,0,Vikings,16.0,2024,235
Jerry Tillery,DE,0,0%,22,34%,7,21%,0,Vikings,16.0,2024,235
Theo Jackson,FS,0,0%,21,33%,26,79%,0,Vikings,16.0,2024,235
Dallas Turner,LB,0,0%,15,23%,19,58%,0,Vikings,16.0,2024,235
Levi Drake Rodriguez,DE,0,0%,6,9%,7,21%,0,Vikings,16.0,2024,235
Kamu Grugier-Hill,LB,0,0%,0,0%,28,85%,0,Vikings,16.0,2024,235
Jay Ward,SS,0,0%,0,0%,28,85%,0,Vikings,16.0,2024,235
Brian Asamoah,LB,0,0%,0,0%,26,79%,0,Vikings,16.0,2024,235
Bo Richter,LB,0,0%,0,0%,26,79%,0,Vikings,16.0,2024,235
Ty Chandler,RB,0,0%,0,0%,12,36%,0,Vikings,16.0,2024,235
Ryan Wright,P,0,0%,0,0%,11,33%,0,Vikings,16.0,2024,235
Andrew DePaola,LS,0,0%,0,0%,11,33%,0,Vikings,16.0,2024,235
Will Reichard,K,0,0%,0,0%,11,33%,0,Vikings,16.0,2024,235
Jamin Davis,LB,0,0%,0,0%,10,30%,0,Vikings,16.0,2024,235
Dwight McGlothern,CB,0,0%,0,0%,6,18%,0,Vikings,16.0,2024,235
David Quessenberry,T,0,0%,0,0%,5,15%,0,Vikings,16.0,2024,235
Ed Ingram,G,0,0%,0,0%,5,15%,0,Vikings,16.0,2024,235
