Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Drew Lock,NYG,0,0,0,0,0,16.0,2024,228
Tyrone Tracy Jr.,NYG,4,4,43,1,16,16.0,2024,228
Devin Singletary,NYG,0,0,0,0,0,16.0,2024,228
Darius Slayton,NYG,2,1,21,0,21,16.0,2024,228
Malik Nabers,NYG,14,7,68,0,21,16.0,2024,228
Wan'Dale Robinson,NYG,12,7,62,0,15,16.0,2024,228
Jalin Hyatt,NYG,2,1,9,0,9,16.0,2024,228
Daniel Bellinger,NYG,2,1,5,0,5,16.0,2024,228
Eric Gray,NYG,1,1,2,0,2,16.0,2024,228
Michael Penix,ATL,0,0,0,0,0,16.0,2024,228
Bijan Robinson,ATL,2,2,9,0,13,16.0,2024,228
Tyler Allgeier,ATL,1,1,9,0,9,16.0,2024,228
Ray-Ray McCloud,ATL,4,3,19,0,8,16.0,2024,228
Darnell Mooney,ATL,6,5,82,0,22,16.0,2024,228
Drake London,ATL,8,5,59,0,19,16.0,2024,228
Chris Blair,ATL,1,1,17,0,17,16.0,2024,228
Kyle Pitts,ATL,2,1,7,0,7,16.0,2024,228
Charlie Woerner,ATL,2,0,0,0,0,16.0,2024,228
