Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Puka Nacua,LAR,9,8,56,0,3.0,5,0.6,51,6.4,0.3,3,2.7,0,0.0,0,92.6,16.0,2024,233
Cooper Kupp,LAR,3,3,24,0,2.0,22,7.3,2,0.7,7.3,0,,0,0.0,0,100.0,16.0,2024,233
Tutu Atwell,LAR,2,1,12,0,1.0,5,5.0,7,7.0,8.5,0,,1,50.0,0,68.7,16.0,2024,233
Tyler Higbee,LAR,2,1,11,1,1.0,0,0.0,11,11.0,3.5,0,,0,0.0,0,106.2,16.0,2024,233
Kyren Williams,LAR,1,1,7,0,0.0,-6,-6.0,13,13.0,-6.0,0,,0,0.0,0,95.8,16.0,2024,233
Colby Parkinson,LAR,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,0,39.6,16.0,2024,233
Demarcus Robinson,LAR,1,0,0,0,,0,,0,,27.0,0,,0,0.0,1,0.0,16.0,2024,233
Davante Adams,NYJ,13,7,68,1,5.0,30,4.3,38,5.4,7.3,0,,1,7.7,0,94.4,16.0,2024,233
Garrett Wilson,NYJ,7,6,54,0,3.0,45,7.5,9,1.5,7.0,0,,1,14.3,0,98.8,16.0,2024,233
Tyler Conklin,NYJ,7,5,59,0,3.0,28,5.6,31,6.2,7.9,0,,0,0.0,0,96.7,16.0,2024,233
Breece Hall,NYJ,6,5,38,0,2.0,-23,-4.6,61,12.2,-3.3,1,5.0,0,0.0,0,93.1,16.0,2024,233
Allen Lazard,NYJ,5,2,20,0,1.0,13,6.5,7,3.5,5.6,0,,2,40.0,0,52.1,16.0,2024,233
Jeremy Ruckert,NYJ,2,2,12,0,,2,1.0,10,5.0,1.0,0,,0,0.0,0,91.7,16.0,2024,233
Braelon Allen,NYJ,1,1,5,0,,2,2.0,3,3.0,2.0,0,,0,0.0,0,87.5,16.0,2024,233
Kenny Yeboah,NYJ,1,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6,16.0,2024,233
