Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Dorian Thompson-Robinson,CLE,20,34,157,8,20.5,192,5.6,44,2.2,1.3,113,5.7,3,9.7%,5,16.1%,5,6,4,5,14,33.3%,3,7.7,16.0,2024,231
Joe Burrow,CIN,23,30,252,14,41.2,245,8.2,167,7.3,5.6,85,3.7,0,0.0%,3,10.7%,4,11,2,4,10,27.8%,2,9.5,16.0,2024,231
