Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA,week,year,game_id
1,5:07,3.0,3.0,ARI 3,0.0,0.0,"Penalty on Bryce Young: Delay of Game, 5 yards (accepted) (no play)",4.72,3.58,16.0,2024,229
1,5:07,3.0,8.0,ARI 8,0.0,0.0,"Bryce Young pass incomplete short right. Penalty on Xavier Thomas: Roughing the Passer, 4 yards (accepted) (no play)",3.58,6.28,16.0,2024,229
1,5:00,1.0,4.0,ARI 4,0.0,6.0,"Chuba Hubbard left tackle for 4 yards, touchdown",6.28,7.0,16.0,2024,229
1,4:55,,,ARI 15,0.0,7.0,Eddy Piñeiro kicks extra point good,0.0,0.0,16.0,2024,229
1,4:55,,,CAR 35,0.0,7.0,"Eddy Piñeiro kicks off 66 yards, returned by Greg Dortch for 26 yards (tackle by Nick Scott). Penalty on Krys Barnes: Offensive Illegal Block Above the Waist, 10 yards (accepted)",0.0,-0.22,16.0,2024,229
1,4:48,1.0,10.0,ARI 15,0.0,7.0,Kyler Murray sacked by A'Shawn Robinson for -9 yards,-0.22,-1.44,16.0,2024,229
1,4:04,2.0,19.0,ARI 6,0.0,7.0,James Conner left tackle for 5 yards (tackle by Josey Jewell and Amare Barno),-1.44,-1.89,16.0,2024,229
1,3:24,3.0,14.0,ARI 11,0.0,7.0,Kyler Murray scrambles right end for 14 yards (tackle by Xavier Woods),-1.89,0.61,16.0,2024,229
1,2:57,1.0,10.0,ARI 25,0.0,7.0,DeeJay Dallas up the middle for no gain (tackle by A'Shawn Robinson and Jacoby Windmon) (no play),0.61,1.34,16.0,2024,229
1,2:38,1.0,5.0,ARI 30,0.0,7.0,James Conner right end for 40 yards (tackle by Xavier Woods and Jaycee Horn),1.34,3.58,16.0,2024,229
1,2:01,1.0,10.0,CAR 30,0.0,7.0,"Penalty on Kelvin Beachum: False Start, 5 yards (accepted) (no play)",3.58,3.25,16.0,2024,229
1,1:44,1.0,15.0,CAR 35,0.0,7.0,Kyler Murray pass complete short left to Marvin Harrison for 7 yards (tackle by Michael Jackson),3.25,3.3,16.0,2024,229
1,1:08,2.0,8.0,CAR 28,0.0,7.0,Michael Carter up the middle for 6 yards (tackle by Josey Jewell and LaBryan Ray),3.3,3.4,16.0,2024,229
1,0:26,3.0,2.0,CAR 22,0.0,7.0,"Penalty on Trey McBride: False Start, 5 yards (accepted) (no play)",3.4,2.68,16.0,2024,229
1,0:05,3.0,8.0,CAR 27,0.0,7.0,Kyler Murray pass complete short right to Trey McBride for 6 yards (tackle by Jaycee Horn),2.68,2.21,16.0,2024,229
2,15:00,4.0,1.0,CAR 21,0.0,7.0,"James Conner up the middle for no gain (tackle by DJ Johnson). Penalty on Hjalte Froholdt: Offensive Holding, 9 yards (accepted) (no play)",2.21,1.32,16.0,2024,229
2,14:41,4.0,11.0,CAR 31,3.0,7.0,Chad Ryland 48 yard field goal good,1.32,3.0,16.0,2024,229
2,14:37,,,ARI 35,3.0,7.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,229
2,14:37,1.0,10.0,CAR 30,3.0,7.0,Chuba Hubbard up the middle for 3 yards (tackle by Owen Pappoe and Dante Stills),0.94,0.8,16.0,2024,229
2,13:59,2.0,7.0,CAR 33,3.0,7.0,Bryce Young pass complete short middle to Adam Thielen for 7 yards (tackle by Garrett Williams),0.8,1.6,16.0,2024,229
2,13:18,1.0,10.0,CAR 40,3.0,7.0,Bryce Young scrambles up the middle for 34 yards (tackle by Jalen Thompson),1.6,3.84,16.0,2024,229
2,12:34,1.0,10.0,ARI 26,3.0,7.0,Chuba Hubbard left tackle for 3 yards (tackle by Roy Lopez),3.84,3.7,16.0,2024,229
2,11:49,2.0,7.0,ARI 23,3.0,7.0,Bryce Young pass incomplete deep right intended for Jalen Coker,3.7,3.01,16.0,2024,229
2,11:44,3.0,7.0,ARI 23,3.0,13.0,"Bryce Young scrambles left end for 23 yards, touchdown. Penalty on Sean Murphy-Bunting: Illegal Contact, 5 yards (declined)",3.01,7.0,16.0,2024,229
2,11:35,,,ARI 15,3.0,13.0,Eddy Piñeiro kicks extra point no good,0.0,-1.0,16.0,2024,229
2,11:35,,,CAR 35,3.0,13.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.28,16.0,2024,229
2,11:35,1.0,10.0,ARI 20,3.0,13.0,James Conner up the middle for 3 yards (tackle by Shy Tuttle and A'Shawn Robinson),0.28,0.14,16.0,2024,229
2,10:51,2.0,7.0,ARI 23,3.0,13.0,James Conner left tackle for 5 yards (tackle by Xavier Woods and LaBryan Ray),0.14,0.1,16.0,2024,229
2,10:09,3.0,2.0,ARI 28,3.0,13.0,Kyler Murray pass complete short left to Trey McBride for 3 yards (tackle by Xavier Woods),0.1,1.0,16.0,2024,229
2,9:32,1.0,10.0,ARI 31,3.0,13.0,Kyler Murray pass incomplete short right,1.0,0.46,16.0,2024,229
2,9:24,2.0,10.0,ARI 31,3.0,13.0,"Kyler Murray aborted snap, recovered by Jonathan Harris at ARI-30",0.46,-3.58,16.0,2024,229
2,9:19,1.0,10.0,ARI 30,3.0,13.0,"Bryce Young pass complete deep left to David Moore for 21 yards (tackle by Jalen Thompson) ARI challenged the pass completion ruling, and the play was upheld.",3.58,5.14,16.0,2024,229
2,8:42,1.0,9.0,ARI 9,3.0,13.0,Mike Boone left tackle for 1 yard (tackle by Krys Barnes and Jalen Thompson),5.14,4.57,16.0,2024,229
2,8:08,2.0,8.0,ARI 8,3.0,13.0,Bryce Young pass incomplete short right intended for Jalen Coker,4.57,3.58,16.0,2024,229
2,8:01,3.0,8.0,ARI 8,3.0,19.0,"Bryce Young pass complete short right to Adam Thielen for 8 yards, touchdown",3.58,7.0,16.0,2024,229
2,7:55,,,ARI 15,3.0,20.0,Eddy Piñeiro kicks extra point good,0.0,0.0,16.0,2024,229
2,7:55,,,CAR 35,3.0,20.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,229
2,7:55,1.0,10.0,ARI 30,3.0,20.0,"Kyler Murray pass complete short left to James Conner for 1 yard (tackle by Jacoby Windmon). Penalty on Jacoby Windmon: Personal Foul / Defense, 15 yards (accepted)",0.94,1.99,16.0,2024,229
2,7:21,1.0,10.0,ARI 46,3.0,20.0,Kyler Murray pass complete short middle to Marvin Harrison for 12 yards (tackle by Xavier Woods),1.99,2.79,16.0,2024,229
2,6:49,1.0,10.0,CAR 42,3.0,20.0,Kyler Murray pass complete short right to James Conner for 36 yards (tackle by Michael Jackson),2.79,5.83,16.0,2024,229
2,6:02,1.0,6.0,CAR 6,9.0,20.0,"James Conner left end for 6 yards, touchdown",5.83,7.0,16.0,2024,229
2,5:57,,,CAR 15,10.0,20.0,Chad Ryland kicks extra point good,0.0,0.0,16.0,2024,229
2,5:57,,,ARI 35,10.0,20.0,"Chad Ryland kicks off 68 yards, returned by Raheem Blackshear for 23 yards (tackle by Victor Dimukeje)",0.0,0.28,16.0,2024,229
2,5:51,1.0,10.0,CAR 20,10.0,20.0,Bryce Young sacked by Baron Browning for no gain,0.28,-0.27,16.0,2024,229
2,5:15,2.0,10.0,CAR 20,10.0,20.0,Chuba Hubbard up the middle for 5 yards (tackle by Victor Dimukeje and Kyzir White),-0.27,-0.3,16.0,2024,229
2,4:36,3.0,5.0,CAR 25,10.0,20.0,Bryce Young pass incomplete short right,-0.3,-1.7,16.0,2024,229
2,4:27,4.0,5.0,CAR 25,10.0,20.0,"Johnny Hekker punts 43 yards, fair catch by Greg Dortch at ARI-32",-1.7,-1.07,16.0,2024,229
2,4:20,1.0,10.0,ARI 32,10.0,20.0,James Conner left end for 7 yards (tackle by A'Shawn Robinson),1.07,1.47,16.0,2024,229
2,3:39,2.0,3.0,ARI 39,10.0,20.0,Kyler Murray pass complete short left to James Conner for 10 yards (tackle by Jacoby Windmon),1.47,2.19,16.0,2024,229
2,2:59,1.0,10.0,ARI 49,10.0,20.0,James Conner up the middle for 6 yards (tackle by LaBryan Ray),2.19,2.46,16.0,2024,229
2,2:23,2.0,4.0,CAR 45,10.0,20.0,James Conner left guard for 10 yards (tackle by LaBryan Ray and Demani Richardson),2.46,3.25,16.0,2024,229
2,2:00,1.0,10.0,CAR 35,10.0,20.0,James Conner left tackle for 6 yards (tackle by Shy Tuttle and A'Shawn Robinson),3.25,3.51,16.0,2024,229
2,1:13,2.0,4.0,CAR 29,10.0,20.0,James Conner left tackle for 17 yards (tackle by DJ Johnson and Jaycee Horn),3.51,4.78,16.0,2024,229
2,0:28,1.0,10.0,CAR 12,10.0,20.0,James Conner right guard for 6 yards (tackle by Demani Richardson and Jacoby Windmon),4.78,5.21,16.0,2024,229
2,0:23,,,,,,Timeout #2 by Arizona Cardinals,,,16.0,2024,229
2,0:23,,,,,,Timeout #1 by Carolina Panthers,,,16.0,2024,229
2,0:23,2.0,4.0,CAR 6,10.0,20.0,Kyler Murray pass incomplete short left,5.21,4.38,16.0,2024,229
2,0:14,3.0,4.0,CAR 6,10.0,20.0,"Kyler Murray pass incomplete short middle intended for Trey McBride. Penalty on Jaycee Horn: Defensive Pass Interference, 5 yards (accepted) (no play)",4.38,6.97,16.0,2024,229
2,0:11,1.0,1.0,CAR 1,16.0,20.0,"Kyler Murray pass complete short right to DeeJay Dallas for 1 yard, touchdown",6.97,7.0,16.0,2024,229
2,0:07,,,CAR 15,17.0,20.0,Chad Ryland kicks extra point good,0.0,0.0,16.0,2024,229
2,0:07,,,ARI 35,17.0,20.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,229
2,0:07,1.0,10.0,CAR 30,17.0,20.0,Bryce Young kneels for -1 yards,0.94,0.26,16.0,2024,229
3,15:00,,,ARI 35,17.0,20.0,"Chad Ryland kicks off 67 yards, returned by Raheem Blackshear for 36 yards (tackle by Owen Pappoe)",0.0,1.2,16.0,2024,229
3,14:54,1.0,10.0,CAR 34,17.0,20.0,Chuba Hubbard up the middle for 12 yards (tackle by Max Melton and Jalen Thompson),1.2,1.99,16.0,2024,229
3,14:17,1.0,10.0,CAR 46,17.0,20.0,Bryce Young pass complete short right to Chuba Hubbard for 3 yards (tackle by Max Melton),1.99,1.86,16.0,2024,229
3,13:35,2.0,7.0,CAR 49,17.0,20.0,Chuba Hubbard left end for 3 yards (tackle by Dante Stills),1.86,1.55,16.0,2024,229
3,12:59,3.0,4.0,ARI 48,17.0,20.0,Bryce Young pass complete short left to Adam Thielen for 7 yards (tackle by Jalen Thompson),1.55,2.85,16.0,2024,229
3,12:25,1.0,10.0,ARI 41,17.0,20.0,Bryce Young pass complete short left to Chuba Hubbard for -1 yards (tackle by Sean Murphy-Bunting),2.85,2.17,16.0,2024,229
3,11:48,2.0,11.0,ARI 42,17.0,20.0,Chuba Hubbard up the middle for 5 yards (tackle by Kyzir White),2.17,2.15,16.0,2024,229
3,11:12,3.0,6.0,ARI 37,17.0,20.0,Bryce Young pass complete deep right to Adam Thielen for 20 yards (tackle by Garrett Williams),2.15,4.44,16.0,2024,229
3,10:25,1.0,10.0,ARI 17,17.0,20.0,Chuba Hubbard up the middle for 6 yards (tackle by Budda Baker and Naquan Jones),4.44,4.89,16.0,2024,229
3,9:46,2.0,4.0,ARI 11,17.0,20.0,Bryce Young pass incomplete short right intended for Chuba Hubbard (defended by Owen Pappoe),4.89,4.1,16.0,2024,229
3,9:40,3.0,4.0,ARI 11,17.0,20.0,Bryce Young pass incomplete short left,4.1,2.77,16.0,2024,229
3,9:34,4.0,4.0,ARI 11,17.0,23.0,Eddy Piñeiro 29 yard field goal good,2.77,3.0,16.0,2024,229
3,9:31,,,CAR 35,17.0,23.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,229
3,9:31,1.0,10.0,ARI 30,17.0,23.0,James Conner right tackle for 2 yards (tackle by Jadeveon Clowney and Jacoby Windmon),0.94,0.66,16.0,2024,229
3,8:54,2.0,8.0,ARI 32,17.0,23.0,"Kyler Murray pass complete deep right to Michael Wilson for 38 yards (tackle by Xavier Woods). Penalty on Xavier Woods: Illegal Contact, 5 yards (declined) . Penalty on Michael Jackson: Illegal Contact, 5 yards (declined)",0.66,3.58,16.0,2024,229
3,8:34,1.0,10.0,CAR 30,17.0,23.0,Kyler Murray scrambles left end for 3 yards (tackle by D.J. Wonnum and Chau Smith-Wade),3.58,3.44,16.0,2024,229
3,7:53,2.0,7.0,CAR 27,17.0,23.0,James Conner up the middle for 3 yards (tackle by Jacoby Windmon and Jadeveon Clowney),3.44,3.14,16.0,2024,229
3,7:12,3.0,4.0,CAR 24,17.0,23.0,Kyler Murray pass complete short right to Marvin Harrison for 9 yards (tackle by Chau Smith-Wade),3.14,4.58,16.0,2024,229
3,6:30,1.0,10.0,CAR 15,17.0,23.0,James Conner left guard for 1 yard (tackle by A'Shawn Robinson and Josey Jewell),4.58,4.11,16.0,2024,229
3,5:50,2.0,9.0,CAR 14,17.0,23.0,Kyler Murray pass complete short left to James Conner for 2 yards (tackle by Josey Jewell),4.11,3.58,16.0,2024,229
3,5:09,3.0,7.0,CAR 12,17.0,23.0,Kyler Murray pass incomplete short right intended for Marvin Harrison,3.58,2.63,16.0,2024,229
3,5:03,4.0,7.0,CAR 12,20.0,23.0,Chad Ryland 30 yard field goal good,2.63,3.0,16.0,2024,229
3,5:00,,,ARI 35,20.0,23.0,"Chad Ryland kicks off 62 yards, returned by Raheem Blackshear for 27 yards (tackle by Max Melton and Dadrion Taylor-Demerson)",0.0,0.94,16.0,2024,229
3,4:50,1.0,10.0,CAR 30,20.0,23.0,Chuba Hubbard up the middle for 12 yards (tackle by Owen Pappoe and Jalen Thompson),0.94,1.73,16.0,2024,229
3,4:10,1.0,10.0,CAR 42,20.0,23.0,Chuba Hubbard up the middle for 9 yards (tackle by Budda Baker),1.73,2.4,16.0,2024,229
3,3:28,2.0,1.0,ARI 49,20.0,23.0,Chuba Hubbard up the middle for 3 yards (tackle by Budda Baker and Khyiris Tonga),2.4,2.52,16.0,2024,229
3,2:50,1.0,10.0,ARI 46,20.0,23.0,Chuba Hubbard left guard for no gain (tackle by Khyiris Tonga),2.52,1.98,16.0,2024,229
3,2:14,2.0,10.0,ARI 46,20.0,23.0,Bryce Young sacked by Naquan Jones for -4 yards,1.98,0.76,16.0,2024,229
3,1:34,3.0,14.0,ARI 50,20.0,23.0,Bryce Young scrambles right end for 7 yards (tackle by Baron Browning and Dadrion Taylor-Demerson),0.76,0.4,16.0,2024,229
3,1:09,4.0,7.0,ARI 43,20.0,23.0,"Johnny Hekker punts 43 yards, touchback.",0.4,-0.28,16.0,2024,229
3,0:59,1.0,10.0,ARI 20,20.0,23.0,Michael Carter left guard for 3 yards (tackle by Josey Jewell),0.28,0.14,16.0,2024,229
3,0:20,2.0,7.0,ARI 23,20.0,23.0,Kyler Murray pass incomplete short left intended for Trey McBride (defended by Jacoby Windmon) (defended by Josey Jewell),0.14,-0.56,16.0,2024,229
3,0:16,3.0,7.0,ARI 23,20.0,23.0,Kyler Murray pass incomplete short left intended for Michael Wilson,-0.56,-1.83,16.0,2024,229
3,0:12,4.0,7.0,ARI 23,20.0,23.0,"Michael Palardy punts 37 yards, returned by Deven Thompkins for 2 yards (tackle by Joey Blount)",-1.83,-1.73,16.0,2024,229
3,0:03,1.0,10.0,CAR 42,20.0,23.0,Raheem Blackshear left end for 5 yards (tackle by Owen Pappoe),1.73,1.86,16.0,2024,229
4,15:00,2.0,5.0,CAR 47,20.0,23.0,Bryce Young pass complete short left to Tommy Tremble for 15 yards (tackle by Kyzir White),1.86,3.05,16.0,2024,229
4,14:20,1.0,10.0,ARI 38,20.0,23.0,Raheem Blackshear up the middle for 3 yards (tackle by L.J. Collier and Roy Lopez),3.05,2.91,16.0,2024,229
4,13:40,2.0,7.0,ARI 35,20.0,23.0,Bryce Young pass complete short right to Tommy Tremble for 12 yards (tackle by Jalen Thompson),2.91,4.04,16.0,2024,229
4,12:59,1.0,10.0,ARI 23,20.0,23.0,Raheem Blackshear left tackle for 5 yards (tackle by Kyzir White and Garrett Williams),4.04,4.21,16.0,2024,229
4,12:10,2.0,5.0,ARI 18,20.0,29.0,"Bryce Young pass complete deep left to David Moore for 18 yards, touchdown",4.21,7.0,16.0,2024,229
4,12:04,,,ARI 15,20.0,30.0,Eddy Piñeiro kicks extra point good,0.0,0.0,16.0,2024,229
4,12:04,,,CAR 35,20.0,30.0,"Eddy Piñeiro kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,229
4,12:04,1.0,10.0,ARI 30,20.0,30.0,Kyler Murray pass incomplete short left intended for Michael Wilson,0.94,0.39,16.0,2024,229
4,11:59,2.0,10.0,ARI 30,20.0,30.0,Greg Dortch left end for 8 yards (tackle by Michael Jackson),0.39,0.76,16.0,2024,229
4,11:17,3.0,2.0,ARI 38,20.0,30.0,Kyler Murray scrambles right end for 4 yards (tackle by Demani Richardson),0.76,1.73,16.0,2024,229
4,10:40,1.0,10.0,ARI 42,20.0,30.0,Kyler Murray sacked by Jacoby Windmon for -3 yards,1.73,0.78,16.0,2024,229
4,9:55,2.0,13.0,ARI 39,20.0,30.0,Kyler Murray pass complete short left to Michael Carter for 18 yards (tackle by Demani Richardson),0.78,2.72,16.0,2024,229
4,9:12,1.0,10.0,CAR 43,20.0,30.0,Kyler Murray pass complete short right to Greg Dortch for 19 yards (tackle by Demani Richardson),2.72,3.97,16.0,2024,229
4,8:27,1.0,10.0,CAR 24,20.0,30.0,Kyler Murray pass complete short left to Michael Carter for 3 yards (tackle by Jacoby Windmon and Michael Jackson),3.97,3.84,16.0,2024,229
4,7:51,2.0,7.0,CAR 21,20.0,30.0,Kyler Murray pass complete short right to Michael Wilson for 6 yards (tackle by Michael Jackson),3.84,4.17,16.0,2024,229
4,7:06,3.0,1.0,CAR 15,20.0,30.0,"Kyler Murray pass incomplete short right. Penalty on Evan Brown: Ineligible Downfield Pass, 5 yards (accepted) (no play)",4.17,3.27,16.0,2024,229
4,7:03,3.0,6.0,CAR 20,26.0,30.0,"Kyler Murray right end for 20 yards, touchdown",3.27,7.0,16.0,2024,229
4,6:56,,,CAR 15,27.0,30.0,Chad Ryland kicks extra point good,0.0,0.0,16.0,2024,229
4,6:56,,,ARI 35,27.0,30.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,229
4,6:56,1.0,10.0,CAR 30,27.0,30.0,"Chuba Hubbard right tackle for no gain (tackle by Owen Pappoe and Kyzir White). Penalty on Robert Hunt: Offensive Holding, 10 yards (accepted) (no play)",0.94,0.28,16.0,2024,229
4,6:28,1.0,20.0,CAR 20,27.0,30.0,Bryce Young pass complete short left to Jalen Coker for 4 yards (tackle by Garrett Williams),0.28,-0.42,16.0,2024,229
4,5:53,2.0,16.0,CAR 24,27.0,30.0,Bryce Young pass incomplete short right intended for David Moore,-0.42,-1.09,16.0,2024,229
4,5:50,3.0,16.0,CAR 24,27.0,30.0,Bryce Young pass complete short right to Chuba Hubbard for 6 yards (tackle by Kyzir White and Garrett Williams),-1.09,-1.37,16.0,2024,229
4,5:00,4.0,10.0,CAR 30,27.0,30.0,"Penalty on Bryce Young: Delay of Game, 5 yards (accepted) (no play)",-1.37,-1.7,16.0,2024,229
4,5:00,4.0,15.0,CAR 25,27.0,30.0,Johnny Hekker punts 37 yards downed by Sam Franklin,-1.7,-1.47,16.0,2024,229
4,4:52,1.0,10.0,ARI 38,27.0,30.0,"Kyler Murray pass incomplete short right intended for Michael Wilson (defended by Jadeveon Clowney). Penalty on Xavier Woods: Defensive Pass Interference, 14 yards (accepted) (no play)",1.47,2.39,16.0,2024,229
4,4:45,1.0,10.0,CAR 48,27.0,30.0,Kyler Murray pass complete short left to Michael Carter for -1 yards (tackle by Chau Smith-Wade),2.39,1.71,16.0,2024,229
4,4:04,2.0,11.0,CAR 49,27.0,30.0,Michael Carter left end for no gain (tackle by A'Shawn Robinson and D.J. Wonnum),1.71,1.03,16.0,2024,229
4,3:20,3.0,11.0,CAR 49,27.0,30.0,Kyler Murray pass deep right intended for Michael Wilson is intercepted by Demani Richardson at CAR-11 and returned for 3 yards,1.03,0.28,16.0,2024,229
4,3:10,1.0,10.0,CAR 14,27.0,30.0,Chuba Hubbard right guard for no gain (tackle by Zaven Collins and Darius Robinson),-0.28,-0.75,16.0,2024,229
4,3:04,2.0,10.0,CAR 14,27.0,30.0,Bryce Young pass complete short middle to Tommy Tremble for 5 yards (tackle by Kyzir White),-0.75,-0.8,16.0,2024,229
4,2:22,3.0,5.0,CAR 19,27.0,30.0,Bryce Young pass complete short left to Dan Chisena for 23 yards (tackle by Budda Baker),-0.8,1.73,16.0,2024,229
4,2:15,1.0,10.0,CAR 42,27.0,30.0,Chuba Hubbard right tackle for 3 yards (tackle by Jalen Thompson),1.73,1.59,16.0,2024,229
4,2:09,,,,,,Timeout #2 by Arizona Cardinals,,,16.0,2024,229
4,2:09,2.0,7.0,CAR 45,27.0,30.0,Chuba Hubbard up the middle for 4 yards (tackle by Kyzir White and Budda Baker),1.59,1.42,16.0,2024,229
4,2:00,3.0,3.0,CAR 49,27.0,30.0,Bryce Young pass incomplete short left intended for Dan Chisena,1.42,-0.13,16.0,2024,229
4,1:57,4.0,3.0,CAR 49,27.0,30.0,"Penalty on Bryce Young: Delay of Game, 5 yards (accepted) (no play)",-0.13,-0.46,16.0,2024,229
4,1:57,4.0,8.0,CAR 44,27.0,30.0,"Johnny Hekker punts 43 yards, returned by Greg Dortch for 13 yards (tackle by Nick Scott and Cam Gill)",-0.46,-0.67,16.0,2024,229
4,1:47,1.0,10.0,ARI 26,27.0,30.0,Kyler Murray scrambles right end for 9 yards (tackle by A'Shawn Robinson),0.67,1.35,16.0,2024,229
4,1:25,2.0,1.0,ARI 35,27.0,30.0,Kyler Murray pass complete short middle to Michael Carter for 5 yards (tackle by Josey Jewell),1.35,1.6,16.0,2024,229
4,1:04,1.0,10.0,ARI 40,27.0,30.0,Kyler Murray pass complete short middle to Trey McBride for 11 yards (tackle by Dane Jackson and Jaycee Horn),1.6,2.32,16.0,2024,229
4,0:47,1.0,10.0,CAR 49,27.0,30.0,Kyler Murray pass complete short left to Michael Carter for 5 yards (tackle by Chau Smith-Wade),2.32,2.52,16.0,2024,229
4,0:28,2.0,4.0,CAR 44,27.0,30.0,Kyler Murray pass incomplete short left,2.52,1.82,16.0,2024,229
4,0:22,3.0,4.0,CAR 44,27.0,30.0,Kyler Murray scrambles right end for 5 yards (tackle by Jacoby Windmon),1.82,2.98,16.0,2024,229
4,0:02,,,,,,Timeout #3 by Arizona Cardinals,,,16.0,2024,229
4,0:02,1.0,10.0,CAR 39,30.0,30.0,Chad Ryland 58 yard field goal good,2.98,3.0,16.0,2024,229
,,,,,,,"Panthers won the coin toss, Panthers to receive the overtime kickoff.",,,16.0,2024,229
OT,10:00,,,ARI 35,30.0,30.0,"Chad Ryland kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,229
OT,10:00,1.0,10.0,CAR 30,30.0,30.0,Bryce Young pass complete short right to Adam Thielen for 1 yard (tackle by Sean Murphy-Bunting),0.94,0.53,16.0,2024,229
OT,9:18,2.0,9.0,CAR 31,30.0,30.0,Chuba Hubbard up the middle for 7 yards (tackle by Zaven Collins),0.53,0.76,16.0,2024,229
OT,8:38,3.0,2.0,CAR 38,30.0,30.0,Bryce Young sacked by Kyzir White for -5 yards,0.76,-1.18,16.0,2024,229
OT,7:52,4.0,7.0,CAR 33,30.0,30.0,Johnny Hekker punts 57 yards downed by Lonnie Johnson,-1.18,0.38,16.0,2024,229
OT,7:39,1.0,10.0,ARI 10,30.0,30.0,Kyler Murray pass incomplete short left intended for Marvin Harrison (defended by Michael Jackson),-0.38,-0.78,16.0,2024,229
OT,7:34,,,,,,Timeout #1 by Arizona Cardinals,,,16.0,2024,229
