Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Panthers won the coin toss and deferred, Cardinals to receive the opening kickoff.",,,16.0,2024,229
1,15:00,,,CAR 35,0.0,0.0,"Eddy Piñeiro kicks off 25 yards,. Penalty on Eddy Piñeiro: Kickoff Short of Landing Zone (accepted)",0.0,1.6,16.0,2024,229
1,15:00,1.0,10.0,ARI 40,0.0,0.0,"Kyler Murray pass complete short left to Trey McBride for no gain (tackle by Demani Richardson). Penalty on Marvin Harrison: Offensive Offside, 5 yards (accepted) (no play)",1.6,1.27,16.0,2024,229
1,14:34,1.0,15.0,ARI 35,0.0,0.0,James Conner up the middle for no gain (tackle by Chau Smith-Wade and Demani Richardson),1.27,0.38,16.0,2024,229
1,13:53,2.0,15.0,ARI 35,0.0,0.0,Kyler Murray pass complete short right to Marvin Harrison for 11 yards (tackle by Michael Jackson),0.38,1.16,16.0,2024,229
1,13:10,3.0,4.0,ARI 46,0.0,0.0,Kyler Murray pass incomplete deep left intended for Marvin Harrison,1.16,-0.32,16.0,2024,229
1,13:05,4.0,4.0,ARI 46,0.0,0.0,"Michael Palardy punts 34 yards out of bounds. Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted)",-0.32,-0.94,16.0,2024,229
1,12:53,1.0,10.0,CAR 30,0.0,0.0,Bryce Young pass incomplete deep right intended for Adam Thielen (defended by Starling Thomas),0.94,0.39,16.0,2024,229
1,12:49,2.0,10.0,CAR 30,0.0,0.0,Chuba Hubbard left tackle for 6 yards (tackle by Owen Pappoe and Sean Murphy-Bunting),0.39,0.5,16.0,2024,229
1,12:09,3.0,4.0,CAR 36,0.0,0.0,Bryce Young scrambles up the middle for 5 yards (tackle by Dadrion Taylor-Demerson and Xavier Thomas),0.5,1.66,16.0,2024,229
1,11:27,1.0,10.0,CAR 41,0.0,0.0,Chuba Hubbard up the middle for 9 yards (tackle by Garrett Williams),1.66,2.34,16.0,2024,229
1,10:48,2.0,1.0,ARI 50,0.0,0.0,"Bryce Young pass incomplete deep right intended for Jalen Coker. Penalty on Budda Baker: Defensive Pass Interference, 20 yards (accepted) (no play)",2.34,3.58,16.0,2024,229
1,10:40,1.0,10.0,ARI 30,0.0,0.0,Bryce Young pass complete short right to Chuba Hubbard for 5 yards (tackle by Sean Murphy-Bunting),3.58,3.71,16.0,2024,229
1,9:59,2.0,5.0,ARI 25,0.0,0.0,Chuba Hubbard right guard for no gain (tackle by Budda Baker and Roy Lopez),3.71,3.01,16.0,2024,229
1,9:21,3.0,5.0,ARI 25,0.0,0.0,Bryce Young pass complete short middle to Jalen Coker for 4 yards (tackle by Dadrion Taylor-Demerson),3.01,2.21,16.0,2024,229
1,8:46,4.0,1.0,ARI 21,0.0,0.0,Chuba Hubbard up the middle for 7 yards (tackle by Starling Thomas),2.21,4.65,16.0,2024,229
1,8:07,1.0,10.0,ARI 14,0.0,0.0,Deven Thompkins left end for 9 yards (tackle by Sean Murphy-Bunting),4.65,5.67,16.0,2024,229
1,7:30,2.0,1.0,ARI 5,0.0,0.0,Chuba Hubbard right guard for no gain (tackle by Naquan Jones),5.67,4.96,16.0,2024,229
1,6:50,3.0,1.0,ARI 5,0.0,0.0,David Moore left end for no gain (tackle by Jalen Thompson),4.96,3.03,16.0,2024,229
1,6:31,4.0,1.0,ARI 5,0.0,0.0,Chuba Hubbard up the middle for 1 yard (tackle by Khyiris Tonga and Krys Barnes),3.03,6.28,16.0,2024,229
1,5:55,1.0,4.0,ARI 4,0.0,0.0,Chuba Hubbard left guard for 1 yard (tackle by Krys Barnes and Darius Robinson),6.28,5.53,16.0,2024,229
1,5:14,2.0,3.0,ARI 3,0.0,0.0,Bryce Young pass incomplete short right intended for Jalen Coker (defended by Jalen Thompson),5.53,4.72,16.0,2024,229
