Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Lions won the coin toss and deferred, Bears to receive the opening kickoff.",,,16.0,2024,230
1.0,15:00,,,DET 35,0.0,0.0,"Jake Bates kicks off 56 yards, returned by Tyler Scott for 17 yards (tackle by Pat O'Connor)",0.0,0.67,16.0,2024,230
1.0,14:55,1.0,10.0,CHI 26,0.0,0.0,Caleb Williams pass incomplete short left intended for Keenan Allen,0.67,0.13,16.0,2024,230
1.0,14:51,2.0,10.0,CHI 26,0.0,0.0,Caleb Williams pass complete short middle to D.J. Moore for 1 yard (tackle by Levi Onwuzurike),0.13,-0.43,16.0,2024,230
1.0,14:09,3.0,9.0,CHI 27,0.0,0.0,Caleb Williams pass incomplete deep right intended for Keenan Allen,-0.43,-1.57,16.0,2024,230
1.0,14:00,4.0,9.0,CHI 27,0.0,0.0,"Tory Taylor punts 49 yards, returned by Tom Kennedy for 9 yards (tackle by Scott Daly)",-1.57,-1.14,16.0,2024,230
1.0,13:49,1.0,10.0,DET 33,0.0,0.0,Jahmyr Gibbs left tackle for 8 yards (tackle by Elijah Hicks),1.14,1.67,16.0,2024,230
1.0,13:09,2.0,2.0,DET 41,0.0,0.0,"Jared Goff pass complete short left to Jameson Williams for 5 yards. Penalty on Jameson Williams: Taunting / Offense, 15 yards (accepted)",1.67,1.0,16.0,2024,230
1.0,13:02,1.0,10.0,DET 31,0.0,0.0,Jahmyr Gibbs left tackle for 5 yards (tackle by Zacch Pickens and Tremaine Edmunds),1.0,1.14,16.0,2024,230
1.0,12:23,2.0,5.0,DET 36,0.0,0.0,Jared Goff pass complete short right to Sam LaPorta for 17 yards (tackle by Jaylon Johnson and Kyler Gordon),1.14,2.46,16.0,2024,230
1.0,11:53,1.0,10.0,CHI 47,0.0,0.0,Jared Goff pass complete deep right to Amon-Ra St. Brown for 28 yards (tackle by Kevin Byard),2.46,4.31,16.0,2024,230
1.0,11:11,1.0,10.0,CHI 19,0.0,0.0,Jahmyr Gibbs right guard for 5 yards (tackle by Tremaine Edmunds),4.31,4.53,16.0,2024,230
1.0,10:32,2.0,5.0,CHI 14,0.0,0.0,Jahmyr Gibbs right tackle for 2 yards (tackle by Jack Sanborn and Jacob Martin),4.53,4.19,16.0,2024,230
1.0,9:47,3.0,3.0,CHI 12,0.0,0.0,Jared Goff pass incomplete short left intended for Sam LaPorta,4.19,2.73,16.0,2024,230
1.0,9:39,4.0,3.0,CHI 12,3.0,0.0,Jake Bates 30 yard field goal good,2.73,3.0,16.0,2024,230
1.0,9:35,,,DET 35,3.0,0.0,"Jake Bates kicks off 63 yards, returned by Tyler Scott for 29 yards (tackle by Pat O'Connor)",0.0,1.0,16.0,2024,230
1.0,9:29,1.0,10.0,CHI 31,3.0,0.0,"D'Andre Swift left end for no gain (tackle by Terrion Arnold). Penalty on Pat O'Connor: Defensive Offside, 5 yards (accepted) (no play)",1.0,1.73,16.0,2024,230
1.0,9:06,1.0,5.0,CHI 36,3.0,0.0,D.J. Moore left end for 2 yards (tackle by Ben Niemann),1.73,1.41,16.0,2024,230
1.0,8:31,2.0,3.0,CHI 38,3.0,0.0,"Caleb Williams aborted snap, recovered by Josh Paschal at CHI-36",1.41,-3.18,16.0,2024,230
1.0,8:27,1.0,10.0,CHI 36,3.0,0.0,Jared Goff pass complete short right to Jahmyr Gibbs for 23 yards (tackle by T.J. Edwards and Tyrique Stevenson),3.18,4.71,16.0,2024,230
1.0,7:48,1.0,10.0,CHI 13,3.0,0.0,Jared Goff pass incomplete short right intended for Sam LaPorta,4.71,4.05,16.0,2024,230
1.0,7:44,2.0,10.0,CHI 13,3.0,0.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 4 yards (tackle by Elijah Hicks),4.05,3.88,16.0,2024,230
1.0,7:14,3.0,6.0,CHI 9,3.0,0.0,"Jahmyr Gibbs right tackle for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Jahmyr Gibbs right tackle for 8 yards (tackle by Tremaine Edmunds and Kevin Byard)",3.88,6.97,16.0,2024,230
1.0,6:49,1.0,1.0,CHI 1,3.0,0.0,Jahmyr Gibbs right guard for no gain (tackle by Tyrique Stevenson and Tremaine Edmunds),6.97,5.91,16.0,2024,230
1.0,6:15,2.0,1.0,CHI 1,3.0,0.0,Jahmyr Gibbs right tackle for no gain (tackle by Kevin Byard),5.91,5.17,16.0,2024,230
1.0,5:37,3.0,1.0,CHI 1,9.0,0.0,"Jahmyr Gibbs left guard for 1 yard, touchdown",5.17,7.0,16.0,2024,230
1.0,5:34,,,CHI 15,10.0,0.0,Jake Bates kicks extra point good,0.0,0.0,16.0,2024,230
1.0,5:34,,,DET 35,10.0,0.0,"Jake Bates kicks off 62 yards, returned by Tyler Scott for 26 yards (tackle by David Long)",0.0,0.87,16.0,2024,230
1.0,5:28,1.0,10.0,CHI 29,10.0,0.0,Caleb Williams pass complete short right to D.J. Moore for 11 yards (tackle by Brian Branch and Jack Campbell),0.87,1.6,16.0,2024,230
1.0,4:48,1.0,10.0,CHI 40,10.0,0.0,"D'Andre Swift right end for 1 yard (tackle by Terrion Arnold). Penalty on D.J. Moore: Offensive Holding, 10 yards (accepted)",1.6,1.0,16.0,2024,230
1.0,4:22,1.0,19.0,CHI 31,10.0,0.0,Caleb Williams pass complete short left to D'Andre Swift for 10 yards (tackle by Amik Robertson),1.0,1.19,16.0,2024,230
1.0,3:40,2.0,9.0,CHI 41,10.0,0.0,"Caleb Williams pass complete short right to Rome Odunze for 19 yards. Rome Odunze fumbles (tackle by Brian Branch, recovered by Ben Niemann at DET-40",1.19,-1.6,16.0,2024,230
1.0,3:28,1.0,10.0,DET 40,10.0,0.0,Jared Goff pass complete deep left to Jameson Williams for 17 yards (tackle by Jonathan Owens),1.6,2.72,16.0,2024,230
1.0,2:53,1.0,10.0,CHI 43,10.0,0.0,Jahmyr Gibbs right guard for 12 yards (tackle by Jonathan Owens),2.72,3.51,16.0,2024,230
1.0,2:15,1.0,10.0,CHI 31,10.0,0.0,Jahmyr Gibbs left end for 11 yards (tackle by Chris Williams),3.51,4.24,16.0,2024,230
1.0,1:31,1.0,10.0,CHI 20,10.0,0.0,Craig Reynolds left tackle for -1 yards (tackle by Kevin Byard),4.24,3.56,16.0,2024,230
1.0,0:55,2.0,11.0,CHI 21,10.0,0.0,Jared Goff pass complete short left to Sam LaPorta for 5 yards (tackle by T.J. Edwards),3.56,3.52,16.0,2024,230
1.0,0:12,3.0,6.0,CHI 16,10.0,0.0,Jared Goff pass incomplete short right intended for Jameson Williams,3.52,2.4,16.0,2024,230
1.0,0:06,4.0,6.0,CHI 16,13.0,0.0,Jake Bates 34 yard field goal good,2.4,3.0,16.0,2024,230
1.0,0:02,,,DET 35,13.0,0.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,230
1.0,0:02,1.0,10.0,CHI 30,13.0,0.0,Caleb Williams pass complete deep left to Keenan Allen for 21 yards (tackle by Jack Campbell),0.94,2.32,16.0,2024,230
2.0,15:00,1.0,10.0,DET 49,13.0,0.0,"D'Andre Swift right guard for no gain (tackle by Brian Branch and Jack Campbell). Penalty on Matt Pryor: Offensive Holding, 10 yards (accepted) (no play)",2.32,1.66,16.0,2024,230
2.0,14:33,1.0,20.0,CHI 41,13.0,0.0,Caleb Williams pass incomplete short left,1.66,0.43,16.0,2024,230
2.0,14:29,2.0,20.0,CHI 41,13.0,0.0,Caleb Williams pass incomplete short right intended for Rome Odunze (defended by Jack Campbell) (defended by Amik Robertson),0.43,-0.23,16.0,2024,230
2.0,14:21,3.0,20.0,CHI 41,13.0,0.0,Caleb Williams pass complete short left to D'Andre Swift for 10 yards (tackle by Jack Campbell),-0.23,0.0,16.0,2024,230
2.0,13:39,4.0,10.0,DET 49,13.0,0.0,"Tory Taylor punts 42 yards, fair catch by Tom Kennedy at DET-7",0.0,0.38,16.0,2024,230
2.0,13:32,1.0,10.0,DET 7,13.0,0.0,Jahmyr Gibbs left end for 11 yards (tackle by Jack Sanborn),-0.38,0.04,16.0,2024,230
2.0,12:59,1.0,10.0,DET 18,19.0,0.0,"Jared Goff pass complete deep middle to Jameson Williams for 82 yards, touchdown",0.04,7.0,16.0,2024,230
2.0,12:49,,,CHI 15,20.0,0.0,Jake Bates kicks extra point good,0.0,0.0,16.0,2024,230
2.0,12:49,,,DET 35,20.0,0.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,230
2.0,12:49,1.0,10.0,CHI 30,20.0,0.0,D'Andre Swift left tackle for 2 yards (tackle by Amik Robertson),0.94,0.66,16.0,2024,230
2.0,12:13,2.0,8.0,CHI 32,20.0,0.0,Caleb Williams pass incomplete deep left intended for D.J. Moore,0.66,-0.03,16.0,2024,230
2.0,12:06,3.0,8.0,CHI 32,20.0,0.0,"Caleb Williams pass complete short middle to Rome Odunze for 15 yards (tackle by Brian Branch). Penalty on Za'Darius Smith: Illegal Use of Hands / Defense, 5 yards (declined)",-0.03,2.06,16.0,2024,230
2.0,11:35,1.0,10.0,CHI 47,20.0,0.0,"Penalty on Coleman Shelton: False Start, 5 yards (accepted) (no play)",2.06,1.73,16.0,2024,230
2.0,11:30,1.0,15.0,CHI 42,20.0,0.0,Caleb Williams pass complete short left to D'Andre Swift for 13 yards (tackle by Ifeatu Melifonwu and Terrion Arnold),1.73,2.6,16.0,2024,230
2.0,11:04,2.0,2.0,DET 45,20.0,0.0,D'Andre Swift right guard for 7 yards (tackle by Ifeatu Melifonwu),2.6,3.05,16.0,2024,230
2.0,10:28,1.0,10.0,DET 38,20.0,0.0,D'Andre Swift right guard for 4 yards (tackle by Jack Campbell and Pat O'Connor),3.05,3.05,16.0,2024,230
2.0,10:01,2.0,6.0,DET 34,20.0,0.0,Caleb Williams pass incomplete short middle intended for Collin Johnson (defended by Amik Robertson),3.05,2.34,16.0,2024,230
2.0,9:56,3.0,6.0,DET 34,20.0,0.0,Roschon Johnson right guard for 3 yards (tackle by Levi Onwuzurike),2.34,1.38,16.0,2024,230
