Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
James Conner,ARI,15,117,1,4.0,75,5.0,42,2.8,4,3.8,16.0,2024,229
Kyler Murray,ARI,8,63,1,4.0,54,6.8,9,1.1,1,8.0,16.0,2024,229
Michael Carter,ARI,5,18,0,1.0,7,1.4,11,2.2,0,,16.0,2024,229
Greg Dortch,ARI,1,8,0,0.0,6,6.0,2,2.0,0,,16.0,2024,229
Chuba Hubbard,CAR,25,152,2,8.0,73,2.9,79,3.2,3,8.3,16.0,2024,229
Bryce Young,CAR,5,68,1,3.0,62,12.4,6,1.2,0,,16.0,2024,229
Raheem Blackshear,CAR,3,13,0,,5,1.7,8,2.7,0,,16.0,2024,229
Mike Boone,CAR,1,1,0,,1,1.0,0,0.0,0,,16.0,2024,229
David Moore,CAR,1,0,0,0.0,0,0.0,0,0.0,0,,16.0,2024,229
Deven Thompkins,CAR,1,9,0,,7,7.0,2,2.0,0,,16.0,2024,229
