Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Broncos,-5.0,12.91,10.22,3.75,0.0,-17.32,-17.72,-1.93,3.88,-1.66,-7.22,5.64,1.69,-1.36,-0.41,16.0,2024,225
Chargers,5.0,17.32,17.72,1.93,-3.88,-12.91,-10.22,-3.75,0.0,1.66,-5.64,7.22,1.36,-1.69,0.41,16.0,2024,225
