Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jerome Ford,CLE,11,92,1,3.0,83,7.5,9,0.8,0,,16.0,2024,231
Dorian Thompson-Robinson,CLE,9,49,0,3.0,49,5.4,0,0.0,0,,16.0,2024,231
D'Onta Foreman,CLE,2,1,0,1.0,1,0.5,0,0.0,0,,16.0,2024,231
Pierre Strong,CLE,2,6,0,,4,2.0,2,1.0,0,,16.0,2024,231
Chase Brown,CIN,18,91,0,5.0,69,3.8,22,1.2,1,18.0,16.0,2024,231
Joe Burrow,CIN,2,19,0,1.0,19,9.5,0,0.0,0,,16.0,2024,231
Jake Browning,CIN,1,-1,0,,-1,-1.0,0,0.0,0,,16.0,2024,231
Ja'Marr Chase,CIN,1,7,0,0.0,7,7.0,0,0.0,0,,16.0,2024,231
