Player,Pos,home_team,team,week,year,game_id
Aidan O'Connell,QB,1,Raiders,16.0,2024,237
Alexander Mattison,RB,1,Raiders,16.0,2024,237
Jakobi Meyers,WR,1,Raiders,16.0,2024,237
Tre Tucker,WR,1,Raiders,16.0,2024,237
Michael Mayer,TE,1,Raiders,16.0,2024,237
Brock Bowers,TE,1,Raiders,16.0,2024,237
Delmar Glaze,OT,1,Raiders,16.0,2024,237
Kolton Miller,T,1,Raiders,16.0,2024,237
Jackson Powers-Johnson,OG,1,Raiders,16.0,2024,237
Dylan Parham,G,1,Raiders,16.0,2024,237
Andre James,C,1,Raiders,16.0,2024,237
Charles Snowden,DE,1,Raiders,16.0,2024,237
K'Lavon Chaisson,DE,1,Raiders,16.0,2024,237
Adam Butler,DT,1,Raiders,16.0,2024,237
Jonah Laulu,DT,1,Raiders,16.0,2024,237
John Jenkins,DT,1,Raiders,16.0,2024,237
Divine Deablo,LB,1,Raiders,16.0,2024,237
Robert Spillane,LB,1,Raiders,16.0,2024,237
Decamerion Richardson,CB,1,Raiders,16.0,2024,237
Jack Jones,CB,1,Raiders,16.0,2024,237
Tre'von Moehrig,S,1,Raiders,16.0,2024,237
Isaiah Pola-Mao,S,1,Raiders,16.0,2024,237
