Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Matt Goncalves,T,62,100%,0,0%,7,23%,1,Colts,16.0,2024,232
Bernhard Raimann,T,62,100%,0,0%,7,23%,1,Colts,16.0,2024,232
Ryan Kelly,C,62,100%,0,0%,0,0%,1,Colts,16.0,2024,232
Mark Glowinski,G,62,100%,0,0%,0,0%,1,Colts,16.0,2024,232
Anthony Richardson,QB,62,100%,0,0%,0,0%,1,Colts,16.0,2024,232
Michael Pittman Jr.,WR,61,98%,0,0%,0,0%,1,Colts,16.0,2024,232
Quenton Nelson,G,60,97%,0,0%,0,0%,1,Colts,16.0,2024,232
Adonai Mitchell,WR,55,89%,0,0%,0,0%,1,Colts,16.0,2024,232
Jonathan Taylor,RB,47,76%,0,0%,0,0%,1,Colts,16.0,2024,232
Josh Downs,WR,36,58%,0,0%,0,0%,1,Colts,16.0,2024,232
Andrew Ogletree,TE,35,56%,0,0%,9,30%,1,Colts,16.0,2024,232
Mo Alie-Cox,TE,30,48%,0,0%,8,27%,1,Colts,16.0,2024,232
Kylen Granson,TE,19,31%,0,0%,15,50%,1,Colts,16.0,2024,232
Ashton Dulin,WR,9,15%,0,0%,19,63%,1,Colts,16.0,2024,232
Trey Sermon,RB,9,15%,0,0%,0,0%,1,Colts,16.0,2024,232
Tyler Goodson,RB,6,10%,0,0%,6,20%,1,Colts,16.0,2024,232
Will Mallory,TE,3,5%,0,0%,2,7%,1,Colts,16.0,2024,232
Tanor Bortolini,C,2,3%,0,0%,7,23%,1,Colts,16.0,2024,232
Nick Cross,SS,0,0%,61,100%,6,20%,1,Colts,16.0,2024,232
Zaire Franklin,LB,0,0%,61,100%,5,17%,1,Colts,16.0,2024,232
Julian Blackmon,FS,0,0%,61,100%,5,17%,1,Colts,16.0,2024,232
Jaylon Carlies,LB,0,0%,60,98%,10,33%,1,Colts,16.0,2024,232
Kenny Moore,CB,0,0%,60,98%,3,10%,1,Colts,16.0,2024,232
Jaylon Jones,CB,0,0%,51,84%,2,7%,1,Colts,16.0,2024,232
DeForest Buckner,DT,0,0%,48,79%,0,0%,1,Colts,16.0,2024,232
Samuel Womack,CB,0,0%,45,74%,2,7%,1,Colts,16.0,2024,232
Laiatu Latu,DE,0,0%,39,64%,0,0%,1,Colts,16.0,2024,232
Grover Stewart,DT,0,0%,36,59%,12,40%,1,Colts,16.0,2024,232
Dayo Odeyingbo,DE,0,0%,33,54%,5,17%,1,Colts,16.0,2024,232
Kwity Paye,DE,0,0%,33,54%,2,7%,1,Colts,16.0,2024,232
Tyquan Lewis,DE,0,0%,28,46%,0,0%,1,Colts,16.0,2024,232
Grant Stuard,LB,0,0%,16,26%,23,77%,1,Colts,16.0,2024,232
Taven Bryan,DT,0,0%,14,23%,12,40%,1,Colts,16.0,2024,232
Raekwon Davis,NT,0,0%,13,21%,3,10%,1,Colts,16.0,2024,232
David Long,CB,0,0%,9,15%,14,47%,1,Colts,16.0,2024,232
Ronnie Harrison,DB,0,0%,1,2%,20,67%,1,Colts,16.0,2024,232
Cameron McGrone,LB,0,0%,1,2%,18,60%,1,Colts,16.0,2024,232
Rodney Thomas II,FS,0,0%,1,2%,9,30%,1,Colts,16.0,2024,232
Segun Olubi,LB,0,0%,0,0%,21,70%,1,Colts,16.0,2024,232
Adetomiwa Adebawore,DT,0,0%,0,0%,14,47%,1,Colts,16.0,2024,232
Matt Gay,K,0,0%,0,0%,14,47%,1,Colts,16.0,2024,232
Rigoberto Sanchez,P,0,0%,0,0%,11,37%,1,Colts,16.0,2024,232
Luke Rhodes,LS,0,0%,0,0%,11,37%,1,Colts,16.0,2024,232
Anthony Gould,WR,0,0%,0,0%,9,30%,1,Colts,16.0,2024,232
Blake Freeland,T,0,0%,0,0%,7,23%,1,Colts,16.0,2024,232
Danny Pinter,C,0,0%,0,0%,7,23%,1,Colts,16.0,2024,232
Tre Flowers,CB,0,0%,0,0%,5,17%,1,Colts,16.0,2024,232
