Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Sam Darnold,MIN,22,35,246,12,31.6,268,7.7,157,7.1,4.5,89,4.0,3,8.6%,4,11.4%,3,6,0,4,7,17.5%,2,7.0,16.0,2024,235
Geno Smith,SEA,31,43,314,17,37.8,332,7.7,153,4.9,3.6,161,5.2,1,2.4%,3,7.1%,2,9,1,6,9,19.6%,1,8.0,16.0,2024,235
