Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Packers,34.0,22.29,8.84,12.53,0.0,16.18,12.5,1.69,8.76,-3.84,-6.37,1.4,-0.57,-1.86,3.56,16.0,2024,240
Saints,-34.0,-16.18,-12.5,-1.69,-8.76,-22.29,-8.84,-12.53,0.0,3.84,-1.4,6.37,1.86,0.57,-3.56,16.0,2024,240
