Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Brock Hoffman,C,60,100%,0,0%,6,20%,1,Cowboys,16.0,2024,239
Terence Steele,T,60,100%,0,0%,6,20%,1,Cowboys,16.0,2024,239
Tyler Smith,G,60,100%,0,0%,6,20%,1,Cowboys,16.0,2024,239
Cooper Beebe,C,60,100%,0,0%,1,3%,1,Cowboys,16.0,2024,239
Cooper Rush,QB,60,100%,0,0%,0,0%,1,Cowboys,16.0,2024,239
Chuma Edoga,T,53,88%,0,0%,6,20%,1,Cowboys,16.0,2024,239
Brandin Cooks,WR,46,77%,0,0%,0,0%,1,Cowboys,16.0,2024,239
Rico Dowdle,RB,46,77%,0,0%,0,0%,1,Cowboys,16.0,2024,239
Jake Ferguson,TE,35,58%,0,0%,0,0%,1,Cowboys,16.0,2024,239
CeeDee Lamb,WR,33,55%,0,0%,0,0%,1,Cowboys,16.0,2024,239
KaVontae Turpin,WR,25,42%,0,0%,9,30%,1,Cowboys,16.0,2024,239
Ryan Flournoy,WR,24,40%,0,0%,13,43%,1,Cowboys,16.0,2024,239
Hunter Luepke,FB,20,33%,0,0%,11,37%,1,Cowboys,16.0,2024,239
Luke Schoonmaker,TE,20,33%,0,0%,5,17%,1,Cowboys,16.0,2024,239
Jalen Tolbert,WR,17,28%,0,0%,0,0%,1,Cowboys,16.0,2024,239
Jonathan Mingo,WR,15,25%,0,0%,2,7%,1,Cowboys,16.0,2024,239
Brevyn Spann-Ford,TE,13,22%,0,0%,11,37%,1,Cowboys,16.0,2024,239
Tyler Guyton,T,7,12%,0,0%,6,20%,1,Cowboys,16.0,2024,239
Princeton Fant,TE,3,5%,0,0%,18,60%,1,Cowboys,16.0,2024,239
Ezekiel Elliott,RB,3,5%,0,0%,0,0%,1,Cowboys,16.0,2024,239
Malik Hooker,FS,0,0%,72,100%,0,0%,1,Cowboys,16.0,2024,239
DaRon Bland,CB,0,0%,72,100%,0,0%,1,Cowboys,16.0,2024,239
Marist Liufau,LB,0,0%,72,100%,0,0%,1,Cowboys,16.0,2024,239
Donovan Wilson,SS,0,0%,71,99%,0,0%,1,Cowboys,16.0,2024,239
Amani Oruwariye,CB,0,0%,71,99%,0,0%,1,Cowboys,16.0,2024,239
Jourdan Lewis,CB,0,0%,71,99%,0,0%,1,Cowboys,16.0,2024,239
Nick Vigil,LB,0,0%,69,96%,0,0%,1,Cowboys,16.0,2024,239
Micah Parsons,DE,0,0%,57,79%,6,20%,1,Cowboys,16.0,2024,239
Chauncey Golston,DE,0,0%,55,76%,12,40%,1,Cowboys,16.0,2024,239
Osa Odighizuwa,DT,0,0%,55,76%,6,20%,1,Cowboys,16.0,2024,239
Carl Lawson,DE,0,0%,33,46%,6,20%,1,Cowboys,16.0,2024,239
Marshawn Kneeland,DE,0,0%,31,43%,0,0%,1,Cowboys,16.0,2024,239
Mazi Smith,DT,0,0%,27,38%,0,0%,1,Cowboys,16.0,2024,239
Carlos Watkins,DE,0,0%,18,25%,6,20%,1,Cowboys,16.0,2024,239
Linval Joseph,NT,0,0%,12,17%,0,0%,1,Cowboys,16.0,2024,239
Israel Mukuamu,FS,0,0%,4,6%,22,73%,1,Cowboys,16.0,2024,239
Damone Clark,LB,0,0%,1,1%,24,80%,1,Cowboys,16.0,2024,239
Andrew Booth,CB,0,0%,1,1%,13,43%,1,Cowboys,16.0,2024,239
Buddy Johnson,LB,0,0%,0,0%,24,80%,1,Cowboys,16.0,2024,239
Kemon Hall,CB,0,0%,0,0%,24,80%,1,Cowboys,16.0,2024,239
C.J. Goodwin,CB,0,0%,0,0%,24,80%,1,Cowboys,16.0,2024,239
Darius Harris,LB,0,0%,0,0%,18,60%,1,Cowboys,16.0,2024,239
Brandon Aubrey,K,0,0%,0,0%,12,40%,1,Cowboys,16.0,2024,239
Bryan Anger,P,0,0%,0,0%,11,37%,1,Cowboys,16.0,2024,239
Trent Sieg,LS,0,0%,0,0%,11,37%,1,Cowboys,16.0,2024,239
Dakoda Shepley,C,0,0%,0,0%,6,20%,1,Cowboys,16.0,2024,239
Matt Waletzko,T,0,0%,0,0%,5,17%,1,Cowboys,16.0,2024,239
