Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA,week,year,game_id
4.0,3:53,4.0,7.0,WAS 32,30.0,28.0,Jake Elliott 50 yard field goal good,1.24,3.0,16.0,2024,234
4.0,3:48,,,PHI 35,30.0,28.0,"Braden Mann kicks off 63 yards, returned by Luke McCaffrey for 33 yards (tackle by Tristin McCollum)",0.0,1.27,16.0,2024,234
4.0,3:41,1.0,10.0,WAS 35,30.0,28.0,Jayden Daniels pass incomplete deep right intended for John Bates,1.27,0.72,16.0,2024,234
4.0,3:36,2.0,10.0,WAS 35,30.0,28.0,Jayden Daniels pass complete short middle to Jeremy McNichols for 5 yards (tackle by Nakobe Dean),0.72,0.7,16.0,2024,234
4.0,3:06,3.0,5.0,WAS 40,30.0,28.0,Jayden Daniels pass short middle (defended by Darius Slay) intended for Luke McCaffrey is intercepted by Reed Blankenship at PHI-45 and returned for 28 yards (tackle by Jeremy McNichols),0.7,-3.78,16.0,2024,234
4.0,2:53,1.0,10.0,WAS 27,30.0,28.0,Saquon Barkley right end for -3 yards (tackle by Jer'Zhan Newton),3.78,2.83,16.0,2024,234
4.0,2:13,2.0,13.0,WAS 30,30.0,28.0,Kenny Pickett pass complete short middle to A.J. Brown for 8 yards (tackle by Benjamin St-Juste),2.83,3.2,16.0,2024,234
4.0,2:07,,,,,,Timeout #2 by Washington Commanders,,,16.0,2024,234
4.0,2:07,3.0,5.0,WAS 22,30.0,28.0,Kenny Pickett pass incomplete short middle intended for DeVonta Smith,3.2,2.04,16.0,2024,234
4.0,2:02,4.0,5.0,WAS 22,33.0,28.0,Jake Elliott 40 yard field goal good,2.04,3.0,16.0,2024,234
4.0,1:58,,,PHI 35,33.0,28.0,"Braden Mann kicks off 56 yards, returned by Luke McCaffrey for 29 yards (tackle by Jalyx Hunt and Oren Burks). Penalty on Sydney Brown: Illegal Formation, 5 yards (accepted)",0.0,1.8,16.0,2024,234
4.0,1:52,1.0,10.0,WAS 43,33.0,28.0,Jayden Daniels pass complete short middle to Olamide Zaccheaus for 7 yards (tackle by Darius Slay),1.8,2.2,16.0,2024,234
4.0,1:35,2.0,3.0,WAS 50,33.0,28.0,Brian Robinson right end for 5 yards (tackle by Zack Baun),2.2,2.59,16.0,2024,234
4.0,1:12,1.0,10.0,PHI 45,33.0,28.0,Jayden Daniels pass complete short left to Terry McLaurin for 10 yards,2.59,3.25,16.0,2024,234
4.0,1:06,1.0,10.0,PHI 35,33.0,28.0,Jayden Daniels up the middle for 12 yards (tackle by Tristin McCollum),3.25,4.04,16.0,2024,234
4.0,0:44,1.0,10.0,PHI 23,33.0,28.0,Jayden Daniels pass complete short middle to Terry McLaurin for 7 yards (tackle by Reed Blankenship),4.04,4.56,16.0,2024,234
4.0,0:28,2.0,3.0,PHI 16,33.0,28.0,Jayden Daniels up the middle for 2 yards (tackle by Nolan Smith and Milton Williams),4.56,4.28,16.0,2024,234
4.0,0:23,,,,,,Timeout #3 by Washington Commanders,,,16.0,2024,234
4.0,0:23,3.0,1.0,PHI 14,33.0,28.0,Brian Robinson right tackle for 5 yards (tackle by Zack Baun and Nakobe Dean),4.28,5.14,16.0,2024,234
4.0,0:11,1.0,9.0,PHI 9,33.0,28.0,Jayden Daniels spiked the ball,5.14,4.38,16.0,2024,234
4.0,0:10,2.0,9.0,PHI 9,33.0,34.0,"Jayden Daniels pass complete short middle to Jamison Crowder for 9 yards, touchdown",4.38,7.0,16.0,2024,234
4.0,0:06,,,PHI 2,33.0,36.0,"Two Point Attempt: Jeremy McNichols rushes, conversion succeeds.",1.0,1.0,16.0,2024,234
4.0,0:06,,,WAS 35,33.0,36.0,"Zane Gonzalez kicks off 57 yards, returned by Kenneth Gainwell for 12 yards, lateral to Avonte Maddox for 4 yards. Avonte Maddox fumbles (tackle by Jeremy Reaves, recovered by Benjamin St-Juste at PHI-24",0.0,4.24,16.0,2024,234
