Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA,week,year,game_id
4.0,3:06,1.0,10.0,DAL 35,17.0,26.0,Baker Mayfield pass complete deep right to Jalen McMillan for 16 yards,3.25,4.31,16.0,2024,239
4.0,3:01,1.0,10.0,DAL 19,17.0,26.0,Baker Mayfield pass complete short right to Rakim Jarrett for 6 yards (tackle by Amani Oruwariye),4.31,4.72,16.0,2024,239
4.0,2:40,2.0,4.0,DAL 13,23.0,26.0,"Baker Mayfield pass complete short middle to Ryan Miller for 13 yards, touchdown",4.72,7.0,16.0,2024,239
4.0,2:36,,,DAL 15,24.0,26.0,Chase McLaughlin kicks extra point good,0.0,0.0,16.0,2024,239
4.0,2:36,,,TAM 35,24.0,26.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.94,16.0,2024,239
4.0,2:36,1.0,10.0,DAL 30,24.0,26.0,KaVontae Turpin left end for -1 yards (tackle by Tykee Smith),0.94,0.26,16.0,2024,239
4.0,2:31,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,16.0,2024,239
4.0,2:31,2.0,11.0,DAL 29,24.0,26.0,Cooper Rush pass complete short right to CeeDee Lamb for 5 yards (tackle by Tykee Smith),0.26,0.23,16.0,2024,239
4.0,2:00,3.0,6.0,DAL 34,24.0,26.0,Cooper Rush pass complete short left to Jake Ferguson for 4 yards (tackle by Vita Vea),0.23,-0.85,16.0,2024,239
4.0,1:52,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,16.0,2024,239
4.0,1:52,4.0,2.0,DAL 38,24.0,26.0,"Bryan Anger punts 52 yards, returned by Trey Palmer for 16 yards (tackle by Luke Schoonmaker)",-0.85,-0.67,16.0,2024,239
4.0,1:40,1.0,10.0,TAM 26,24.0,26.0,"Baker Mayfield pass complete short right to Rachaad White for 5 yards. Rachaad White fumbles (forced by DaRon Bland), recovered by DaRon Bland at TB-31 (tackle by DaRon Bland) Replay Assistant challenged the fumble ruling, and the play was upheld.",0.67,-3.51,16.0,2024,239
4.0,1:31,1.0,10.0,TAM 31,24.0,26.0,Cooper Rush kneels for -2 yards,3.51,2.7,16.0,2024,239
4.0,0:50,2.0,12.0,TAM 33,24.0,26.0,Cooper Rush kneels for -1 yards,2.7,1.88,16.0,2024,239
4.0,0:23,3.0,13.0,TAM 34,24.0,26.0,Cooper Rush kneels for -1 yards,1.88,0.97,16.0,2024,239
