Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Easton Stick,LAC,23,32,257,3,1,3,23,79,113.7,15.0,2023,209
Isaiah Spiller,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Joshua Kelley,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Gerald Everett,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Jalen Guyton,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Stone Smartt,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Alex Erickson,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Derius Davis,LAC,0,0,0,0,0,0,0,0,,15.0,2023,209
Aidan O'Connell,LVR,20,34,248,4,0,1,6,30,120.7,15.0,2023,209
Jakobi Meyers,LVR,2,2,12,1,0,0,0,9,131.2,15.0,2023,209
Zamir White,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
Brandon Bolden,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
Davante Adams,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
Michael Mayer,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
Austin Hooper,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
Tre Tucker,LVR,0,0,0,0,0,0,0,0,,15.0,2023,209
