Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Calais Campbell,ATL,0,0,0,0,0,1.0,6,4,2,2,1,0,0,0,0,15.0,2023,213
Zach Harrison,ATL,0,0,0,0,0,1.0,4,3,1,2,1,0,0,0,0,15.0,2023,213
Ta'Quon Graham,ATL,0,0,0,0,0,1.0,2,1,1,0,1,0,0,0,1,15.0,2023,213
Jessie Bates III,ATL,0,0,0,0,0,0.0,10,5,5,0,0,0,0,0,0,15.0,2023,213
DeMarcco Hellams,ATL,0,0,0,0,0,0.0,8,3,5,0,0,0,0,0,0,15.0,2023,213
Nathan Landman,ATL,0,0,0,0,0,0.0,7,4,3,1,0,0,0,0,0,15.0,2023,213
Kaden Elliss,ATL,0,0,0,0,0,0.0,5,4,1,1,0,0,0,0,0,15.0,2023,213
Clark Phillips,ATL,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,15.0,2023,213
Lorenzo Carter,ATL,0,0,0,0,0,0.0,4,2,2,1,1,0,0,0,0,15.0,2023,213
Albert Huggins,ATL,0,0,0,0,0,0.0,3,0,3,0,1,0,0,0,0,15.0,2023,213
LaCale London,ATL,0,0,0,0,0,0.0,3,2,1,1,0,0,0,0,0,15.0,2023,213
AJ Terrell,ATL,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,15.0,2023,213
Arnold Ebiketie,ATL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,213
Mike Hughes,ATL,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,15.0,2023,213
Jeff Okudah,ATL,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,15.0,2023,213
Travis Bell,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,213
Joe Gaziano,ATL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,213
Richie Grant,ATL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,213
KhaDarel Hodge,ATL,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,15.0,2023,213
Keith Smith,ATL,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,15.0,2023,213
Xavier Woods,CAR,1,2,0,2,1,0.0,3,2,1,2,0,0,0,0,0,15.0,2023,213
Frankie Luvu,CAR,0,0,0,0,0,0.0,10,3,7,0,0,0,0,0,0,15.0,2023,213
Yetur Gross-Matos,CAR,0,0,0,0,0,0.0,6,3,3,1,0,0,0,0,0,15.0,2023,213
Jaycee Horn,CAR,0,0,0,0,0,0.0,6,5,1,1,0,0,0,0,0,15.0,2023,213
Derrick Brown,CAR,0,0,0,0,0,0.0,5,2,3,0,1,0,0,0,0,15.0,2023,213
Nick Thurman,CAR,0,0,0,0,0,0.0,5,2,3,1,0,0,0,0,0,15.0,2023,213
Brian Burns,CAR,0,0,0,0,1,0.0,3,2,1,0,0,1,0,0,0,15.0,2023,213
Kamu Grugier-Hill,CAR,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,15.0,2023,213
Troy Hill,CAR,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,1,15.0,2023,213
Donte Jackson,CAR,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0,15.0,2023,213
DeShawn Williams,CAR,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,15.0,2023,213
Chris Wormley,CAR,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,15.0,2023,213
Vonn Bell,CAR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,213
Deion Jones,CAR,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,213
Jeremy Chinn,CAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,213
Tae Davis,CAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,213
Sam Franklin,CAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,213
Marquis Haynes,CAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,213
C.J. Henderson,CAR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,15.0,2023,213
LaBryan Ray,CAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,213
Jammie Robinson,CAR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,213
Ihmir Smith-Marsette,CAR,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,15.0,2023,213
Bryce Young,CAR,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,15.0,2023,213
