Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Patrick Mahomes,KAN,3,-5,0,-1,15.0,2023,217
Jerick McKinnon,KAN,4,11,0,4,15.0,2023,217
Clyde Edwards-Helaire,KAN,13,37,0,20,15.0,2023,217
Rashee Rice,KAN,0,0,0,0,15.0,2023,217
Noah Gray,KAN,0,0,0,0,15.0,2023,217
Justin Watson,KAN,0,0,0,0,15.0,2023,217
Travis Kelce,KAN,0,0,0,0,15.0,2023,217
Marquez Valdes-Scantling,KAN,0,0,0,0,15.0,2023,217
Richie James,KAN,0,0,0,0,15.0,2023,217
Kadarius Toney,KAN,0,0,0,0,15.0,2023,217
Blake Bell,KAN,0,0,0,0,15.0,2023,217
Bailey Zappe,NWE,1,2,0,2,15.0,2023,217
Ezekiel Elliott,NWE,11,25,0,5,15.0,2023,217
Kevin Harris,NWE,4,25,1,18,15.0,2023,217
Hunter Henry,NWE,0,0,0,0,15.0,2023,217
DeVante Parker,NWE,0,0,0,0,15.0,2023,217
Demario Douglas,NWE,0,0,0,0,15.0,2023,217
Mike Gesicki,NWE,0,0,0,0,15.0,2023,217
Tyquan Thornton,NWE,0,0,0,0,15.0,2023,217
Pharaoh Brown,NWE,0,0,0,0,15.0,2023,217
Jalen Reagor,NWE,0,0,0,0,15.0,2023,217
