Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Garett Bolles,T,64,100%,0,0%,3,10%,0,Broncos,15.0,2023,212
Ben Powers,G,64,100%,0,0%,3,10%,0,Broncos,15.0,2023,212
Quinn Meinerz,G,64,100%,0,0%,3,10%,0,Broncos,15.0,2023,212
Lloyd Cushenberry III,C,64,100%,0,0%,3,10%,0,Broncos,15.0,2023,212
Mike McGlinchey,T,61,95%,0,0%,3,10%,0,Broncos,15.0,2023,212
Russell Wilson,QB,60,94%,0,0%,0,0%,0,Broncos,15.0,2023,212
Courtland Sutton,WR,60,94%,0,0%,0,0%,0,Broncos,15.0,2023,212
Jerry Jeudy,WR,40,63%,0,0%,0,0%,0,Broncos,15.0,2023,212
Lil'Jordan Humphrey,WR,37,58%,0,0%,0,0%,0,Broncos,15.0,2023,212
Javonte Williams,RB,31,48%,0,0%,0,0%,0,Broncos,15.0,2023,212
Adam Trautman,TE,30,47%,0,0%,7,24%,0,Broncos,15.0,2023,212
Lucas Krull,TE,29,45%,0,0%,7,24%,0,Broncos,15.0,2023,212
Marvin Mims,WR,27,42%,0,0%,11,38%,0,Broncos,15.0,2023,212
Samaje Perine,RB,25,39%,0,0%,0,0%,0,Broncos,15.0,2023,212
Chris Manhertz,TE,16,25%,0,0%,9,31%,0,Broncos,15.0,2023,212
Michael Burton,FB,9,14%,0,0%,17,59%,0,Broncos,15.0,2023,212
Jaleel McLaughlin,RB,8,13%,0,0%,4,14%,0,Broncos,15.0,2023,212
Quinn Bailey,G,4,6%,0,0%,3,10%,0,Broncos,15.0,2023,212
Jarrett Stidham,QB,4,6%,0,0%,0,0%,0,Broncos,15.0,2023,212
Brandon Johnson,WR,4,6%,0,0%,0,0%,0,Broncos,15.0,2023,212
Cameron Fleming,T,3,5%,0,0%,0,0%,0,Broncos,15.0,2023,212
Patrick Surtain II,CB,0,0%,66,100%,6,21%,0,Broncos,15.0,2023,212
Justin Simmons,FS,0,0%,66,100%,6,21%,0,Broncos,15.0,2023,212
Alex Singleton,LB,0,0%,66,100%,1,3%,0,Broncos,15.0,2023,212
Fabian Moreau,CB,0,0%,66,100%,0,0%,0,Broncos,15.0,2023,212
Baron Browning,LB,0,0%,60,91%,0,0%,0,Broncos,15.0,2023,212
Jonathon Cooper,LB,0,0%,56,85%,8,28%,0,Broncos,15.0,2023,212
P.J. Locke,FS,0,0%,56,85%,5,17%,0,Broncos,15.0,2023,212
Zach Allen,DE,0,0%,48,73%,9,31%,0,Broncos,15.0,2023,212
Josey Jewell,LB,0,0%,47,71%,6,21%,0,Broncos,15.0,2023,212
Ja'Quan McMillian,CB,0,0%,46,70%,1,3%,0,Broncos,15.0,2023,212
Mike Purcell,NT,0,0%,38,58%,9,31%,0,Broncos,15.0,2023,212
D.J. Jones,NT,0,0%,35,53%,0,0%,0,Broncos,15.0,2023,212
Jonathan Harris,DE,0,0%,28,42%,6,21%,0,Broncos,15.0,2023,212
Matt Henningsen,DE,0,0%,17,26%,13,45%,0,Broncos,15.0,2023,212
Drew Sanders,LB,0,0%,11,17%,20,69%,0,Broncos,15.0,2023,212
Tyler Lancaster,NT,0,0%,11,17%,0,0%,0,Broncos,15.0,2023,212
Thomas Incoom,LB,0,0%,7,11%,8,28%,0,Broncos,15.0,2023,212
Delarrin Turner-Yell,FS,0,0%,1,2%,25,86%,0,Broncos,15.0,2023,212
Riley Moss,CB,0,0%,1,2%,20,69%,0,Broncos,15.0,2023,212
Justin Strnad,LB,0,0%,0,0%,26,90%,0,Broncos,15.0,2023,212
Tremon Smith,CB,0,0%,0,0%,25,86%,0,Broncos,15.0,2023,212
Dwayne Washington,RB,0,0%,0,0%,20,69%,0,Broncos,15.0,2023,212
Mitchell Fraboni,LS,0,0%,0,0%,8,28%,0,Broncos,15.0,2023,212
Riley Dixon,P,0,0%,0,0%,8,28%,0,Broncos,15.0,2023,212
Wil Lutz,K,0,0%,0,0%,7,24%,0,Broncos,15.0,2023,212
Damarri Mathis,CB,0,0%,0,0%,5,17%,0,Broncos,15.0,2023,212
Luke Wattenberg,C,0,0%,0,0%,3,10%,0,Broncos,15.0,2023,212
