Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Patrick Mahomes,KAN,0,0,0,0,0,15.0,2023,217
Jerick McKinnon,KAN,3,3,19,1,8,15.0,2023,217
Clyde Edwards-Helaire,KAN,4,4,64,1,48,15.0,2023,217
Rashee Rice,KAN,9,9,91,1,24,15.0,2023,217
Noah Gray,KAN,2,2,37,0,32,15.0,2023,217
Justin Watson,KAN,3,1,31,0,31,15.0,2023,217
Travis Kelce,KAN,7,5,28,0,11,15.0,2023,217
Marquez Valdes-Scantling,KAN,1,1,17,0,17,15.0,2023,217
Richie James,KAN,1,1,17,0,17,15.0,2023,217
Kadarius Toney,KAN,4,2,5,0,3,15.0,2023,217
Blake Bell,KAN,1,0,0,0,0,15.0,2023,217
Bailey Zappe,NWE,0,0,0,0,0,15.0,2023,217
Ezekiel Elliott,NWE,6,5,21,0,7,15.0,2023,217
Kevin Harris,NWE,0,0,0,0,0,15.0,2023,217
Hunter Henry,NWE,9,7,66,1,16,15.0,2023,217
DeVante Parker,NWE,5,5,44,0,20,15.0,2023,217
Demario Douglas,NWE,5,3,33,0,16,15.0,2023,217
Mike Gesicki,NWE,2,1,7,0,7,15.0,2023,217
Tyquan Thornton,NWE,1,1,5,0,5,15.0,2023,217
Pharaoh Brown,NWE,1,1,4,0,4,15.0,2023,217
Jalen Reagor,NWE,2,0,0,0,0,15.0,2023,217
