Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Jimmy Garoppolo,SFO,18,29,211,1,1,4,32,32,81.2,3.0,2022,47
Jeff Wilson,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
George Kittle,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,3.0,2022,47
Russell Wilson,DEN,20,33,184,0,0,4,24,34,75.8,3.0,2022,47
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
Kendall Hinton,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
Albert Okwuegbunam,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
Eric Saubert,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
Mike Boone,DEN,0,0,0,0,0,0,0,0,,3.0,2022,47
