Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jalen Hurts,PHI,0,0,0,0,0,3.0,2022,42
Miles Sanders,PHI,1,1,-2,0,-2,3.0,2022,42
Kenneth Gainwell,PHI,0,0,0,0,0,3.0,2022,42
DeVonta Smith,PHI,12,8,169,1,45,3.0,2022,42
A.J. Brown,PHI,10,5,85,1,38,3.0,2022,42
Grant Calcaterra,PHI,1,1,40,0,40,3.0,2022,42
Dallas Goedert,PHI,4,3,26,1,23,3.0,2022,42
Zach Pascal,PHI,3,3,18,0,13,3.0,2022,42
Jack Stoll,PHI,2,1,4,0,4,3.0,2022,42
Quez Watkins,PHI,1,0,0,0,0,3.0,2022,42
Boston Scott,PHI,0,0,0,0,0,3.0,2022,42
Carson Wentz,WAS,0,0,0,0,0,3.0,2022,42
Antonio Gibson,WAS,1,1,2,0,2,3.0,2022,42
Curtis Samuel,WAS,10,7,48,0,16,3.0,2022,42
J.D. McKissic,WAS,9,6,32,0,9,3.0,2022,42
Jonathan Williams,WAS,0,0,0,0,0,3.0,2022,42
Terry McLaurin,WAS,9,6,102,0,45,3.0,2022,42
Dax Milne,WAS,1,1,12,0,12,3.0,2022,42
Jahan Dotson,WAS,8,2,10,0,7,3.0,2022,42
Logan Thomas,WAS,3,2,5,0,5,3.0,2022,42
John Bates,WAS,1,0,0,0,0,3.0,2022,42
