#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,DAL 25,5,3:07,25,Punt,0,Cowboys,3.0,2022,48
2,1,7:40,DAL 37,10,5:31,55,Field Goal,0,Cowboys,3.0,2022,48
3,2,11:17,DAL 37,5,2:08,53,Field Goal,0,Cowboys,3.0,2022,48
4,2,7:23,DAL 23,9,4:53,37,Punt,0,Cowboys,3.0,2022,48
5,2,0:08,DAL 47,2,0:08,12,Missed FG,0,Cowboys,3.0,2022,48
6,3,9:02,DAL 25,3,1:02,-2,Punt,0,Cowboys,3.0,2022,48
7,3,5:31,DAL 25,9,5:04,75,Touchdown,0,Cowboys,3.0,2022,48
8,4,14:42,DAL 11,11,6:12,89,Touchdown,0,Cowboys,3.0,2022,48
9,4,7:32,NYG 35,4,1:34,9,Field Goal,0,Cowboys,3.0,2022,48
10,4,3:37,DAL 25,5,1:52,21,Punt,0,Cowboys,3.0,2022,48
11,4,1:11,NYG 29,2,1:11,-2,End of Game,0,Cowboys,3.0,2022,48
