Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Ja'Marr Chase,CIN,10,6,29,1,2.0,21,3.5,8,1.3,12.4,0,,2,20.0,0,97.9,3.0,2022,37
Tee Higgins,CIN,7,5,93,0,4.0,80,16.0,13,2.6,14.3,0,,1,14.3,0,113.7,3.0,2022,37
Tyler Boyd,CIN,5,4,105,1,4.0,37,9.3,68,17.0,10.8,1,4.0,0,0.0,0,158.3,3.0,2022,37
Joe Mixon,CIN,7,3,14,0,0.0,-14,-4.7,28,9.3,-2.7,1,3.0,1,14.3,0,50.3,3.0,2022,37
Samaje Perine,CIN,2,2,14,1,1.0,13,6.5,1,0.5,6.5,0,,0,0.0,0,135.4,3.0,2022,37
Chris Evans,CIN,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3,3.0,2022,37
Hayden Hurst,CIN,2,1,7,0,1.0,5,5.0,2,2.0,4.0,0,,1,50.0,0,58.3,3.0,2022,37
Mitchell Wilcox,CIN,1,1,9,0,,0,0.0,9,9.0,0.0,0,,0,0.0,0,104.2,3.0,2022,37
Tyler Conklin,NYJ,8,8,84,0,3.0,22,2.8,62,7.8,2.8,0,,0,0.0,0,110.4,3.0,2022,37
Breece Hall,NYJ,11,6,53,0,3.0,13,2.2,40,6.7,6.1,2,3.0,2,18.2,1,29.7,3.0,2022,37
Garrett Wilson,NYJ,11,6,60,0,3.0,46,7.7,14,2.3,9.1,0,,0,0.0,0,70.3,3.0,2022,37
Elijah Moore,NYJ,9,4,49,0,3.0,49,12.3,0,0.0,20.0,0,,1,11.1,0,61.8,3.0,2022,37
Corey Davis,NYJ,5,2,27,0,1.0,25,12.5,2,1.0,13.8,0,,0,0.0,0,57.9,3.0,2022,37
Michael Carter,NYJ,2,1,7,0,0.0,-4,-4.0,11,11.0,-1.5,0,,0,0.0,0,58.3,3.0,2022,37
C.J. Uzomah,NYJ,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5,3.0,2022,37
Braxton Berrios,NYJ,1,0,0,0,,0,,0,,30.0,0,,0,0.0,1,0.0,3.0,2022,37
