Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Patriots,-12.0,3.5,0.89,4.61,-11.23,-11.67,-3.07,-9.74,6.15,-3.18,-3.05,3.8,-1.43,-1.37,-1.13,3.0,2022,40
Ravens,12.0,11.67,3.07,9.74,-6.15,-3.5,-0.89,-4.61,11.23,3.18,-3.8,3.05,1.37,1.43,1.13,3.0,2022,40
