Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Aaron Rodgers,GNB,0,0,3.0,2022,46
Aaron Jones,GNB,1,1,3.0,2022,46
AJ Dillon,GNB,0,0,3.0,2022,46
Romeo Doubs,GNB,1,0,3.0,2022,46
Randall Cobb,GNB,0,0,3.0,2022,46
Allen Lazard,GNB,0,0,3.0,2022,46
Robert Tonyan,GNB,0,0,3.0,2022,46
Tyler Davis,GNB,0,0,3.0,2022,46
Juwann Winfree,GNB,0,0,3.0,2022,46
Tom Brady,TAM,0,0,3.0,2022,46
Leonard Fournette,TAM,0,0,3.0,2022,46
Russell Gage,TAM,1,1,3.0,2022,46
Cameron Brate,TAM,0,0,3.0,2022,46
Breshad Perriman,TAM,2,1,3.0,2022,46
Jaelon Darden,TAM,0,0,3.0,2022,46
Kyle Rudolph,TAM,0,0,3.0,2022,46
Cole Beasley,TAM,0,0,3.0,2022,46
Scott Miller,TAM,0,0,3.0,2022,46
