Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA,week,year,game_id
2.0,9:48,1.0,7.0,DET 7,14.0,0.0,Kirk Cousins pass complete short left to C.J. Ham for 3 yards (tackle by Malcolm Rodriguez),5.6,5.34,3.0,2022,39
2.0,9:04,2.0,4.0,DET 4,14.0,0.0,Kirk Cousins pass incomplete short right intended for Irv Smith,5.34,4.49,3.0,2022,39
2.0,8:58,,,,,,Timeout #2 by Minnesota Vikings,,,3.0,2022,39
2.0,8:58,3.0,4.0,DET 4,14.0,0.0,"Kirk Cousins pass incomplete short right intended for Justin Jefferson. Penalty on Mike Hughes: Defensive Pass Interference, 3 yards (accepted) (no play)",4.49,6.97,3.0,2022,39
2.0,8:55,1.0,1.0,DET 1,14.0,6.0,"Kirk Cousins pass complete short left to Adam Thielen for 1 yard, touchdown",6.97,7.0,3.0,2022,39
2.0,8:50,,,DET 15,14.0,7.0,Greg Joseph kicks extra point good,0.0,0.0,3.0,2022,39
2.0,8:50,,,MIN 35,14.0,7.0,"Greg Joseph kicks off 66 yards, returned by Justin Jackson for 15 yards (tackle by Brian Asamoah)",0.0,-0.28,3.0,2022,39
2.0,8:46,1.0,10.0,DET 14,14.0,7.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 11 yards (tackle by Patrick Peterson and Camryn Bynum),-0.28,0.61,3.0,2022,39
2.0,8:17,1.0,10.0,DET 25,14.0,7.0,Craig Reynolds left end for 3 yards (tackle by Jonathan Bullard),0.61,0.47,3.0,2022,39
2.0,7:39,2.0,7.0,DET 28,14.0,7.0,Jared Goff pass complete short left to Josh Reynolds for 6 yards (tackle by Cameron Dantzler),0.47,0.56,3.0,2022,39
2.0,6:54,3.0,1.0,DET 34,14.0,7.0,Jared Goff pass complete short right to DJ Chark for 6 yards (tackle by Cameron Dantzler),0.56,1.6,3.0,2022,39
2.0,6:20,,,,,,Timeout #1 by Detroit Lions,,,3.0,2022,39
2.0,6:20,1.0,10.0,DET 40,14.0,7.0,Jared Goff pass incomplete short left,1.6,1.05,3.0,2022,39
2.0,6:12,2.0,10.0,DET 40,14.0,7.0,D'Andre Swift right end for 2 yards (tackle by Patrick Peterson and Jordan Hicks),1.05,0.63,3.0,2022,39
2.0,5:47,3.0,8.0,DET 42,14.0,7.0,Jared Goff pass complete short right to T.J. Hockenson for 7 yards (tackle by Josh Metellus),0.63,-0.13,3.0,2022,39
2.0,5:06,4.0,1.0,DET 49,14.0,7.0,Jared Goff pass incomplete short left intended for T.J. Hockenson (defended by Eric Kendricks),-0.13,-2.32,3.0,2022,39
2.0,4:58,1.0,10.0,DET 49,14.0,7.0,Kirk Cousins pass complete short left to Justin Jefferson for 6 yards (tackle by DeShon Elliott),2.32,2.59,3.0,2022,39
2.0,4:19,2.0,4.0,DET 43,14.0,7.0,Dalvin Cook right end for -2 yards (tackle by Charles Harris and Michael Brockers),2.59,1.62,3.0,2022,39
2.0,3:40,3.0,6.0,DET 45,14.0,7.0,Kirk Cousins pass incomplete deep left intended for K.J. Osborn,1.62,0.27,3.0,2022,39
2.0,3:34,4.0,6.0,DET 45,14.0,7.0,Kirk Cousins pass complete short left to Adam Thielen for 6 yards (tackle by Alex Anzalone),0.27,2.98,3.0,2022,39
2.0,3:01,1.0,10.0,DET 39,14.0,7.0,"Kirk Cousins pass complete short middle to Adam Thielen for 14 yards (tackle by Amani Oruwariye and Juju Hughes). Penalty on Amani Oruwariye: Illegal Contact, 5 yards (declined)",2.98,3.91,3.0,2022,39
2.0,2:49,1.0,10.0,DET 25,14.0,7.0,Dalvin Cook up the middle for 5 yards (tackle by Malcolm Rodriguez and Alex Anzalone),3.91,4.04,3.0,2022,39
2.0,2:26,2.0,5.0,DET 20,14.0,7.0,Kirk Cousins pass complete short right to K.J. Osborn for 1 yard (tackle by Amani Oruwariye),4.04,3.49,3.0,2022,39
2.0,2:00,3.0,4.0,DET 19,14.0,7.0,Kirk Cousins pass complete to Adam Thielen for 15 yards (tackle by Jeff Okudah and Juju Hughes),3.49,6.28,3.0,2022,39
2.0,1:18,1.0,4.0,DET 4,14.0,13.0,"Dalvin Cook left end for 4 yards, touchdown",6.28,7.0,3.0,2022,39
2.0,1:12,,,DET 15,14.0,14.0,Greg Joseph kicks extra point good,0.0,0.0,3.0,2022,39
2.0,1:12,,,MIN 35,14.0,14.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,3.0,2022,39
2.0,1:12,1.0,10.0,DET 25,14.0,14.0,Jared Goff pass complete short right to D'Andre Swift for 11 yards (tackle by Patrick Peterson),0.61,1.33,3.0,2022,39
2.0,0:55,1.0,10.0,DET 36,14.0,14.0,Jared Goff pass complete to T.J. Hockenson for 6 yards (tackle by Josh Metellus),1.33,1.6,3.0,2022,39
2.0,0:50,2.0,4.0,DET 42,14.0,14.0,Jared Goff pass incomplete deep right intended for Josh Reynolds,1.6,0.89,3.0,2022,39
2.0,0:45,3.0,4.0,DET 42,14.0,14.0,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown (defended by Jordan Hicks),0.89,-0.59,3.0,2022,39
2.0,0:41,4.0,4.0,DET 42,14.0,14.0,Jack Fox punts 50 yards out of bounds,-0.59,0.38,3.0,2022,39
2.0,0:31,1.0,10.0,MIN 8,14.0,14.0,Kirk Cousins pass complete short left to Irv Smith for 15 yards (tackle by Malcolm Rodriguez and Jeff Okudah),-0.38,0.48,3.0,2022,39
2.0,0:22,,,,,,Timeout #3 by Minnesota Vikings,,,3.0,2022,39
2.0,0:22,1.0,10.0,MIN 23,14.0,14.0,"Kirk Cousins pass incomplete deep right intended for Adam Thielen. Penalty on Amani Oruwariye: Defensive Pass Interference, 21 yards (accepted) (no play)",0.48,1.86,3.0,2022,39
2.0,0:18,1.0,10.0,MIN 44,14.0,14.0,Kirk Cousins pass incomplete short left,1.86,1.32,3.0,2022,39
2.0,0:14,2.0,10.0,MIN 44,14.0,14.0,Kirk Cousins pass complete short middle to K.J. Osborn for 12 yards (tackle by Mike Hughes),1.32,2.65,3.0,2022,39
2.0,0:01,1.0,10.0,DET 44,14.0,14.0,Kirk Cousins spiked the ball,2.65,2.11,3.0,2022,39
3.0,15:00,,,DET 35,14.0,14.0,"Austin Seibert kicks off 66 yards, returned by Kene Nwangwu for 27 yards (tackle by Will Harris and Kerby Joseph)",0.0,0.67,3.0,2022,39
3.0,14:55,1.0,10.0,MIN 26,14.0,14.0,Dalvin Cook left guard for 2 yards (tackle by Juju Hughes),0.67,0.4,3.0,2022,39
3.0,14:22,2.0,8.0,MIN 28,14.0,14.0,Kirk Cousins pass incomplete short left intended for C.J. Ham,0.4,-0.3,3.0,2022,39
3.0,14:15,3.0,8.0,MIN 28,14.0,14.0,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Jeff Okudah),-0.3,-1.5,3.0,2022,39
3.0,14:10,4.0,8.0,MIN 28,14.0,14.0,"Ryan Wright punts 51 yards, returned by Kalif Raymond for 11 yards (tackle by Ben Ellefson)",-1.5,-1.07,3.0,2022,39
3.0,13:58,1.0,10.0,DET 32,14.0,14.0,D'Andre Swift right tackle for 9 yards (tackle by Camryn Bynum),1.07,1.74,3.0,2022,39
3.0,13:20,2.0,1.0,DET 41,14.0,14.0,Jamaal Williams right tackle for 5 yards (tackle by Dalvin Tomlinson and Eric Kendricks),1.74,1.99,3.0,2022,39
3.0,12:42,1.0,10.0,DET 46,14.0,14.0,Jared Goff scrambles right end for 5 yards (tackle by Josh Metellus),1.99,2.13,3.0,2022,39
3.0,12:06,2.0,5.0,MIN 49,14.0,14.0,Jamaal Williams left end for -2 yards (tackle by Za'Darius Smith),2.13,1.16,3.0,2022,39
3.0,11:24,3.0,7.0,DET 49,14.0,14.0,Jared Goff pass complete short left to Craig Reynolds for 5 yards (tackle by Jordan Hicks),1.16,0.2,3.0,2022,39
3.0,10:40,4.0,2.0,MIN 46,14.0,14.0,Jared Goff pass complete short left to Josh Reynolds for 16 yards (tackle by Josh Metellus),0.2,3.58,3.0,2022,39
3.0,10:05,1.0,10.0,MIN 30,14.0,14.0,Jamaal Williams left tackle for 4 yards (tackle by Jordan Hicks and Cameron Dantzler),3.58,3.57,3.0,2022,39
3.0,9:21,2.0,6.0,MIN 26,14.0,14.0,Jamaal Williams up the middle for 4 yards (tackle by Dalvin Tomlinson and James Lynch),3.57,3.4,3.0,2022,39
3.0,8:46,3.0,2.0,MIN 22,14.0,14.0,Jared Goff pass incomplete short right intended for DJ Chark (defended by Patrick Peterson),3.4,2.12,3.0,2022,39
3.0,8:40,4.0,2.0,MIN 22,17.0,14.0,Austin Seibert 40 yard field goal good,2.12,3.0,3.0,2022,39
3.0,8:36,,,DET 35,17.0,14.0,"Austin Seibert kicks off 63 yards, returned by Kene Nwangwu for 21 yards (tackle by Mike Hughes)",0.0,0.48,3.0,2022,39
3.0,8:31,1.0,10.0,MIN 23,17.0,14.0,Kirk Cousins pass complete short right to Ben Ellefson for 12 yards (tackle by Amani Oruwariye),0.48,1.27,3.0,2022,39
3.0,7:56,1.0,10.0,MIN 35,17.0,14.0,Dalvin Cook right end for 6 yards (tackle by Alex Anzalone),1.27,1.53,3.0,2022,39
3.0,7:19,2.0,4.0,MIN 41,17.0,14.0,Dalvin Cook left guard for 11 yards (tackle by Alex Anzalone and Amani Oruwariye),1.53,2.39,3.0,2022,39
3.0,6:44,1.0,10.0,DET 48,17.0,14.0,Dalvin Cook left guard for 7 yards (tackle by Alex Anzalone and Mike Hughes),2.39,2.79,3.0,2022,39
3.0,6:25,2.0,3.0,DET 41,17.0,14.0,Dalvin Cook left guard for 5 yards (tackle by Alex Anzalone),2.79,3.18,3.0,2022,39
3.0,5:42,1.0,10.0,DET 36,17.0,14.0,Kirk Cousins pass incomplete short right intended for Irv Smith (defended by Alex Anzalone),3.18,2.64,3.0,2022,39
3.0,5:36,2.0,10.0,DET 36,17.0,14.0,Alexander Mattison left end for -2 yards (tackle by Amani Oruwariye and Malcolm Rodriguez),2.64,1.69,3.0,2022,39
3.0,4:54,3.0,12.0,DET 38,17.0,14.0,Kirk Cousins pass incomplete short right intended for Irv Smith,1.69,0.72,3.0,2022,39
3.0,4:51,4.0,12.0,DET 38,17.0,14.0,Greg Joseph 56 yard field goal no good,0.72,-1.99,3.0,2022,39
3.0,4:46,1.0,10.0,DET 46,17.0,14.0,D'Andre Swift left end for 4 yards (tackle by Eric Kendricks),1.99,1.99,3.0,2022,39
3.0,4:17,2.0,6.0,DET 50,17.0,14.0,Jared Goff pass complete short right to Jamaal Williams for 3 yards (tackle by Danielle Hunter),1.99,1.69,3.0,2022,39
3.0,3:40,3.0,3.0,MIN 47,17.0,14.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Josh Metellus),1.69,2.98,3.0,2022,39
3.0,2:54,1.0,10.0,MIN 39,17.0,14.0,Jared Goff pass complete short middle to Josh Reynolds for 26 yards (tackle by Cameron Dantzler),2.98,4.71,3.0,2022,39
3.0,2:14,1.0,10.0,MIN 13,23.0,14.0,"Jamaal Williams right end for 13 yards, touchdown",4.71,7.0,3.0,2022,39
3.0,2:08,,,MIN 15,24.0,14.0,Austin Seibert kicks extra point good,0.0,0.0,3.0,2022,39
3.0,2:08,,,DET 35,24.0,14.0,"Penalty on Jamaal Williams: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.0,0.0,3.0,2022,39
3.0,2:08,,,DET 20,24.0,14.0,"Austin Seibert kicks off 73 yards, returned by Kene Nwangwu for 29 yards (tackle by Will Harris)",0.0,1.33,3.0,2022,39
3.0,2:00,1.0,10.0,MIN 36,24.0,14.0,Kirk Cousins pass complete short left to K.J. Osborn for 4 yards (tackle by Jeff Okudah),1.33,1.33,3.0,2022,39
3.0,1:27,2.0,6.0,MIN 40,24.0,14.0,Dalvin Cook left end for 12 yards (tackle by Alex Anzalone),1.33,2.39,3.0,2022,39
3.0,0:54,1.0,10.0,DET 48,24.0,14.0,"Dalvin Cook left tackle for 2 yards. Dalvin Cook fumbles, recovered by DeShon Elliott at DET-42",2.39,-1.73,3.0,2022,39
3.0,0:48,1.0,10.0,DET 42,24.0,14.0,Jared Goff pass incomplete deep left intended for DJ Chark,1.73,1.19,3.0,2022,39
3.0,0:43,2.0,10.0,DET 42,24.0,14.0,Jared Goff pass incomplete short right intended for D'Andre Swift,1.19,0.5,3.0,2022,39
3.0,0:39,3.0,10.0,DET 42,24.0,14.0,Jared Goff scrambles up the middle for 3 yards (tackle by Jordan Hicks),0.5,-0.39,3.0,2022,39
4.0,15:00,4.0,7.0,DET 45,24.0,14.0,"Penalty on DET: Delay of Game, 5 yards (accepted) (no play)",-0.39,-0.72,3.0,2022,39
4.0,15:00,4.0,12.0,DET 40,24.0,14.0,"Jack Fox punts 45 yards, recovered by Jalen Reagor at MIN-15 and returned for 11 yards (tackle by Josh Woods and Chris Board)",-0.72,-0.67,3.0,2022,39
4.0,14:50,1.0,10.0,MIN 26,24.0,14.0,Alexander Mattison left guard for 1 yard (tackle by Juju Hughes),0.67,0.27,3.0,2022,39
4.0,14:23,2.0,9.0,MIN 27,24.0,14.0,Kirk Cousins sacked by Alex Anzalone for -10 yards,0.27,-2.02,3.0,2022,39
4.0,13:44,3.0,19.0,MIN 17,24.0,14.0,Kirk Cousins pass complete short middle to Alexander Mattison for 16 yards (tackle by Amani Oruwariye and Juju Hughes),-2.02,-1.18,3.0,2022,39
4.0,13:01,4.0,2.0,MIN 33,24.0,14.0,Ryan Wright punts 58 yards downed by Kris Boyd,-1.18,0.38,3.0,2022,39
4.0,12:53,1.0,10.0,DET 9,24.0,14.0,D'Andre Swift left tackle for 4 yards (tackle by Harrison Phillips and Eric Kendricks),-0.38,-0.48,3.0,2022,39
4.0,12:17,2.0,6.0,DET 13,24.0,14.0,"Jared Goff pass incomplete deep left intended for Shane Zylstra. Penalty on Eric Kendricks: Defensive Holding, 5 yards (accepted) (no play)",-0.48,0.04,3.0,2022,39
4.0,12:08,1.0,10.0,DET 18,24.0,14.0,Jared Goff pass complete short right to D'Andre Swift for 6 yards (tackle by Jonathan Bullard),0.04,0.41,3.0,2022,39
4.0,11:36,2.0,4.0,DET 24,24.0,14.0,D'Andre Swift right guard for 3 yards (tackle by Jonathan Bullard and Za'Darius Smith),0.41,-0.02,3.0,2022,39
4.0,10:55,3.0,1.0,DET 27,24.0,14.0,Jared Goff pass incomplete deep right intended for Josh Reynolds (defended by Patrick Peterson),-0.02,-1.57,3.0,2022,39
4.0,10:47,4.0,1.0,DET 27,24.0,14.0,"Jack Fox punts 39 yards, returned by Jalen Reagor for 9 yards (tackle by Quintez Cephus)",-1.57,-1.8,3.0,2022,39
4.0,10:39,1.0,10.0,MIN 43,24.0,14.0,Kirk Cousins pass complete short right to Johnny Mundt for 11 yards (tackle by Malcolm Rodriguez),1.8,2.52,3.0,2022,39
4.0,10:09,1.0,10.0,DET 46,24.0,14.0,Kirk Cousins pass complete short right to Adam Thielen for 10 yards (tackle by Amani Oruwariye),2.52,3.18,3.0,2022,39
4.0,9:39,1.0,10.0,DET 36,24.0,14.0,"Kirk Cousins pass incomplete short left intended for Alexander Mattison. Penalty on Jeff Okudah: Defensive Holding, 5 yards (declined) . Penalty on Amani Oruwariye: Defensive Holding, 5 yards (accepted) (no play)",3.18,3.51,3.0,2022,39
4.0,9:38,1.0,10.0,DET 31,24.0,14.0,"Kirk Cousins pass incomplete deep right intended for Adam Thielen. Penalty on Amani Oruwariye: Illegal Contact, 5 yards (accepted) (no play)",3.51,3.84,3.0,2022,39
4.0,9:34,1.0,10.0,DET 26,24.0,14.0,Alexander Mattison right end for 5 yards (tackle by Alex Anzalone and Isaiah Buggs),3.84,3.97,3.0,2022,39
4.0,9:05,2.0,5.0,DET 21,24.0,14.0,Kirk Cousins pass complete short right to Johnny Mundt for 12 yards (tackle by Juju Hughes),3.97,5.14,3.0,2022,39
4.0,8:31,1.0,9.0,DET 9,24.0,14.0,Kirk Cousins pass complete short right to Justin Jefferson for 3 yards (tackle by Juju Hughes),5.14,4.95,3.0,2022,39
4.0,7:55,2.0,6.0,DET 6,24.0,20.0,"Alexander Mattison left guard for 6 yards, touchdown",4.95,7.0,3.0,2022,39
4.0,7:50,,,DET 15,24.0,21.0,Greg Joseph kicks extra point good,0.0,0.0,3.0,2022,39
4.0,7:50,,,MIN 35,24.0,21.0,"Greg Joseph kicks off 67 yards, returned by Justin Jackson for 24 yards (tackle by Troy Dye)",0.0,0.41,3.0,2022,39
4.0,7:43,1.0,10.0,DET 22,24.0,21.0,Jamaal Williams up the middle for 6 yards (tackle by Josh Metellus and Jordan Hicks),0.41,0.68,3.0,2022,39
4.0,7:06,2.0,4.0,DET 28,24.0,21.0,Jamaal Williams up the middle for 15 yards (tackle by Cameron Dantzler and Josh Metellus),0.68,1.8,3.0,2022,39
4.0,6:39,1.0,10.0,DET 43,24.0,21.0,"Jamaal Williams up the middle for 2 yards (tackle by Dalvin Tomlinson and Eric Kendricks). Penalty on Za'Darius Smith: Illegal Use of Hands / Defense, 5 yards (accepted)",1.8,2.26,3.0,2022,39
4.0,6:20,1.0,10.0,DET 50,24.0,21.0,Craig Reynolds left tackle for 3 yards (tackle by Jordan Hicks and Camryn Bynum),2.26,2.12,3.0,2022,39
4.0,5:48,2.0,7.0,MIN 47,24.0,21.0,Craig Reynolds up the middle for -1 yards (tackle by Za'Darius Smith),2.12,1.29,3.0,2022,39
4.0,5:04,,,,,,Timeout #1 by Detroit Lions,,,3.0,2022,39
4.0,5:04,3.0,8.0,MIN 48,24.0,21.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 9 yards (tackle by Chandon Sullivan),1.29,2.98,3.0,2022,39
4.0,4:31,1.0,10.0,MIN 39,24.0,21.0,Jamaal Williams up the middle for 3 yards (tackle by D.J. Wonnum),2.98,2.85,3.0,2022,39
4.0,3:47,2.0,7.0,MIN 36,24.0,21.0,Jared Goff pass incomplete deep left intended for Josh Reynolds,2.85,2.15,3.0,2022,39
4.0,3:42,3.0,7.0,MIN 36,24.0,21.0,Jamaal Williams left tackle for 6 yards (tackle by Cameron Dantzler and Jordan Hicks),2.15,1.52,3.0,2022,39
4.0,3:35,,,,,,Timeout #1 by Minnesota Vikings,,,3.0,2022,39
4.0,3:35,4.0,1.0,MIN 30,24.0,21.0,Jamaal Williams right tackle for no gain (tackle by Danielle Hunter and Eric Kendricks),1.52,-0.94,3.0,2022,39
4.0,3:30,1.0,10.0,MIN 30,24.0,21.0,"Kirk Cousins pass complete short left to Adam Thielen for 15 yards (tackle by Amani Oruwariye). Penalty on Amani Oruwariye: Illegal Contact, 5 yards (declined)",0.94,1.93,3.0,2022,39
4.0,3:23,1.0,10.0,MIN 45,24.0,21.0,Kirk Cousins pass incomplete deep right intended for K.J. Osborn,1.93,1.38,3.0,2022,39
