Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Marcus Mariota,ATL,7,4,1,6,3.0,2022,44
Cordarrelle Patterson,ATL,17,141,1,40,3.0,2022,44
Tyler Allgeier,ATL,6,25,0,7,3.0,2022,44
Avery Williams,ATL,1,9,0,9,3.0,2022,44
Kyle Pitts,ATL,0,0,0,0,3.0,2022,44
Drake London,ATL,0,0,0,0,3.0,2022,44
Olamide Zaccheaus,ATL,0,0,0,0,3.0,2022,44
Anthony Firkser,ATL,0,0,0,0,3.0,2022,44
Geno Smith,SEA,2,-1,0,2,3.0,2022,44
Rashaad Penny,SEA,14,66,0,14,3.0,2022,44
DeeJay Dallas,SEA,3,21,0,16,3.0,2022,44
Kenneth Walker III,SEA,3,19,0,21,3.0,2022,44
Travis Homer,SEA,1,7,0,7,3.0,2022,44
Tyler Lockett,SEA,0,0,0,0,3.0,2022,44
D.K. Metcalf,SEA,0,0,0,0,3.0,2022,44
Colby Parkinson,SEA,0,0,0,0,3.0,2022,44
Will Dissly,SEA,0,0,0,0,3.0,2022,44
Marquise Goodwin,SEA,0,0,0,0,3.0,2022,44
Noah Fant,SEA,0,0,0,0,3.0,2022,44
Penny Hart,SEA,0,0,0,0,3.0,2022,44
