Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Deebo Samuel,SFO,8,5,73,0,3.0,43,8.6,30,6.0,7.0,1,5.0,0,0.0,1,52.6,3.0,2022,47
George Kittle,SFO,5,4,28,0,,16,4.0,12,3.0,2.2,0,,0,0.0,0,90.0,3.0,2022,47
Brandon Aiyuk,SFO,8,3,39,1,3.0,26,8.7,13,4.3,14.3,0,,1,12.5,0,93.2,3.0,2022,47
Jeff Wilson,SFO,3,3,31,0,0.0,8,2.7,23,7.7,2.7,0,,0,0.0,0,109.7,3.0,2022,47
Jauan Jennings,SFO,3,1,5,0,1.0,5,5.0,0,0.0,7.3,0,,1,33.3,0,42.4,3.0,2022,47
Kyle Juszczyk,SFO,1,1,24,0,1.0,23,23.0,1,1.0,23.0,0,,0,0.0,0,118.7,3.0,2022,47
Ray-Ray McCloud,SFO,1,1,11,0,1.0,8,8.0,3,3.0,8.0,0,,0,0.0,0,112.5,3.0,2022,47
Courtland Sutton,DEN,10,8,97,0,5.0,75,9.4,22,2.8,10.0,0,,1,10.0,0,107.1,3.0,2022,47
Melvin Gordon,DEN,6,5,29,0,1.0,-7,-1.4,36,7.2,-1.0,1,5.0,1,16.7,0,86.8,3.0,2022,47
Javonte Williams,DEN,5,3,2,0,0.0,-15,-5.0,17,5.7,-2.6,0,,0,0.0,0,64.6,3.0,2022,47
Jerry Jeudy,DEN,6,2,17,0,1.0,13,6.5,4,2.0,14.0,0,,0,0.0,0,42.4,3.0,2022,47
Kendall Hinton,DEN,1,1,27,0,1.0,27,27.0,0,0.0,27.0,0,,0,0.0,0,118.7,3.0,2022,47
Albert Okwuegbunam,DEN,2,1,12,0,,2,2.0,10,10.0,4.0,0,,0,0.0,0,68.7,3.0,2022,47
Mike Boone,DEN,1,0,0,0,,0,,0,,2.0,0,,1,100.0,0,39.6,3.0,2022,47
Eric Saubert,DEN,1,0,0,0,,0,,0,,27.0,0,,0,0.0,0,39.6,3.0,2022,47
